epoch,global_step,learning_rate,train_rows,train_loss,train_cross_entropy,train_condition_margin_loss,train_token_accuracy,dev_teacher_nll_correct,dev_teacher_nll_shuffled,dev_teacher_nll_zero,dev_teacher_token_accuracy,dev_generation_exact_correct,dev_generation_identity_correct,dev_generation_exact_shuffled,dev_generation_identity_shuffled,dev_generation_exact_zero,dev_generation_identity_zero,dev_condition_identity_gap,checkpoint_score,epoch_wall_time_seconds
1,64,5.1200000000000004e-05,65536,3.121054658666253,3.1085452996194363,0.050037396140396595,0.28617022559046745,1.9680137756280414,2.247109113814691,2.18637489727819,0.4284779547700643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019680137756280414,32.25454978295602
