query_position,target_index,target_hash,seed_canonical_smiles,seed_scaffold,seed_heavy_atoms
386,918854,548327a4f38fb3574439eaa91873d053568e3bd455e154f0f281ba8884bf28a3,CCS(=O)(=O)c1ccc(CNC(=O)Nc2ccc3c(c2)OC2(CCCC2)O3)s1,O=C(NCc1cccs1)Nc1ccc2c(c1)OC1(CCCC1)O2,28
387,750798,a30150001038cf79649af07b7985df1b6b2ec2eb666726c06d3d79eee0a09081,Cc1ccc2cc(NC(=O)C3CCN(c4cccnn4)CC3)ccc2n1,O=C(Nc1ccc2ncccc2c1)C1CCN(c2cccnn2)CC1,26
388,350825,0cc69eb9c49c7c8e78ba1b6638fd80737d8d303ece2f58452f9055552068997b,CCOc1ccc(-c2nc(CC(=O)NCc3ccc4c(c3)C[NH2+]C4)cs2)cc1,O=C(Cc1csc(-c2ccccc2)n1)NCc1ccc2c(c1)C[NH2+]C2,28
389,970413,ec72d7a3580096c37a767e7335cd23323807789baf2018298d46e1d529f2645f,COc1cccc2c1OCCC2NC(=O)CCCc1csc(C)n1,O=C(CCCc1cscn1)NC1CCOc2ccccc21,24
390,599503,650f0574abea0f795d5c1b9756625e1f7c07ef164f6f58a987043d4838d4f322,CCC(O)(CC)CNC(=O)NC1CC[NH+](Cc2ccccc2)CC1C,c1ccc(C[NH+]2CCCCC2)cc1,25
391,373017,c1c8eddb12aa731a6fc61c9306c9ddb2a893a6eb5dd2edfb2ccd7f51593c9fd8,CCc1cccc(OCC(O)C[NH2+]Cc2ncc(C)s2)c1,c1ccc(OCCC[NH2+]Cc2nccs2)cc1,21
392,906416,bca87f4389995bc1f39b045bb4f2c006cdfa679a10414c02eb3181ecf973544b,OCCC1CC(Nc2ncnc3ccccc23)C1,c1ccc2c(NC3CCC3)ncnc2c1,18
393,576932,47c53b0ef57d9cb73b37fd8b8b4f99506711c0c807bda4ebc7527f871ef099b2,COc1ccc2nnc3c(C)nc(-c4cc(OCCCCF)ccc4F)n3c2n1,c1ccc(-c2ncc3nnc4cccnc4n23)cc1,29
394,101094,2277c7df0686b4ff6da748b5d018aff1c1a74de8eb4ab635bf06396f32c5b8df,COC(=O)Cc1csc(N(C)C(=O)C(C)n2cnc3ccccc32)n1,O=C(Cn1cnc2ccccc21)Nc1nccs1,25
395,157510,7965ee9558bb7a490ae0cadc4bc07286963d0e408b8f7bf24c1bd4eac065327a,CC(C(=O)N1CCC([NH2+]CC(=O)N2CCC2)C1C)C1CCOCC1,O=C(C[NH2+]C1CCN(C(=O)CC2CCOCC2)C1)N1CCC1,24
396,91430,0dac80f70c08a2bf8221a8a037c1cf793a43570d25e9aeb40e44115d6d3d09e6,CC(NCc1ccc(C[NH3+])cc1)c1csc(Cl)c1,c1ccc(CNCc2ccsc2)cc1,18
397,606391,e3cb4874e1a82e69aee3c7428166e275ede187a3cb655a8457ca9f4069f450d1,NCCNc1cc(N2CCCc3ccccc32)ncn1,c1ccc2c(c1)CCCN2c1ccncn1,20
398,908548,6486005183f2b0d231fba76ec4a9442e21ab62fc63b97e357f320f29b7cbdd2e,[C-]#[N+]c1c(N)nc(N2CCCC2)c(C#N)c1-c1ccc(C)cc1,c1ccc(-c2ccnc(N3CCCC3)c2)cc1,23
399,397713,481245fbc51127f20a17a7f30f3616c45ad4ff8e2c590e0d1d440a24c1be64bb,C=C(C)C[NH+]1CC(C)C(NC(=O)C2CCc3nccn3C2)C1,O=C(NC1CC[NH2+]C1)C1CCc2nccn2C1,22
400,697122,47875b92e1892c4b2bed93c36369463eece30252183f26ce8fc1ad9ddb43818c,CCC(O)CCCNC(=O)c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O,O=C1c2ccccc2C(=O)N1Cc1ccco1,27
401,468838,d0d1e36f5b6ccb155af06a7868e84e7bc4fe8da99a8e276d3ab43ff2c71f5458,O=C(CC(O)c1cccc(F)c1)OCc1nnnn1C1CC1,O=C(CCc1ccccc1)OCc1nnnn1C1CC1,22
402,551631,a942f3e422525915819b0bdbe4824d9bb924fb646e424ac8ade2f5a4350bcd69,CC(C)CC1(NC(=O)C2CCC(C(=O)OC(C)(C)C)O2)CC1,O=C(NC1CC1)C1CCCO1,22
403,307055,7b1377ce2f56587b4647231702891330b010690c224323040d1dd451c2a7421a,CC(=O)C1C=C(Br)C(=O)C(C)O1,O=C1C=CCOC1,12
404,465637,4525b34fa1ec3b154cf3e56f988db4b5c80d0a412774277e02a8dfc5065dd25e,CSCC(=O)N1CCC(c2ccc(F)cc2)C(NC(=O)C2CCC2)C1,O=C(NC1CNCCC1c1ccccc1)C1CCC1,25
405,948412,a5af20ff3555b52dfeb91949cfe54997328c31f726d91c59fecdc9e8b068abc8,CC(C(=O)Nc1ccc2c(c1)OCCO2)N1CCC([NH3+])C1,O=C(CN1CCCC1)Nc1ccc2c(c1)OCCO2,21
406,245014,07fd6c605c48015ea5d8b054eff09ecad217dbd4b7f53de4e5a39b3f057ffe8c,CNC(=O)c1ccc(C[NH+]2CCCC(CNC(=O)C(C)(C)F)C2)cc1,c1ccc(C[NH+]2CCCCC2)cc1,25
407,705879,9bca585d4c94a676ee863ef42e81c6a62702cd37fc3186a01600374142156bad,Cc1cc2ccccc2c[n+]1O,c1ccc2c[nH+]ccc2c1,12
408,905908,581766ccc56c213f9dbb3311de775af659828974341a4c5788a6edc3d76aa4a7,CC(C)C(=O)N1CCC(C(=N)NC(=O)c2cc(Br)ccc2OCC(=O)O)(c2ccccc2)CC1,N=C(NC(=O)c1ccccc1)C1(c2ccccc2)CCNCC1,34
409,744958,75c9830aba4036d08bc4255143d4a86aead951d8f1b082683161aac4a2c95a30,CCOc1ccc(-n2c(SCC(=O)N3CCC(C)CC3)nc3nnc(C)c-3c2N)cc1,O=C(CSc1nc2nncc-2cn1-c1ccccc1)N1CCCCC1,31
410,423342,f59184e00f1829ba37ccf37d7df76c007be57c41cc09aa97fdceb88fa5debc11,O=[N+]([O-])c1ccc(OC2CC[NH+](Cc3c[nH]c(-c4ccccc4)n3)CC2)cc1,c1ccc(OC2CC[NH+](Cc3c[nH]c(-c4ccccc4)n3)CC2)cc1,28
411,126100,6a0a0ea383c1221281e8c6d19d20ecb67c036d2fb8fc6301c26680499b290e39,CC(NC(=O)N1CCC2(CC1)CC2C(=O)N1CCCCC1)c1ccsc1,O=C(NCc1ccsc1)N1CCC2(CC1)CC2C(=O)N1CCCCC1,26
412,887096,c3ef1d5c7b79aec151ad5a470e9867ae4909396fc9ad3846d76c6330cc6d8236,Cc1cc(NC(=O)C(C)Oc2ccc(C(F)(F)F)cc2)ccc1O,O=C(COc1ccccc1)Nc1ccccc1,24
413,764244,dac02e23f360dc7f58bf7d40bd415d849387559d014e5cecc5e1b5206ff582a1,Cn1ncnc1CN1C(=O)NC(C)(c2ccc(C(F)(F)F)cc2)C1=O,O=C1NC(c2ccccc2)C(=O)N1Cc1ncn[nH]1,25
414,403495,1d40218379b37fb7cdea16c59eb03a9cab6d40da20bbfe0f40025f0d87b429cc,CC(C)(C)N1CCCC(C(=O)NCc2n[nH]c(C3CC3)n2)C1=O,O=C1NCCCC1C(=O)NCc1n[nH]c(C2CC2)n1,23
415,834562,ca38971f596851392f5da907fc7a17ca531a56fc68a2a1b5d77742564b8ee405,O=C(C(=O)N1CCC2(COC2)C1)N1CCN2C(=O)OCCC2C1,O=C(C(=O)N1CCC2(COC2)C1)N1CCN2C(=O)OCCC2C1,23
416,667085,3782d27fd43c6f62cb1b12bd918bdc6328a84036cfcafbbfb588d1ec1285667e,O=c1cc(CO)occ1OCc1ccc(Cl)c2cccnc12,O=c1ccocc1OCc1cccc2cccnc12,22
417,780808,a534318ab33f8d20002e613947f0d899566424fec328c57c70b1fa15b7fb8287,Cn1ncc2c(=O)[nH]c(CCCC(=O)O)cc21,O=c1[nH]ccc2[nH]ncc12,17
418,107573,919aab5982757c13e9a208566820982d79880cc24ce34abd65bf88337db4117e,COC(=O)C1CCC[NH+](Cc2ccc(OC(C)C)c(OC)c2)C1,c1ccc(C[NH+]2CCCCC2)cc1,23
419,692638,50a04edd1a51a2f7540dcb03bb06df429166b43dbcce7fcf47defc0e7b163a8a,Cc1cccc2nc(CNC(=O)CC3CCC[NH2+]3)n(C)c12,O=C(CC1CCC[NH2+]1)NCc1nc2ccccc2[nH]1,21
420,549504,942e28e84a99b38e732ffc51d6d29ab5282106c5d53e248d16d110ae073a982e,CC1SC(C(=O)NCc2cc(F)cnc2Cl)=NC1=O,O=C1CSC(C(=O)NCc2cccnc2)=N1,19
421,329646,0ac513632c5bcd9b9a1096f65379b216857ce249e4d2e1dbba73c8f702d9087f,O=C(CSCc1nc2ccccc2s1)NCCNS(=O)(=O)c1cccc([N+](=O)[O-])c1,O=C(CSCc1nc2ccccc2s1)NCCNS(=O)(=O)c1ccccc1,30
422,262208,00f741efcf9b9b6db3202ecf4687cf561726842defdab519ea9d55adfca5bfa0,CC(C)N1CC(NC(=O)c2cn[nH]c2-c2cnn(C)c2)CC1=O,O=C1CC(NC(=O)c2cn[nH]c2-c2cn[nH]c2)CN1,23
423,691658,3575bac3e682d6d0dd650c41acf711965ecf68065097b325734d83e3d3572450,Cc1cccc(OC(F)F)c1NC(=O)C1Cc2cc(F)ccc2O1,O=C(Nc1ccccc1)C1Cc2ccccc2O1,24
424,315094,0e01525078c6befe6e3301be99be66ecb348e01a9e79bbbfa2883d2f7c4ad0f0,CC(C)N(CCC#N)C(=O)c1[nH]nc2ccc(I)cc12,c1ccc2n[nH]cc2c1,20
425,522572,4649bca849761801c587493dc98621a25c8ba17d588f529d9fff8eedf1621bc6,CC(CNC(=O)c1cnn(C)n1)NCc1nnc(C(C)(C)C)o1,O=C(NCCNCc1nnco1)c1cn[nH]n1,23
426,836973,e7e04994f49c3e1e08408ead75e262c644df3e8610a07c97af0e7333442b223c,COCC1CCCC[NH+]1Cc1ccc(C)cc1OC,c1ccc(C[NH+]2CCCCC2)cc1,19
427,15501,8965f3cbcbc445a6fff44a941b3b724f3d127d0779d95758df75e5682aa4e49d,CC(C)C(=O)NC1CN(C(=O)c2ccc3ccn(C)c3c2)CCC1C,O=C(c1ccc2cc[nH]c2c1)N1CCCCC1,25
428,489353,bcdcdfa81810beb7cf473cc2573e011400858200d2fbef15d735ae37b8695a47,Cc1nonc1CC(=O)N1CC(NC(=O)C2CCc3cccnc32)C1,O=C(NC1CN(C(=O)Cc2cnon2)C1)C1CCc2cccnc21,25
429,862928,1c38dd6c2ec855508ac4df17b8dfd5cc96532d07c0d707c2da8e086aca858bbe,CN(C)c1ccccc1C(=O)N1CCC1CNC(=O)C1CC1C(N)=O,O=C(NCC1CCN1C(=O)c1ccccc1)C1CC1,25
430,977878,f866db6f0b19e7e7b85d3cb3304b698bce2948cfdc04ee6462d9da6ea1466668,CC(CC(=O)OCc1ccnn1C(F)F)c1ccccc1,O=C(CCc1ccccc1)OCc1ccn[nH]1,21
431,472744,68ceaba244b914cae62539fa823db6425eb9ae15b59246b09ec9fb2d7b542a2a,Cc1ccc(S(=O)(=O)NC(C)Cn2ccnc2)cc1CN,O=S(=O)(NCCn1ccnc1)c1ccccc1,21
432,996767,1a3fca4b01df54aeea376c0a6ae2c414c77e7c9224fe0f38febc1cd4831dc28e,CSc1cccc(NC(=O)Cn2c(=O)n(CCCCC(=O)NC3CCCC3)c(=O)c3ccccc32)c1,O=C(Cn1c(=O)n(CCCCC(=O)NC2CCCC2)c(=O)c2ccccc21)Nc1ccccc1,36
433,934067,d46fefea1b9aa3f69fab2af78825370cc33440baaa1596cdd1574e23304ab6a5,Cc1ncc(C(=O)OC(Cc2ccccc2)C(C)NC(=O)OC(C)(C)C)c(C)n1,O=C(OCCc1ccccc1)c1cncnc1,29
434,278715,af46fe266f15c50dfbcd1740fb2a6503f3a96a84e78a7a2da5bade6da8222c02,Cc1cc(C[NH+]2CC(O)C(NC(=O)c3cc(C(C)C)on3)C2)cs1,O=C(NC1CC[NH+](Cc2ccsc2)C1)c1ccon1,24
435,558986,f00a2b1ee31fa6cabc5bcd16d922eac2705dd871ed1c08720ea98d27c55d4401,CCC[NH2+]C(CCN(C)C(=O)c1cnn2ccncc12)C(C)C,c1cn2nccc2cn1,23
436,681115,cba92f54049a3603b5ed1bc44e14bcd8475002ce033936a603bcdcd3ace5871a,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,c1ccc(Nc2ncnc3cnccc23)cc1,24
437,788809,c790ab8c94c4efdb5694598f8b3f83a7644366bac48672d89bbae766105b44c3,Cc1ncc(C(=O)NCC[NH+]2CCCCC2)c(Cl)c1Cl,O=C(NCC[NH+]1CCCCC1)c1cccnc1,20
438,682145,4659a801b72eaae42f23b4a24ceb5cd49e7bda6fd7f713a496ecddefb814903c,C=C(NC1CCOCC1)C(N)=CC(=C)c1nc2ccccc2o1,C=C(C=CC(=C)c1nc2ccccc2o1)NC1CCOCC1,23
439,198094,fa318d84238176cf459053f891737f4b86d317f8bbe02fac0873363714369ac6,CN1CCN(CC(=O)Nc2cc(Cl)ccc2Cl)C(c2ccccc2)C1,O=C(CN1CCNCC1c1ccccc1)Nc1ccccc1,25
440,273356,41b89223690d7e6677d3b1585a3e3bee808ba6d3c685aa189bfab703492171c0,Cc1ncc(NC(=O)CC2CCCS(=O)(=O)C2)s1,O=C(CC1CCCS(=O)(=O)C1)Nc1cncs1,18
441,984880,43f1dc7c241f33b9ab0c2392edc5e6e6d22780d10f350dd773cb14e3e96cd59b,CCNCC1CCN(Cc2coc(-c3cccc(Cl)c3)n2)CC1,c1ccc(-c2nc(CN3CCCCC3)co2)cc1,23
442,514887,730706b276b3df74f18cd843d1df5511c19b5f7f8c9e3c09066516083ffa38f3,CC(CC1CCCO1)NC(=O)NC(C)(C(=O)[O-])c1ccc(Cl)c(Cl)c1,O=C(NCCC1CCCO1)NCc1ccccc1,25
443,771561,ba9d92b29c4732e88db5b68b19fb27e1ca014fa8417d8e653fb37eca28821e48,Cc1ccnc(N(C)CCNC(=O)c2cccc3n[nH]cc23)n1,O=C(NCCNc1ncccn1)c1cccc2n[nH]cc12,23
444,834911,c1b51fa483beb0d2eacdee9e6f46bda727546f0ac3eb811c827ded90f67b9ea1,O=C(CC1(C(=O)[O-])CCCC1)NCC1COC2(CCCC2)O1,O=C(CC1CCCC1)NCC1COC2(CCCC2)O1,22
445,897355,12d92323c7c383f617098770b3a32ce9ade8ef9a42a89fd46f4fd04487973abb,COC(=O)Cc1csc(N(C)C(=O)c2csc(-c3ccc(Cl)cc3)n2)n1,O=C(Nc1nccs1)c1csc(-c2ccccc2)n1,26
446,585412,8a62f9ec2e8737bf2a6825c6141a04920f3298d9984f6bec8101731acdb02243,CN(CC1CCN1Cc1nc(=O)n(C)[nH]1)C(=O)c1cn(C)ccc1=O,O=C(NCC1CCN1Cc1nc(=O)[nH][nH]1)c1c[nH]ccc1=O,25
447,989985,27cc839da6445c42f2fdec1783b13a19507b6ff2b20141380d3a92fba7de1cb8,NC(=O)C1(c2ccc(Cl)cc2Cl)CCC1,c1ccc(C2CCC2)cc1,15
448,697834,cccafd45641c12a12a40294122a7e4b523952c38b72971eef5634b3e41e42e52,CCC(Oc1cccc(C)c1)c1nc(-c2cc(C(=O)OC)co2)no1,c1ccc(OCc2nc(-c3ccco3)no2)cc1,25
449,590240,8c2ffad1fd64abdf5914dba9db3ae05c9b78cde89aeb4a93ef0237f7e0db9c74,COC(=O)NCC(=O)Nc1nc(Cc2ccc(Br)cc2)cs1,c1ccc(Cc2cscn2)cc1,22
450,830091,f49f9df89c58752b9b89f47deb33529a8feb7a0260fbe5d4a99d4896cd5511d5,COc1ccccc1CC1CCCN1C(=O)C(=O)Nc1cccc2cccnc12,O=C(Nc1cccc2cccnc12)C(=O)N1CCCC1Cc1ccccc1,29
451,280031,de35203ef7691e5baae947b805e90825949ca6fb8f9258108da5cfc771095ac2,Cc1cc(CNc2nnc(C)o2)cc(N2CCCC2)[nH+]1,c1cc(CNc2nnco2)cc(N2CCCC2)[nH+]1,20
452,767577,27e9f50de2c3208e46e97df57bc48736bf54b4170ac6ee2da351a3ab5a154f47,Cc1ccc2c(c1)C1(CCN(Cc3cnn(CCO)c3)C(C)C1)OCC2,c1ccc2c(c1)CCOC21CCN(Cc2cn[nH]c2)CC1,26
453,102856,fb6f61e2c271bb17c03d472fb217b9f1283e153adfde7eccb4c51a034f6eee43,Cc1ncoc1C[NH+]1CCC(NC(=O)c2cc(=O)n(C)cn2)C(C)C1,O=C(NC1CC[NH+](Cc2cnco2)CC1)c1cc(=O)[nH]cn1,25
454,744057,c63f16bb5aa10496527b5e14d6f1c2df53f5b444e5f08ef33e67174f9769a599,CCOc1ccc(C(=O)NCCCN2CCN(c3ccc(Cl)cc3)CC2)cc1OCC,O=C(NCCCN1CCN(c2ccccc2)CC1)c1ccccc1,31
455,390496,018a9d78f71a7f0fdd14f00d48d85ed4cc29bf5fc6f1d9828011868e0579ea38,CC(C)Cn1nnnc1SCc1nnnn1-c1ccc(C(F)(F)F)cc1,c1ccc(-n2nnnc2CSc2nnn[nH]2)cc1,26
456,743447,26a369471e04ad8cc6b443db81fe7bd4919fdf05db9ec9ec70e5b43f5d1c7a5c,CCOc1cc(C#N)ccc1OCC(=O)Nc1ccc(Cl)cc1F,O=C(COc1ccccc1)Nc1ccccc1,24
457,775018,e433780e082c75c4df1f9ccabf91c81bb337da4a0430ea68fb3bed0fdb77b45e,CC(C)Oc1ccnc(CN(CC(=O)[O-])Cc2ccc(C(F)(F)F)cc2)c1,c1ccc(CNCc2ccccn2)cc1,27
458,803482,790e0e8524892dd9cbe52454f0c025c59e448f1bdea169931ab077eb15cf4531,CNC(=O)c1nn(C)cc1NC(=O)c1cc(-c2ccc(OC(F)F)cc2)n[nH]1,O=C(Nc1cn[nH]c1)c1cc(-c2ccccc2)n[nH]1,28
459,256837,c25c06c6a79e0c50e87c8267525363ad822cd667e74a3884fe897b180bbe66c2,Cc1ccc(CC(CO)NC(=O)C2=COCCO2)cc1C,O=C(NCCc1ccccc1)C1=COCCO1,21
460,28818,a1af6340773044fb56236d2001733f19afb7d74d563ae40995e1db82744826ad,COc1cc(C[NH2+]C2CCN(C(=O)c3csnn3)C2)on1,O=C(c1csnn1)N1CCC([NH2+]Cc2ccno2)C1,21
461,859953,9c617a5aeadb50bf38c01aa7d89f779a0f1d4df7d5ec0fa7fcbe27ca9072e5ee,CN(C)C(=O)c1cc(Nc2ccccc2-c2ccncc2)ccc1F,c1ccc(Nc2ccccc2-c2ccncc2)cc1,25
462,806408,bcea6196b1ae97289b1b329328d115bb2b54830685736736ace1d3f8d9303e53,COC(=O)c1ccc(C)c(NC(=O)CN2c3ccc(Cl)cc3-c3ccccc3S2(=O)=O)c1,O=C(CN1c2ccccc2-c2ccccc2S1(=O)=O)Nc1ccccc1,32
463,577739,a00170b3aea424ef3d5c9a4f1da48005297b56344ddd7253e5b48e7487e86e29,COc1ccc(OC)c(S(=O)(=O)N2CCN(c3cc(-c4cccc(C)c4)ncn3)CC2)c1,O=S(=O)(c1ccccc1)N1CCN(c2cc(-c3ccccc3)ncn2)CC1,32
464,571764,e9465d3a9cddf0581690552cfc81ba8c58f2b340dbacc504a5564271d3d87930,NC(=O)C(CNC(=O)c1[nH]nc2c1CCCCC2)Cc1ccccc1Cl,O=C(NCCCc1ccccc1)c1[nH]nc2c1CCCCC2,26
465,665595,870094cb3a2b6a5516c93a4f6e00083702818bd7c459ea0d46f2d8d10234c982,O=c1cc(-c2ccccc2)c2ccc(O)c(CN3CCOCC3)c2o1,O=c1cc(-c2ccccc2)c2cccc(CN3CCOCC3)c2o1,25
466,804148,08051342e6208a922e743aea19ab47e8682c1600b2ede6724ea0d999e21557a8,CNc1ncccc1C(=O)N1CCC(CO)(c2ccccc2)CC1,O=C(c1cccnc1)N1CCC(c2ccccc2)CC1,24
467,100084,e2805204841249a364b2fe75bebf11490c5f3d571747564db6df098f176f314f,COC(=O)CN(C=O)c1cccc(C)c1C1(C)CCN(C(=O)c2ccc3[nH]ncc3c2)CC1,O=C(c1ccc2[nH]ncc2c1)N1CCC(c2ccccc2)CC1,33
468,355608,e24bcd716eba055e340b9ab023c0dca0fe1550f1eea38ade5cf793287290c297,COCCC[NH+]1CCCC2(CCN(c3ncccn3)CC2)C1,c1cnc(N2CCC3(CCC[NH2+]C3)CC2)nc1,22
469,459155,3e24311901a5c2d208752402116887c33bfc7894b08e731b403acced7070640e,c1ccc2sc(C3CCN(Cc4cn5ccsc5n4)CC3)nc2c1,c1ccc2sc(C3CCN(Cc4cn5ccsc5n4)CC3)nc2c1,24
470,546312,c028045abb6ceec236fcccd4134924229668edbdf9eae76f4b5c3e54da111317,Cc1c(C2=CCC(C(=O)C(C)(C)C)C=C2)noc1C(F)(F)F,C1=CC(c2ccon2)=CCC1,22
471,506145,1851bf945441ebb68de5ed60e86a858847972f1ccedd8ca880f4666b64f9eb74,CCC(c1ccc(F)cc1F)[NH+]1CCC(OC)C(C)(C)C1,c1ccc(C[NH+]2CCCCC2)cc1,21
472,2768,5f043484be7efa6d5a912d5340bbaa649501772f68b216dd79a7bd62dec99bc0,CC1CC1C(=O)N(C)CCNC(=O)c1ccnc2ccccc12,O=C(NCCNC(=O)C1CC1)c1ccnc2ccccc12,23
473,296623,c3d7804c2d584bd985ab8e1337609339ab801404a6b66b4addb2dbb02522688e,COc1c(NCc2cccc3c2OC(C)(C)C3)cccc1C(N)=O,c1ccc(NCc2cccc3c2OCC3)cc1,24
474,330229,956f03c27a95ea32609fc7b6e123366707a05f7f47125ffe4bf86495802a0359,O=C(CSc1nnc(-c2ccc(Br)cc2)o1)NCC1CC1,O=C(CSc1nnc(-c2ccccc2)o1)NCC1CC1,21
475,558377,98826f72ad0cfafb9fac16a3c340889723d3317a5aa6f470d5d07c31085d7b6c,CCn1nc(C(=O)O)c(Cl)c1-c1cnc(CCCC(F)(F)F)cc1OC(F)F,c1cncc(-c2ccn[nH]2)c1,28
476,629905,0fa857bdcf768123cea36af3cd7ae09494f307c2b4b392a83b420aab24131044,CCc1ccc(OCC(=O)Nc2ccc(C(=O)OC)cc2)c([N+](=O)[O-])c1,O=C(COc1ccccc1)Nc1ccccc1,26
477,212797,f36f8ec17955d4628a6c882f31e79025dbb315f087b80d655afb5cf7f94c70fd,C=CCC(C)NC(=O)C1(c2ccccc2C)CCC1,c1ccc(C2CCC2)cc1,19
478,598807,49fc41e56497582b2ac6dbfb4f538ab17e3bdb28c35bd84da64c398f9ea4e020,CCC(N)CCN1CCCc2ccccc2C1,c1ccc2c(c1)CCCNC2,17
479,229497,8d694dacbd2ac9ea3fd715180d9dc705860d3ee77e055b2de850657617be639e,c1ccc(-c2nnc(CON=C3CCCOCC3)o2)cc1,c1ccc(-c2nnc(CON=C3CCCOCC3)o2)cc1,21
480,305558,a0128f47dd124c3f9dfcb455d4723487907aec8a963bfb246fdfd354353d8d15,CC(=O)C1CCN(Cc2cnn3ccc(C#N)cc23)C1,c1ccn2ncc(CN3CCCC3)c2c1,20
481,178665,6f27cff7f5a6a677f68d46421197e2f64bd9f5323743ba0164c8f72e0894ac3f,Cn1cc(C(=O)NC2(C)CCN(Cc3ccnn3C)CC2)nn1,O=C(NC1CCN(Cc2ccn[nH]2)CC1)c1c[nH]nn1,23
482,200756,0053c582d1c297096069cff68ff3304a2d95703ed863a26936a969695a07f8ff,CCc1[nH]ccc1C(=O)NCCNC(C)c1nc(C(C)C)no1,O=C(NCCNCc1ncno1)c1cc[nH]c1,23
483,812734,bb9c209641bdae07033d50fd20de1648ce42e2e2c91c4860de85ad47ffaf29d1,N#CC1(CC(O)CN2CCN(c3ccccc3)CC2)CCC1,c1ccc(N2CCN(CCCC3CCC3)CC2)cc1,22
484,345887,ae31bcf6ce48788de0a6111133d8a95b742f8baea80b6ccc9c5da9c0cbe65045,NC1CCN(c2cn(Sc3cccnc3)c3cccnc23)CC1,c1cncc(Sn2cc(N3CCCCC3)c3ncccc32)c1,23
485,331452,d43729378bd9a05d2f4973e27663861a2fc4d6f2829e558dd9313f3c14b7f1b5,O=C(CN1C(=O)CSc2ccccc21)NCC(F)(F)F,O=C1CSc2ccccc2N1,20
486,451738,3bd1daa43e974bc73d23c00e2ac12762a429b4e9a8e8decd4514f82d0a56780f,Cc1cc(CN2CCN(CCO)C(C)C2)c(C)nn1,c1cc(CN2CCNCC2)cnn1,19
487,947081,c7f9962917456527c28a7de170d503fd3480647acaeccfebb916c3c6b1175536,CC(C(=O)N1CC(OC(C)(C)C)C1)N1Cc2ccccc2C1=O,O=C(CN1Cc2ccccc2C1=O)N1CCC1,23
488,630360,57868967f2b43701ab05a5d0354e4d9e0cd09242b8577d103de8db0d82505230,CCc1ccc(C[NH2+]CCCNC(=O)C2(C(N)=O)CC2)cc1,O=C(NCCC[NH2+]Cc1ccccc1)C1CC1,22
489,215961,5559372fbebc8a3a190741b3949873fe4990cff15267933991db4c74cbcfd0c0,Cn1c(NCC2CCCOC2)nc2ccccc21,c1ccc2[nH]c(NCC3CCCOC3)nc2c1,18
490,47561,426cab7e72badea0d8f91ef67e944507576f79532ca9d17f888719b4bebf484d,CN(C)C(=O)C=Cc1cnccc1-c1ccc(Oc2ccccc2CCC(N)=O)cc1,c1ccc(Oc2ccc(-c3ccncc3)cc2)cc1,31
491,146362,70e88e4335004f8253197c2a4ffe2b8fed9920b5673c27a4817108cb154cf11b,COc1ccc(NC(C)=O)c(NC(=O)CCN2C(=O)c3ccccc3N3C(=O)CCC23C)c1,O=C(CCN1C(=O)c2ccccc2N2C(=O)CCC12)Nc1ccccc1,33
492,722417,0d3f08cb6be45068a85fa8bc38e0b39e537c02d28c5ad7edde31aa6d6364298d,Cc1cc(CO)cc(C)c1CNC(=O)C1CC2CCC(C1)S2,O=C(NCc1ccccc1)C1CC2CCC(C1)S2,22
493,629698,369faf50d2c2fdb2a85a31131d0693af64f37432dc5537481669cfc237b1cfe1,CCc1cc(C)nc(NC2CCCN(C(=O)CCc3cnc[nH]3)C2)n1,O=C(CCc1cnc[nH]1)N1CCCC(Nc2ncccn2)C1,25
494,460503,68cabb03174ab96c3392caad1f12acb84c3484f87b69d0f6340329581d1c9c82,c1ccc(CCc2ncc(C[NH+]3CCC(C4CCOCC4)C3)s2)cc1,c1ccc(CCc2ncc(C[NH+]3CCC(C4CCOCC4)C3)s2)cc1,25
495,598694,4dcbf43ff8a4bf2744e80280f0f91639da0ea03dfa029932c7aaeb1f92a11a69,CCC(O)CCCNC(=O)c1cc(-c2ccc(C)cc2C)n[nH]1,c1ccc(-c2cc[nH]n2)cc1,23
496,367978,cec034e810f8275b3dbca7847cfbca102dfb53d83b6cb58ea5a28bf005425eed,C=C(C)CNC(=O)N1CCC(C)(CCc2ccccc2)C1,c1ccc(CCC2CCNC2)cc1,21
497,307284,3643325b23bc62608d7ae4c81d20dfa785a03ed3719edc7b6edf7d7128db270e,CC(=O)N(C)c1ccc(OCC(=O)Nc2cc(F)ccc2F)cc1,O=C(COc1ccccc1)Nc1ccccc1,24
498,594688,71ddcf53f7d4295bb640426a7e6ba086bc8b37402c6f2ac91f417c526c18c180,NC(=O)C1CC1C(=O)NC1CN(C(=O)CCc2nccs2)CC1O,O=C(NC1CCN(C(=O)CCc2nccs2)C1)C1CC1,24
499,664099,a7e25ea187f652e8ce08482945e12fdf7b2a22e7feb81b762bf8cc0381147109,O=[N+]([O-])C(=Cc1ccccc1)Sc1ccccc1,C(=Cc1ccccc1)Sc1ccccc1,18
500,831180,ad485f5bc99797db906cfe0445a67444284e88fe9f04ae7141b4a1e371d75f54,COc1ccccc1C1CNCCN1CC(=O)N(C(C)C)C(C)C,c1ccc(C2CNCCN2)cc1,24
