query_position,target_index,target_hash,seed_canonical_smiles,seed_scaffold,seed_heavy_atoms
156,717297,a701cf5da6c74e88a6dfdcc5dd5871a7ba519f0641fdc87651c0443593182729,CC(C)Cn1ncnc1CC1(O)CCCC(C)(C)CC1,c1n[nH]c(CC2CCCCCC2)n1,20
157,968935,1af7ecbed22b2a157bc3d2ef6d47af9dd0dc2bdc7471c56f800b5052ae05df90,COc1cccc(SCC(=O)NCCc2nnc3n2CCNC3=O)c1,O=C(CSc1ccccc1)NCCc1nnc2n1CCNC2=O,25
158,782307,f0632c1133b8a9adbb1771eccd94793116c65c052677f2f7ec84bb15fd1a0a44,O=c1[nH]c2c(S(=O)(=O)c3ccc4ccn(Cc5ccccc5)c4c3)ccc(Cl)c2c(=O)n1O,O=c1[nH]c(=O)c2cccc(S(=O)(=O)c3ccc4ccn(Cc5ccccc5)c4c3)c2[nH]1,33
159,531952,3b37eab4d8d20c6b2554616251040022376df6ba304010580cd3ff3d7aa2b1e3,CNC(=O)Cc1c[nH]c(=O)c2[nH]c3ccc([N+](=O)[O-])cc3c12,O=c1[nH]ccc2c1[nH]c1ccccc12,22
160,516456,d4108fb81f290410be18f02d6b68082ead27d70e47602210d89aa7d30190f82d,CCC1CCN(C(=O)C=C2CCC2)C1C,O=C(C=C1CCC1)N1CCCC1,15
161,701389,925d677e3d9114aae1dee2594f26721a6d90e77517c2b31f3dc79ed8f4a3ee94,CCC1(OC(=O)c2ccc([N+](=O)[O-])cc2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,O=C(OC1C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1)c1ccccc1,38
162,877986,81d686c8d818cdac118086df7cb4fd89dfb237530769e6738e26fd84e8f29718,CC1CCC[NH+](Cc2c(F)cccc2[N+](=O)[O-])C1CO,c1ccc(C[NH+]2CCCCC2)cc1,20
163,554290,259d56787415d9916df97697209a2ba0eeb581fe7747a1ae84ffdfad06dea0c4,CC(C)C1CC(CCc2ccccc2)CN1C(=O)OC(C)(C)C,c1ccc(CCC2CCNC2)cc1,23
164,207406,4ef5b7e17831ae0932e4757ce9edae8632e9ad48b528658c00435120733ae312,Cc1cccc(CC(=O)NCC[NH2+]Cc2ccnn2C)c1,O=C(Cc1ccccc1)NCC[NH2+]Cc1ccn[nH]1,21
165,549668,99338a9de0bdca19aa3df88b4b1bdda651a80433c34af545cf783363f68458cb,CC=C(C)C(=O)N1CCC(CNC(=O)Cc2ccc(C)o2)CC1,O=C(Cc1ccco1)NCC1CCNCC1,23
166,793503,402a53721ee66adf52fc396665bb83344c593d253aca2f742dc333bf429b13e2,COc1cc(OC)c(NC(=O)C[NH+]2CCC(c3ccc(F)cc3)C2)cc1Cl,O=C(C[NH+]1CCC(c2ccccc2)C1)Nc1ccccc1,27
167,562410,ae96e407579520c4348759d7d0b6bffe5ade9dfcac74eb437caa84036923f247,CCC[NH+](CC1CC1)C1CCN(C(=O)C(C)c2c(C)n[nH]c2C)CC1,O=C(Cc1cn[nH]c1)N1CCC([NH2+]CC2CC2)CC1,25
168,870004,257c418fd35b3cb7de50ed1da6cc6c70c950f65fde0092dbcd809651b7845d88,CC(=O)NC1CCN(CC2(O)CCCN(C(=O)c3n[nH]c4c3CCCC4)CC2)CC1,O=C(c1n[nH]c2c1CCCC2)N1CCCC(CN2CCCCC2)CC1,30
169,928005,3121117c5446f42a177d663bea5caf9b74db4a89e87ebfbad31de6f9ceeaa65e,CCN1CCN(C(=O)CNC(=O)c2cnc[nH]2)CC1,O=C(NCC(=O)N1CCNCC1)c1cnc[nH]1,19
170,230296,283e6d268f092b311435ba18e131e1f4faa846bf326457c09818f009d4c48793,O=C(NCc1cc2cc(Cl)c(OCc3cscn3)cc2[nH]1)C1CCOC1,O=C(NCc1cc2ccc(OCc3cscn3)cc2[nH]1)C1CCOC1,26
171,730727,937ee2ee4fd80d9b527626419d6ac726b254271f7c4941271e7d75074038ed43,CCn1cnnc1NC(=O)c1cc(-c2ccc(Br)cc2)no1,O=C(Nc1nnc[nH]1)c1cc(-c2ccccc2)no1,22
172,191833,df0640a581f14b44e6c2637742c8d5378b91d58deb85acc8d8eafb10290caac3,N#CCCCCCC(=O)N1CCCc2ccccc2C1,c1ccc2c(c1)CCCNC2,20
173,828598,6edbbf4a262b8010e1a9e51b001ae23022d6f771ea83cc949e1d0d4fea5986eb,COc1cccc(CNC(=O)N(C)C(C)c2cccs2)c1C,O=C(NCc1ccccc1)NCc1cccs1,22
174,911563,72cea53bd29b522397794489d089edcc377ee7440894b0854076025a71fb608e,CC1CCC(C)N1CC(O)COc1ccccc1[N+](=O)[O-],c1ccc(OCCCN2CCCC2)cc1,21
175,203625,0faabc7f01e8dbb990d48eb9e4cc29d5516ce2bd3740be688d621a02d40f42db,N#CC(=CN1CCN(C(=O)c2ccco2)CC1)C(=O)Nc1cccc([N+](=O)[O-])c1,O=C(C=CN1CCN(C(=O)c2ccco2)CC1)Nc1ccccc1,29
176,196406,6dc479ce2aa42f9121ebf9a659e6e1cb57080850ed52f3cf4f9c3ac2c286a873,CN(Cc1csc(Br)c1)Cc1ccc(Cl)cc1N,c1ccc(CNCc2ccsc2)cc1,18
177,50044,a16be868bd9aebcab7974346103ece3142f77000697c769c89bf37294d4b55e1,CN(C)c1nc(N)nc(COc2cccc(F)c2F)n1,c1ccc(OCc2ncncn2)cc1,20
178,700874,7def559dd3924a18305256d563fa509124ac75e105b7854bd7134c39b2c283ae,CCC1(C(=O)NCC(C)CNC(=O)c2[nH]c(=O)[nH]c2C)CC1,O=C(NCCCNC(=O)C1CC1)c1c[nH]c(=O)[nH]1,22
179,801952,2fe46cb75d4c679ce7d851dcc17673ce6fa4cee454adbb844201b4d65ce06c90,CNS(=O)(=O)c1cc(C(=O)NNC(=O)C(C)Oc2cccc(C)c2C)cc(C)c1C,O=C(COc1ccccc1)NNC(=O)c1ccccc1,30
180,724079,43f68521767d39d37de9083203cf557f30de021986d196a676ef7fcca5e5047a,Cc1ccc2oc(CNC(=O)N3CC(C)CC(O)C3)cc2c1,O=C(NCc1cc2ccccc2o1)N1CCCCC1,22
181,12397,4566dc8456198ec00c689289954bdc9ba45586a2daea55f3e0151ab0e0b25f26,CC(C)C(=O)N1CC2CN(C(=O)CCc3cnn(C)n3)CC2(C)C1,O=C(CCc1cn[nH]n1)N1CC2CNCC2C1,24
182,993627,a6d4dee5f194f52d9487ff590d971ad3bf21757b317bd0c1e2348f61ec589791,CC(C)CC(C)[NH+]1CC(C)C(=O)C(C)C1,O=C1CC[NH2+]CC1,15
183,468737,2495c289d2c51040fe3d317bf7cebf1c86fe3636bc9e074ba950b668435175ff,CS(=O)Cc1cccc(NC(=O)COc2ccc([N+](=O)[O-])c(F)c2)c1,O=C(COc1ccccc1)Nc1ccccc1,25
184,783253,fc268f729b9406f3ee11268b2c46ab2b67f3d8174572de0fd6bde56acb3a9b0e,O=S1(=O)CCCN1CCc1ccc(F)cc1,O=S1(=O)CCCN1CCc1ccccc1,16
185,4631,65a3503782fc4b388b3272a44a2f2ece40943084abcdd560c35196d75b6d48db,CCC(=O)NC1(CO)CCC[NH+](Cc2ccc(CC)cc2)C1,c1ccc(C[NH+]2CCCCC2)cc1,22
186,873617,aed4c96c60e28390d2e6210f88ff6997e84291fbe9b263bb5e5b44685b4c3e8f,CCNCc1cc(-c2ccc(C)cc2C)n[nH]1,c1ccc(-c2cc[nH]n2)cc1,17
187,815627,17912365b5606ba47516dd0d861200e0e423809853c500d0730e0c8da143dda5,N#CC1(C(=O)OCc2ccccc2Cl)CCCOC1,O=C(OCc1ccccc1)C1CCCOC1,19
188,565330,3eda988f0a2bbf989fb93bdbad0e65d530a6218eabc3dc1a28ca413a7a36240c,CC[NH+](CC)CCCC1CC[NH+](Cc2cc(C)ccc2O)CC1,c1ccc(C[NH+]2CCCCC2)cc1,23
189,546743,38acef11122f1d7b46dcaf625c2b5fa84e83b4fce972eeacfced5c54fdfeb809,Cc1c(-c2nc(C(C)Oc3ccccc3)no2)cnn1CCOC1CCCCO1,c1ccc(OCc2noc(-c3cnn(CCOC4CCCCO4)c3)n2)cc1,29
190,768543,78595099f2ccbb2c1599ef5a7fd0318435436ae7d91b5420f288d32e7d24aaec,Cc1ccc(S(=O)(=O)OCC(CCC(=O)OC(C)(C)C)OS(=O)(=O)c2ccc(C)cc2)cc1,O=S(=O)(OCCOS(=O)(=O)c1ccccc1)c1ccccc1,33
191,349909,8a83c882e9f510c1de7e49b6776390cafc71937e92821a6cea686fcc2b098d93,CCOc1cc(-c2ccccc2)sc1C(=O)Nc1cn(C)nc1C,O=C(Nc1cn[nH]c1)c1ccc(-c2ccccc2)s1,24
192,286937,0970e0688daabafd4ffb138fd23210f157d0a341251b6555ccc304bbb10120f2,CC(C)OC(=O)CNC(=O)C1(C)CC[NH+](Cc2ccccc2)CC1,c1ccc(C[NH+]2CCCCC2)cc1,24
193,567218,2cee7f2d23dac44aa9f0cba145bbd53e612cec8c80f808c0a55035168fa47359,CC1(C)CCCC(C(=O)N2CC3(CCC3)C2c2cccnc2)C1,O=C(C1CCCCC1)N1CC2(CCC2)C1c1cccnc1,23
194,91190,25f8a5e571c154c8f902c66ac8ecd72a01ad156681900b804455f697501234b0,CC(NCc1cn(-c2ccc(Cl)c(Cl)c2)nn1)C1CN(C)CCO1,c1ccc(-n2cc(CNCC3CNCCO3)nn2)cc1,24
195,121025,a4bd3f779382349de493ec5984b0794a5dcc1fcf0c1ef05e70fa3a418196b314,Cc1ocnc1C(=O)NCCC[NH2+]CCn1cccn1,O=C(NCCC[NH2+]CCn1cccn1)c1cocn1,20
196,820288,dc6cdbe364072d70a152907b8c5d274aa69720d4016d365b43d47678bf57dd6d,O=c1nc2nc[nH]c2c(Nc2cnc3[nH]c(-c4ccccc4)cc3c2)[nH]1,O=c1nc2nc[nH]c2c(Nc2cnc3[nH]c(-c4ccccc4)cc3c2)[nH]1,26
197,749402,d99ba2edf5a85e19226c6d9d4f1249e7cbb28ba3714681354fa8a4d90e734def,CCCCN(Cc1ccccc1)Cc1cnc(SC)nc1,c1ccc(CNCc2cncnc2)cc1,21
198,199046,da4bcf29d3156f53d3210e98e23c8e0f362efe86047d7e4537b7b397d0e92bcf,CN(Cc1noc(C2CC2)n1)C(=O)C1=Cc2cc(Br)ccc2OC1,O=C(NCc1noc(C2CC2)n1)C1=Cc2ccccc2OC1,24
199,419461,ccd0c7714107d5c42850bd80d48e2317e4105a5d2f42fd85f8646f98eddbd4ac,O=C(O)NCCc1[nH]nc2c(O)cccc12,c1ccc2n[nH]cc2c1,16
200,744502,1f29bd49c18dbb52691ae1d14ba5ba6a8900439d2d259d9982b9dea14870edee,CCOc1cc(C)ccc1CNC(=O)CC1CN(C(=O)[O-])CCO1,O=C(CC1CNCCO1)NCc1ccccc1,24
201,760858,94c7e485a07269658a79395b7a59dd47cf553fd964e68f79199eb17113c79db9,O=C(c1cn[nH]n1)C1CCCOC1,O=C(c1cn[nH]n1)C1CCCOC1,13
202,796380,4f57ec4f436b83db58bdc6687517f1022baabb74547eae8d115549b364233eaa,COc1ccc(-c2cc3ccc(OCC(=O)N=C4N=CC=N4)cc3oc2=O)cc1OC,O=C(COc1ccc2cc(-c3ccccc3)c(=O)oc2c1)N=C1N=CC=N1,31
203,423425,5efa8044289092b24b40ad090a2cc5cd35c5a07e73714520a05d55406a7555c9,O=[N+]([O-])c1ccc(COc2cccnc2Cl)c([N+](=O)[O-])c1,c1ccc(COc2cccnc2)cc1,21
204,844201,b6fb9ea24572ae91c422ba73e6bd4801addf9ebff5db7b573bdf051c10341e43,CC1C(C(F)(F)F)CCN1C(=O)CC1CSc2ccccc2O1,O=C(CC1CSc2ccccc2O1)N1CCCC1,23
205,870032,c9b158995433cf388c43d65d6776edb12cf01a80480bcc7cbe44a3d2735e164d,CC(=O)NC1CC(Cc2ccccc2)OC(c2cnc(-c3ccccn3)nc2)C1,c1ccc(CC2CCCC(c3cnc(-c4ccccn4)nc3)O2)cc1,29
206,710099,2947310b74bfd450635104be1b92390dd156d396661ea9cd5d4ab2c05b2cbd9c,CCC(OC1CCCC1)C(=O)Nc1cnn(Cc2ccccn2)c1,O=C(COC1CCCC1)Nc1cnn(Cc2ccccn2)c1,24
207,199526,c61a13e5c78fde238f704f1ff26a23b40956bffd42eaeef26bffe876fcaf81bf,CC[NH+]1CC=C(CNC(=O)CC2CCCS2(=O)=O)CC1,O=C(CC1CCCS1(=O)=O)NCC1=CC[NH2+]CC1,20
208,971444,b937b5f5cab6f3dcd10b6a9f2ffb25697245d547762833377e571944b1e02164,COc1cccc(N2CCN(CCCN3C(=O)C4C5C(C)=CC(C)(CC5(C)C)C4C3=O)CC2)c1,O=C1C2C3C=CC(CC3)C2C(=O)N1CCCN1CCN(c2ccccc2)CC1,34
209,102254,b76a0baa58957cb41c232aefbf84cb32ce696df1b8bf5de38e8b0950dd0cbd0d,Cc1ncc(CC(=O)NCC2CCCOC2C(C)(C)C)o1,O=C(Cc1cnco1)NCC1CCCOC1,21
210,289913,ca33f332feb290763e61a41241692d87d2f70b41ecbf27ad97cd717e2a776fef,C#CC[NH+]1CCC(NC(=O)C2Cc3ccncc3C2)CC1,O=C(NC1CC[NH2+]CC1)C1Cc2ccncc2C1,21
211,390985,be194705221f549eb00f40f5728e3019f0050cd9aaeffdddc37b98c5f5ecae3c,CCC(CC)(CC)C(=O)N1CCCC1C[NH2+]Cc1cn(C(C)C)nn1,c1[nH]nnc1C[NH2+]CC1CCCN1,25
212,214813,395607654e6a6739c0ab0f83a35e8f5d60025b12315a3e78aba9d58176a6cfbf,C=CCCC(C)[NH+](CC)CCNC(=O)c1cnn2ccncc12,c1cn2nccc2cn1,23
213,301499,4f26fbf6397b8e9124cd674c3717fe2cde552e10ba79882209854972d1b6ca0a,C[NH+](CC(O)CN1CCOCC1)CC1COc2ccccc2O1,c1ccc2c(c1)OCC(C[NH2+]CCCN1CCOCC1)O2,23
214,281243,b437308069742657de692b2abb5f99098440605a60633fa9c92cddede2994ae5,Cc1cc(C=C(C#N)C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c(C)n1C1CCCCC1,O=C(C=Cc1ccn(C2CCCCC2)c1)Nc1c[nH]n(-c2ccccc2)c1=O,34
215,912245,75b6ab5a88317c2dfa7a8cb7b0652ea5ef5cf99080742f72b69ee2694a1dc072,CC1CCC(C)[NH+](Cc2cc(Br)ccc2F)C1,c1ccc(C[NH+]2CCCCC2)cc1,17
216,64180,49e61dec49f0e9fc154376138259ab07b0daa22a84f3f49759307ad401a623af,CCC(C)C(=O)N1CCCCC2(CCN(C(=O)CCOC)C2)C1,C1CCC2(CCNC2)CNC1,23
217,840155,02458b1357f803df7beee4653f0db12f977f51388a029c85aea035d0c3197b0a,CC(C(N)=O)[NH+]1CCC(N(C)C(=O)C2Cc3ccncc3C2)CC1,O=C(NC1CC[NH2+]CC1)C1Cc2ccncc2C1,24
218,834192,86c43c964153f152b71571cf87470e47c42513d5c68e91613a7fcb777e0954dc,O=C(CCCN1CCC(O)CC1)c1cccs1,O=C(CCCN1CCCCC1)c1cccs1,17
219,344921,f59cabc843e6c37f097149ebdd0fe884c81f5828e655c7eda0fa8f7a53f0512a,NCC1(c2cccc(SC(F)(F)F)c2)CC(O)C1,c1ccc(C2CCC2)cc1,18
220,531196,42298be84c4d5445e6a83606b28cf20377f8a0b2e49f3ce41afea41d646864b3,N#CC1(NC(=O)CCSc2ccccc2)CCCC1,O=C(CCSc1ccccc1)NC1CCCC1,19
221,865453,34a045b82e511d2b4d04f88e307be76df25a6d08d41e469a1bd4fbadf52f879c,CCCC(C)C(=O)NC1(C)CCN(c2cc(C)nc(C(C)C)n2)C1,c1cc(N2CCCC2)ncn1,24
222,931451,32de5b189d07a0072f73a3a64fc7516910da54a14ac474049b5cf2e0943d38b2,CC(CNC(=O)C1C[NH+](C)CC1c1ccccc1)C(=O)[O-],c1ccc(C2CC[NH2+]C2)cc1,21
223,786282,63a9908cd21b811cbffc5d8afb3698e38a12ca9aec86c51db3a993e032a34662,Cc1nc(N2CCc3ccc(F)cc32)ncc1C(=O)O,c1cnc(N2CCc3ccccc32)nc1,20
224,642629,c5fe3e8629744670e3fe197eb81d9a0789e9813902af0fd556697d6f7b9366a1,CCC(C)C[NH+]1CC2CN(C(=O)c3cc4ccccc4nn3)CC2C1,O=C(c1cc2ccccc2nn1)N1CC2C[NH2+]CC2C1,25
225,165639,bda235b12dd9a885fce8139f518bcb9f860fbf557929b26e8785f30db2bd6e4c,COc1ccc(C(C)=O)cc1CC(=O)N1CCSC2COCCC21,O=C(Cc1ccccc1)N1CCSC2COCCC21,24
226,109630,bb987b00e90cdc18b1b90504bf9139c2cd38a3e31653e65f1f81bfd6ea9411d6,Cn1cc(C2CSCC[NH+]2Cc2ccc3ccccc3c2)cn1,c1ccc2cc(C[NH+]3CCSCC3c3cn[nH]c3)ccc2c1,23
227,242834,561c14b984f169c0a1e512ff84abdd9939884a5c02c7dbb339139b02926d1e75,CNC(C)c1ccn(Cc2c(F)ccc(Br)c2F)c1,c1ccc(Cn2cccc2)cc1,19
228,280308,53833727f87e994081d56b75445ff758fddb827276234a787e727366b6bb9e3b,Cc1cc(C)n2nc(NC(=O)c3c(C)nn(CC(C)C)c3C)cc2n1,O=C(Nc1cc2ncccn2n1)c1cn[nH]c1,25
229,173895,d0a9643af727456ab666a77f21f6591c093386e4ee609d49a868cb46cda9b75a,O=C(c1ccoc1)N1CCC2(CNC2)C1,O=C(c1ccoc1)N1CCC2(CNC2)C1,15
230,138381,e5996f6878fe55a03410f19e59f8be519d8595bfe86837dcb5b33312545a84e4,O=C(c1cnc(C(F)(F)F)nc1)N1CCN(c2ncc[nH]2)CC1,O=C(c1cncnc1)N1CCN(c2ncc[nH]2)CC1,23
231,543763,7c802ddcd0ed2108bbf813ee494764c85a268f8831031d2d9cab1619ae559675,C[NH+]1CCN(CCNC(=O)C(=O)N2CCOC(c3cccc(F)c3)C2)CC1(C)C,O=C(NCCN1CC[NH2+]CC1)C(=O)N1CCOC(c2ccccc2)C1,29
232,294581,19826b7081435f1747653a9f45b9700fd21d9204f1ec4998d106a9e60dab645b,COc1cc(-c2c(OC)ccc3cccnc23)c(OC)nn1,c1cnc2c(-c3ccnnc3)cccc2c1,22
233,710704,dec13e9427db6abf6c83cfef92fcaf6c22aa28e7367bde334c4c498da13e4deb,CCC(OC(=O)C=Cc1cncc(C(=O)NC)c1)c1ccc(Cl)cc1F,O=C(C=Cc1cccnc1)OCc1ccccc1,26
234,402441,eac6e294a949a70503515f2101638533f8c0033bf4591e97793baaf31390d0d3,CC(C)(C)C(=O)N1CCN(C(=O)Cc2coc(-c3ccc(Cl)cc3)n2)CC1,O=C(Cc1coc(-c2ccccc2)n1)N1CCNCC1,27
235,151395,ec2cd50778def47d4fe8135b6b30a14731cb2eb82201fc10bca01e73ae127173,O=C(ON1C(=O)c2ccccc2C1=O)C(F)CC1CCCC1,O=C(CCC1CCCC1)ON1C(=O)c2ccccc2C1=O,22
236,831743,03c8739c284134e79538516b626cd9e6c49825e98c20e41fd95db02222c78933,COc1cccc(OC)c1C1OC(C)CN1Cc1nc2ccccc2s1,c1ccc(C2OCCN2Cc2nc3ccccc3s2)cc1,26
237,190399,25c4ffa50efe8770939189251012d2b7e2d036c52f6abae825d1edffdd38802a,COC(=O)C1(c2ccccc2)CCN(c2ccnc(Cc3ccccc3)n2)CC1,c1ccc(Cc2nccc(N3CCC(c4ccccc4)CC3)n2)cc1,29
238,321328,d9e71c85c91076e1ee36237f0d5cfba8c3d667639a3e0077020a79cb0710faa6,CC#CCn1c(CCC(C)N)nc2cnn(CC(=O)c3ccccc3OC)c(=O)c21,O=C(Cn1ncc2nc[nH]c2c1=O)c1ccccc1,30
239,627868,d0207b6e75375d700f31d94b26f68adb3759ad838de9d120cfe984beb3557ea9,Cc1coc(C)c1C(=O)N1CC2CCN(CCOCC(F)(F)F)CC21,O=C(c1ccoc1)N1CC2CCNCC21,25
240,746876,46031aa3bef5eaae97a59f81f3c21f7ce13f6b8699958999e420b394f50df5cb,CCCCNC(=[NH2+])NCCc1ccc2c[nH]nc2c1,c1ccc2n[nH]cc2c1,19
241,13811,a2e11f8def8a6524cfee75fe1dbd9d6deedfa6d4807aa68d20f9cc531917b705,CC(C)C(C(=O)Oc1cc(Cl)ccc1Cl)N1CCCS1(=O)=O,O=C(CN1CCCS1(=O)=O)Oc1ccccc1,22
242,303299,43176846badba7fed5f3b4679c4dcca87358aabf93d7930844e1f2fe98152841,C[NH+]1CCCC1C1COCCN1C(=O)C1CC(O)(CCC(C)(C)C)C1,O=C(C1CCC1)N1CCOCC1C1CCC[NH2+]1,25
243,595687,494cdc1c530546d7585726f46a20bcb9517159fa2a8bc6ea7d6267355b247acb,NC(=O)C1(c2ccccc2)CC[NH+](CCCS(N)(=O)=O)C1,c1ccc(C2CC[NH2+]C2)cc1,21
244,524904,63340dc4759e6177d7eb2e99ea9c6c992f02d6d44b5c0c3b135920dd63716dcb,COC(=O)C1CCCCC1C(=O)NCc1cc(=O)n2ccccc2n1,O=C(NCc1cc(=O)n2ccccc2n1)C1CCCCC1,25
245,413318,032e24c4221d92d1f47920e5ded7e41c9e429d5719b00a2c6e3b09a396216db9,CC(C)(C)C(=O)N1CCC(N2CCN(CC3=CCCCC3)CC2)C1,C1=C(CN2CCN(C3CCNC3)CC2)CCCC1,24
246,175615,55c0b123c882a0b4a0701dc9acd64815ad6a4e8259eed659759aced86756ef81,O=C(c1ccc(Br)cc1F)N1CC2(CC[NH+](C3CCCC3)C2)C1,O=C(c1ccccc1)N1CC2(CC[NH+](C3CCCC3)C2)C1,23
247,500258,3dcdb488b33f9fd382b897e0e79b299718fa82edc755de3e24b041d1d3140537,CC(C)(C)OC(=O)NCCC1CCC[NH+](Cc2ccc(OCC#N)cc2)C1,c1ccc(C[NH+]2CCCCC2)cc1,27
248,116154,769d85468a2fd0e9c606e7384aa1c903245dabc7141d574bbc6b8f412485dc29,COCC(=O)NC1CC[NH+](Cc2cccc(S(=O)(=O)N(C)C)c2)CC1,c1ccc(C[NH+]2CCCCC2)cc1,25
249,853830,7ac7347c59880899743c86e544f155504e3c9803e215671ac919097379c401d1,CC(NC(=O)C1(c2ccccc2)CC[NH2+]C1)C(=O)NCCF,c1ccc(C2CC[NH2+]C2)cc1,22
250,914742,0e6c8a2947616b80f58dec5c95c7c69be2767ef48ff8cdab3433f18cae089571,CC(C)(C)OC(=O)NC(C(=O)Cc1ccc(Cl)cc1C(=O)c1ccccc1)C1CC1,O=C(Cc1ccccc1C(=O)c1ccccc1)CC1CC1,30
251,846788,373da595165117a107526a4b08d73d45291b2ce59d8e28351054dd59bc196ee8,CC1(F)CCN(CC(O)COc2cccc3ccccc23)C1,c1ccc2c(OCCCN3CCCC3)cccc2c1,22
252,22717,c6016b093229dd962e4d2748d43418a4b79a97243a2ded551c4f23c4bb2c525b,C=C(C)Cn1c(-c2ccc(Cl)cc2Cl)ccc(C#N)c1=O,O=c1cccc(-c2ccccc2)[nH]1,21
253,335344,fc490bc0c59aeac1369629f35a098f42dce5cf91bf50c89f593c417e2f39dd08,O=C(CCCC(=O)C1CC1)NC1CC(O)C1,O=C(CCCC(=O)C1CC1)NC1CCC1,16
254,336972,f74a35ead13bb5670ca6660b791bbb6e1a38a75f43917546b7727b8046692702,COc1ccc(C2CNCCN2C(N)=O)cc1,c1ccc(C2CNCCN2)cc1,17
255,940126,568b062afbb0b9b627dadb6fddfa94245b374190020ca67ec75aa786b6229c71,Cc1cccc(C[NH+]2CCc3nnc(CCNC(=O)c4ccco4)n3CC2)n1,O=C(NCCc1nnc2n1CC[NH+](Cc1ccccn1)CC2)c1ccco1,28
256,564332,9c98059bd0f88b8c9d3ba10e952e35dc986374b38268c932c7ba2bcf74524084,CC[NH+]1CCCC(C2CCN(C(=O)Cc3c(C)noc3C)CC2)C1,O=C(Cc1cnoc1)N1CCC(C2CCC[NH2+]C2)CC1,24
257,400089,28dbf08fdc8ab75a93288f69ffecc73ab97b1fa43ff778fe966bba36d90603a6,Cc1csc(C2CCN(C(=O)c3cc4n(n3)CCCO4)C2)n1,O=C(c1cc2n(n1)CCCO2)N1CCC(c2nccs2)C1,22
258,767600,c11d40a53928d3696b6ecf0ef395f6c44c9b23e946da6313b061f70fc77de772,Cc1ccc2cc[n+](C(C)C)c(C(C)C)c2c1O,c1ccc2c[nH+]ccc2c1,18
259,805249,5692da18ceea8cbd9b42841f2c43048c0dfb11c722efc43c1551fc0a42590619,COC(=O)c1ccc(C)c(OCC(=O)Nc2ccc(F)c(Cl)c2)c1,O=C(COc1ccccc1)Nc1ccccc1,24
260,722933,623542dfc922162b42763707ae1d1cd149cdc4df579b49fd589a47982113be8c,Cc1cccc(OCC(=O)N2C3CCC2CC(c2nc(-c4ccncc4)no2)C3)c1,O=C(COc1ccccc1)N1C2CCC1CC(c1nc(-c3ccncc3)no1)C2,30
261,193595,a6a788f1de9ea51e3df2400a64e65371977dbd552e7107c8798b5e1147e0081b,N#Cc1c(F)cccc1C(=O)NC(C1CC1)C(CO)C1CC1,O=C(NC(CC1CC1)C1CC1)c1ccccc1,22
262,105030,c05cbe6a8ae63f12f1770014497e14b8faab31b1c164784ecdb234ba548ce277,Cc1ncc(C(=O)NCC2=CC[NH+](CC(=O)NC(N)=O)CC2)[nH]1,O=C(NCC1=CC[NH2+]CC1)c1cnc[nH]1,23
263,851296,a1d44dacff5ac29f9cf954276c05b13a9659253f41e6b96391f859f85c41e771,CC(CCO)CCNC(=O)C1C[NH+](Cc2ccccc2)CCC1(F)F,c1ccc(C[NH+]2CCCCC2)cc1,25
264,249960,a72090e1a92c7bbe39bd046182d916558575b2bdf15aa3a9b1d2d24ae3df164d,CCCNC(=O)OCC1CCCC[NH+]1Cc1ccc2oc(=O)oc2c1,O=c1oc2ccc(C[NH+]3CCCCC3)cc2o1,25
265,234332,e4d331bed8f832d5c3ad3f1fc39555f8d5914ce5bb0d9fac8cdd8f614ad59db6,CC(C)NC(=O)c1ccc(NCc2cn(C)nc2Br)cc1,c1ccc(NCc2cn[nH]c2)cc1,21
266,252600,3226deb91e10fbd21b28c1bbc9721bc37c022bf820fde7d00ff799c0275f1118,CC1OCCC1COC(=O)c1cc(C(C)(C)C)[nH]n1,O=C(OCC1CCOC1)c1cc[nH]n1,19
267,955424,aee9a622d9d6d03cb4619d854d05709e5052a136366c17cd2e02cf48c64f6834,COC(=O)CC(C[N+](=O)[O-])[N+](=O)[O-],,13
268,121007,3d58949916dc70646453509e889d1cfea82d6c183393d0de452f2aa50598cfc7,Cc1nonc1CC(=O)NCCN(CCO)C(=O)c1cnn(C)c1,O=C(Cc1cnon1)NCCNC(=O)c1cn[nH]c1,24
269,547117,a2b4be5a226b56ad80bb1dd94685bb57292bda069979bd4ab5b3a0754db9eff8,CC=C(CN)CI,,7
270,955813,e10e5aff51e39664b3d8ce2021ad8c2b4aa71e5db533c249e812be39da24d21f,COC(=O)c1cc(-c2ccc(OC(F)F)cc2)n[nH]1,c1ccc(-c2cc[nH]n2)cc1,19
271,49012,92777768dd9d8d1db5fd20b74bdd516768b3960fc69174a0936e0d5b2e09e298,CN(C)C(=O)Cn1cc([N+](=O)[O-])sc1=NC(=O)c1cccs1,O=C(N=c1[nH]ccs1)c1cccs1,22
272,985378,685b51b6855c055fc8147d0141a0ba95fb0a965c5034656a017764e2e04e811f,CCOC(=O)C1CC(=O)C=CC1C,O=C1C=CCCC1,13
