control,rows,teacher_forced_nll,teacher_forced_token_accuracy
correct_embedding,10000,0.051156446282584866,0.9826836635135501
shuffled_embedding,10000,6.993801748099651,0.45206795789618553
zero_embedding,10000,5.697676627062244,0.5422746185171259
wrong_molecule_embedding,10000,2.118184541802757,0.8097980088424892
