chemical_category,delta_heavy_atom_count,delta_bond_count,delta_ring_count,delta_heteroatom_count,delta_formal_charge,element_count_delta_json,candidate_count,seed_count
scaffold_changing_analogue,-1,-1,0,-1,0,"{""Br"":-1}",26,22
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""Cl"":-1,""N"":1}",26,19
scaffold_changing_analogue,1,1,1,1,0,"{""Cl"":1}",26,18
acyclic_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""N"":1}",26,17
scaffold_changing_analogue,1,1,0,0,0,"{""Br"":-1,""C"":1,""O"":1}",26,17
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""S"":-1}",26,16
acyclic_non_mmp_analogue,1,1,0,1,0,"{""Si"":1}",26,15
scaffold_changing_analogue,-3,-4,-1,-2,0,"{""C"":-1,""N"":-2}",26,14
scaffold_changing_analogue,0,0,0,0,0,"{""I"":1,""S"":-1}",25,25
scaffold_changing_analogue,-3,-3,0,-2,0,"{""C"":-1,""N"":-2}",25,23
scaffold_changing_analogue,1,2,1,-1,0,"{""C"":2,""O"":-1}",25,23
scaffold_preserving_non_mmp_analogue,-3,-3,0,-1,0,"{""C"":-2,""O"":-1}",25,22
scaffold_changing_analogue,-2,-3,-1,-1,0,"{""C"":-1,""N"":-1}",25,22
scaffold_changing_analogue,-2,-3,-1,1,0,"{""C"":-3,""O"":1}",25,18
scaffold_changing_analogue,1,1,1,1,0,"{""F"":1}",25,17
acyclic_non_mmp_analogue,0,0,0,0,-1,{},25,16
scaffold_changing_analogue,0,0,1,0,0,"{""N"":-1,""O"":1}",25,14
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":-1,""P"":1}",24,21
scaffold_changing_analogue,3,3,0,1,1,"{""C"":2,""N"":1}",24,18
scaffold_changing_analogue,4,5,1,2,0,"{""C"":2,""N"":2}",24,18
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":-1,""S"":1}",24,16
scaffold_changing_analogue,3,3,0,3,0,"{""O"":2,""S"":1}",24,15
acyclic_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""F"":1}",24,10
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""Si"":-1}",24,6
scaffold_changing_analogue,-7,-8,-1,-2,0,"{""C"":-5,""N"":-2}",23,22
scaffold_changing_analogue,0,0,0,0,-1,"{""N"":-1,""S"":1}",23,21
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""N"":-1,""S"":1}",23,20
scaffold_changing_analogue,-2,-2,0,0,0,"{""C"":-2,""F"":-1,""S"":1}",23,17
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""O"":-1,""P"":1,""S"":-1}",23,17
scaffold_preserving_non_mmp_analogue,0,0,0,1,-1,"{""C"":-1,""O"":1}",23,16
scaffold_changing_analogue,0,0,0,1,0,"{""C"":-1,""I"":1}",22,21
scaffold_changing_analogue,-4,-4,0,-1,0,"{""C"":-3,""O"":-1}",22,20
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""N"":-1}",22,18
scaffold_preserving_non_mmp_analogue,2,2,0,1,1,"{""C"":1,""N"":1}",22,18
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""N"":-1,""O"":-1,""S"":1}",22,18
scaffold_changing_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""N"":-1}",22,18
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""O"":1,""S"":-1}",22,17
scaffold_changing_analogue,-5,-6,-1,-1,0,"{""C"":-4,""S"":-1}",22,14
acyclic_non_mmp_analogue,0,0,0,0,0,"{""O"":-1,""S"":1}",22,13
acyclic_non_mmp_analogue,2,2,0,0,0,"{""C"":2}",22,13
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""F"":-1}",22,12
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""F"":-1}",22,9
scaffold_changing_analogue,-6,-7,-1,-1,-1,"{""C"":-5,""N"":-1}",21,19
scaffold_changing_analogue,0,-1,-1,1,0,"{""C"":-1,""O"":1}",21,19
scaffold_changing_analogue,-9,-10,-1,-3,0,"{""C"":-6,""N"":-2,""O"":-1}",21,18
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":-1,""P"":1}",21,18
scaffold_changing_analogue,-8,-9,-1,-2,0,"{""C"":-6,""N"":-2}",21,17
scaffold_changing_analogue,-2,-2,0,0,0,"{""C"":-2,""F"":-1,""N"":1}",21,17
scaffold_changing_analogue,0,0,0,0,0,"{""Br"":1,""N"":-1}",21,17
scaffold_changing_analogue,0,0,0,1,-1,"{""C"":-1,""N"":1}",21,17
scaffold_changing_analogue,-3,-4,-1,-1,0,"{""C"":-2,""O"":-1}",21,13
scaffold_changing_analogue,3,3,0,0,0,"{""C"":3}",21,13
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""Si"":1}",21,12
scaffold_changing_analogue,0,0,0,0,0,"{""P"":-1,""S"":1}",21,4
scaffold_changing_analogue,-6,-7,-1,-3,0,"{""C"":-3,""N"":-3}",20,20
scaffold_changing_analogue,1,1,0,1,-1,"{""S"":1}",20,18
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,1,"{""O"":-1}",20,17
scaffold_changing_analogue,-2,-2,0,-1,0,"{""C"":-1,""Cl"":-1}",20,17
scaffold_changing_analogue,-2,-2,0,1,0,"{""C"":-3,""N"":1}",20,17
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""N"":-2,""S"":1}",20,17
scaffold_changing_analogue,0,0,0,-1,1,"{""C"":1,""N"":-1}",20,17
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""Br"":-1}",20,16
scaffold_changing_analogue,-2,-2,0,-1,0,"{""C"":-1,""N"":-1,""O"":-1,""S"":1}",20,16
scaffold_changing_analogue,0,0,0,0,1,"{""N"":-1,""O"":1}",20,16
scaffold_preserving_non_mmp_analogue,-3,-3,0,-2,0,"{""C"":-1,""F"":-2}",20,15
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":1,""S"":-1}",20,14
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""N"":-1,""O"":1,""S"":-1}",20,14
acyclic_non_mmp_analogue,0,0,0,0,0,"{""P"":1,""S"":-1}",20,13
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""F"":1,""O"":-1}",19,17
scaffold_changing_analogue,1,1,0,2,0,"{""C"":-1,""O"":1,""P"":1}",19,17
scaffold_changing_analogue,4,5,1,0,0,"{""C"":4}",19,17
scaffold_changing_analogue,-3,-3,0,-2,0,"{""C"":-1,""O"":-2}",19,16
scaffold_changing_analogue,-2,-3,-1,0,0,"{""C"":-2,""N"":-1,""O"":1}",19,16
scaffold_changing_analogue,0,0,0,0,1,"{""N"":1,""S"":-1}",19,16
scaffold_changing_analogue,0,0,0,0,0,"{""Br"":-1,""O"":1}",19,14
scaffold_changing_analogue,0,1,1,-1,0,"{""C"":1,""F"":-1}",19,14
scaffold_changing_analogue,-4,-5,-1,-1,0,"{""C"":-3,""S"":-1}",19,12
scaffold_changing_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""N"":-1}",19,12
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""Cl"":-1,""S"":1}",19,12
acyclic_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""N"":1}",19,11
acyclic_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""P"":1}",19,11
scaffold_changing_analogue,-5,-6,-1,1,0,"{""C"":-6,""O"":1}",19,11
scaffold_changing_analogue,3,4,1,0,0,"{""C"":3,""O"":-1,""S"":1}",19,11
scaffold_changing_analogue,-7,-8,-1,-2,0,"{""C"":-5,""N"":-1,""O"":-1}",18,18
scaffold_changing_analogue,2,2,0,2,0,"{""F"":1,""N"":1}",18,17
scaffold_changing_analogue,-2,-2,0,0,0,"{""C"":-2,""F"":-1,""O"":1}",18,16
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""F"":-1,""N"":1}",18,15
acyclic_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""N"":1,""O"":-1}",18,15
scaffold_changing_analogue,-7,-8,-1,-3,0,"{""C"":-4,""N"":-3}",18,15
scaffold_changing_analogue,-1,-2,-1,1,0,"{""C"":-2,""O"":1}",18,15
scaffold_changing_analogue,-2,-2,0,-2,0,"{""O"":-2}",18,14
scaffold_changing_analogue,3,3,0,1,0,"{""C"":2,""S"":1}",18,14
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""Cl"":-1,""F"":1}",18,13
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""F"":-1,""O"":1}",18,11
scaffold_changing_analogue,0,0,0,0,-1,"{""N"":1,""S"":-1}",18,10
scaffold_changing_analogue,-1,-1,0,-1,0,"{""F"":-1,""N"":-1,""O"":1}",18,9
scaffold_changing_analogue,1,1,0,1,0,"{""N"":2,""O"":-1}",18,8
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""N"":1,""O"":-1}",17,16
scaffold_changing_analogue,0,0,3,0,0,{},17,15
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Cl"":-1,""O"":1}",17,14
scaffold_changing_analogue,-1,-1,0,-2,0,"{""C"":1,""F"":-2}",17,14
scaffold_changing_analogue,-10,-11,-1,-2,0,"{""C"":-8,""N"":-1,""O"":-1}",17,13
scaffold_changing_analogue,-1,-1,0,-2,0,"{""C"":1,""N"":-1,""S"":-1}",17,13
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""O"":-1}",17,13
scaffold_changing_analogue,1,1,0,1,0,"{""F"":-1,""O"":1,""S"":1}",17,12
scaffold_changing_analogue,-4,-5,-1,0,0,"{""C"":-4,""N"":-1,""O"":1}",17,11
acyclic_non_mmp_analogue,1,1,0,1,0,"{""B"":1}",17,10
scaffold_changing_analogue,0,0,0,0,0,"{""F"":-1,""S"":1}",17,10
acyclic_non_mmp_analogue,-3,-3,0,0,0,"{""C"":-3}",17,9
acyclic_non_mmp_analogue,0,0,0,0,0,"{""F"":-1,""O"":1}",17,5
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""P"":-1}",17,5
scaffold_changing_analogue,-1,-1,0,-1,0,"{""P"":-1}",17,4
scaffold_changing_analogue,-2,-2,1,-1,0,"{""C"":-1,""N"":-1}",16,16
scaffold_changing_analogue,2,3,1,1,0,"{""C"":1,""O"":1}",16,16
scaffold_preserving_non_mmp_analogue,-2,-2,0,-2,0,"{""F"":-2}",16,15
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""I"":1}",16,15
scaffold_changing_analogue,-4,-5,-1,1,0,"{""C"":-5,""N"":1}",16,15
scaffold_changing_analogue,-3,-3,0,-1,0,"{""C"":-2,""F"":-1}",16,15
scaffold_changing_analogue,1,1,1,1,1,"{""N"":1}",16,15
scaffold_changing_analogue,2,2,1,0,0,"{""C"":2}",16,15
scaffold_changing_analogue,-5,-6,-1,-2,0,"{""C"":-3,""N"":-1,""O"":-1}",16,14
scaffold_changing_analogue,1,1,0,0,1,"{""C"":1,""F"":-1,""N"":1}",16,13
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""O"":-1,""S"":1}",16,12
scaffold_changing_analogue,-4,-5,-1,-2,0,"{""C"":-2,""N"":-1,""O"":-1}",16,12
scaffold_changing_analogue,0,0,0,-1,1,"{""C"":1,""N"":1,""O"":-1,""S"":-1}",16,12
scaffold_changing_analogue,0,0,1,1,0,"{""C"":-1,""O"":1}",16,12
scaffold_changing_analogue,1,2,1,-1,0,"{""C"":2,""F"":-1}",16,12
scaffold_changing_analogue,-1,-1,0,-2,0,"{""C"":1,""O"":-2}",16,11
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Si"":1}",16,10
scaffold_changing_analogue,0,0,0,0,2,{},16,10
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":-1,""N"":1}",16,8
scaffold_changing_analogue,-2,-2,1,-2,0,"{""F"":-2}",16,6
scaffold_changing_analogue,-2,-2,0,0,0,"{""C"":-2,""O"":-1,""S"":1}",15,14
scaffold_changing_analogue,-1,-1,0,-1,0,"{""I"":1,""O"":-1,""S"":-1}",15,14
scaffold_changing_analogue,-1,0,1,0,0,"{""C"":-1}",15,14
scaffold_changing_analogue,-2,-2,0,-2,0,"{""N"":-1,""S"":-1}",15,13
scaffold_changing_analogue,0,0,1,0,0,"{""N"":1,""O"":-1}",15,13
scaffold_changing_analogue,1,1,0,1,0,"{""N"":1,""P"":1,""S"":-1}",15,13
scaffold_changing_analogue,-7,-8,-1,-1,0,"{""C"":-6,""Cl"":-1}",15,12
scaffold_changing_analogue,-3,-4,-1,1,0,"{""C"":-4,""O"":1}",15,12
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""N"":-1}",15,12
scaffold_changing_analogue,0,0,0,0,-1,"{""N"":1,""O"":-1}",15,12
scaffold_changing_analogue,0,0,0,0,1,"{""F"":-1,""N"":1}",15,12
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""N"":-1,""O"":1,""S"":1}",15,12
scaffold_changing_analogue,5,6,1,1,0,"{""C"":4,""N"":1}",15,12
acyclic_non_mmp_analogue,0,0,0,0,0,"{""N"":-1,""S"":1}",15,11
acyclic_non_mmp_analogue,1,1,0,1,0,"{""P"":1}",15,11
scaffold_changing_analogue,3,4,2,1,0,"{""C"":2,""N"":1}",15,11
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Cl"":-1,""S"":1}",15,10
scaffold_changing_analogue,-2,-2,0,1,0,"{""C"":-3,""S"":1}",15,9
scaffold_changing_analogue,-1,-1,1,-1,0,"{""S"":-1}",15,9
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""S"":-1}",15,8
scaffold_changing_analogue,-2,-2,0,-3,0,"{""C"":1,""N"":-1,""O"":-2}",15,7
acyclic_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""O"":1,""S"":-1}",15,5
scaffold_changing_analogue,1,1,0,0,0,"{""B"":1,""C"":1,""Si"":-1}",15,2
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""I"":1}",14,14
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""N"":1,""O"":-1}",14,13
scaffold_changing_analogue,-6,-7,-1,0,0,"{""C"":-6,""N"":-1,""O"":1}",14,13
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""N"":-1,""O"":1}",14,12
scaffold_changing_analogue,-1,-1,0,-1,0,"{""Br"":1,""O"":-1,""S"":-1}",14,12
scaffold_changing_analogue,0,0,0,0,0,"{""B"":1,""Br"":-1}",14,12
scaffold_changing_analogue,-1,0,1,-1,0,"{""O"":-1}",14,11
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":1,""N"":-1}",14,11
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""O"":1,""S"":-1}",14,10
scaffold_changing_analogue,-3,-3,0,-3,0,"{""N"":-1,""O"":-2}",14,10
scaffold_changing_analogue,0,0,0,-1,0,"{""Br"":-1,""C"":1}",14,10
scaffold_changing_analogue,2,2,0,2,1,"{""N"":1,""O"":1}",14,10
scaffold_changing_analogue,2,3,1,1,0,"{""C"":1,""S"":1}",14,10
scaffold_changing_analogue,3,4,1,1,0,"{""C"":2,""N"":2,""O"":-1}",14,10
acyclic_non_mmp_analogue,0,0,0,0,0,"{""N"":1,""S"":-1}",14,8
scaffold_changing_analogue,0,0,1,1,0,"{""C"":-1,""Cl"":1}",14,8
scaffold_changing_analogue,4,5,2,1,0,"{""C"":3,""N"":1}",14,8
acyclic_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""Cl"":1}",14,7
scaffold_changing_analogue,-1,-1,0,-1,1,"{""S"":-1}",14,7
scaffold_preserving_non_mmp_analogue,0,0,0,1,-1,"{""C"":-1,""N"":-1,""O"":1,""Si"":1}",14,1
scaffold_changing_analogue,-10,-11,-1,-3,0,"{""C"":-7,""N"":-2,""O"":-1}",13,13
scaffold_changing_analogue,-5,-6,-1,-3,0,"{""C"":-2,""N"":-3}",13,13
scaffold_changing_analogue,-5,-5,0,-2,0,"{""C"":-3,""N"":-1,""O"":-1}",13,13
scaffold_changing_analogue,-4,-4,0,-2,0,"{""C"":-2,""N"":-2}",13,13
scaffold_changing_analogue,2,2,0,0,0,"{""C"":2,""O"":1,""S"":-1}",13,13
scaffold_changing_analogue,-6,-7,-1,-1,0,"{""C"":-5,""O"":-1}",13,12
scaffold_changing_analogue,1,1,0,1,0,"{""F"":-1,""N"":1,""O"":1}",13,12
scaffold_changing_analogue,1,1,0,1,1,"{""S"":1}",13,12
scaffold_preserving_non_mmp_analogue,3,3,0,2,0,"{""C"":1,""N"":1,""O"":1}",13,11
acyclic_non_mmp_analogue,0,0,0,0,0,"{""F"":1,""O"":-1}",13,11
scaffold_changing_analogue,-1,-1,0,-1,0,"{""N"":-2,""S"":1}",13,11
scaffold_changing_analogue,0,0,0,0,0,"{""B"":1,""O"":-1}",13,11
scaffold_changing_analogue,0,0,1,0,1,{},13,11
scaffold_changing_analogue,0,1,1,-1,0,"{""C"":1,""N"":-1}",13,11
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""F"":-1,""N"":1}",13,10
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""F"":-1,""O"":1}",13,10
scaffold_changing_analogue,0,0,0,0,0,"{""S"":-1,""Si"":1}",13,10
scaffold_changing_analogue,0,0,1,1,0,"{""B"":1,""C"":-1}",13,10
scaffold_changing_analogue,2,2,0,2,0,"{""F"":1,""O"":1}",13,10
scaffold_changing_analogue,-1,-2,-1,1,0,"{""C"":-2,""N"":1}",13,9
scaffold_changing_analogue,0,0,0,0,0,"{""Br"":-1,""P"":1}",13,9
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""Cl"":-1,""S"":1}",13,8
scaffold_changing_analogue,-3,-4,-1,-1,0,"{""C"":-2,""S"":-1}",13,8
scaffold_changing_analogue,-3,-3,0,-1,0,"{""C"":-2,""S"":-1}",13,8
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":1,""S"":-1}",13,8
scaffold_changing_analogue,2,2,0,2,0,"{""B"":1,""O"":1}",13,8
scaffold_changing_analogue,0,0,0,0,0,"{""I"":-1,""S"":1}",13,7
scaffold_changing_analogue,1,2,2,0,0,"{""C"":1}",13,6
scaffold_changing_analogue,-8,-9,-1,-3,0,"{""C"":-5,""N"":-3}",12,12
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""P"":1}",12,12
scaffold_preserving_non_mmp_analogue,-3,-3,0,-3,0,"{""F"":-3}",12,11
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""N"":-1}",12,11
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""C"":-1,""O"":1,""S"":1}",12,11
scaffold_changing_analogue,1,1,0,2,0,"{""C"":-1,""O"":2}",12,11
scaffold_changing_analogue,2,2,0,1,1,"{""C"":1,""O"":1}",12,11
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""O"":-1}",12,10
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""S"":1}",12,10
scaffold_changing_analogue,0,0,0,0,0,"{""B"":1,""N"":-1}",12,10
scaffold_changing_analogue,0,0,0,1,0,"{""C"":-1,""N"":-1,""O"":2}",12,10
scaffold_changing_analogue,0,0,0,2,0,"{""C"":-2,""O"":1,""S"":1}",12,10
scaffold_changing_analogue,-8,-9,-1,-2,0,"{""C"":-6,""F"":-1,""N"":-1}",12,9
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""Cl"":-1,""N"":1,""O"":1}",12,9
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""N"":1,""S"":-1}",12,8
scaffold_changing_analogue,-2,-2,0,-3,0,"{""C"":1,""O"":-2,""S"":-1}",12,8
scaffold_changing_analogue,2,2,0,2,0,"{""N"":2}",12,8
scaffold_changing_analogue,3,4,1,1,0,"{""Br"":1,""C"":2,""N"":1,""O"":-1}",12,8
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""S"":-1}",12,7
scaffold_changing_analogue,-1,-2,-1,-1,0,"{""O"":-1}",12,7
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""S"":-1,""Si"":1}",12,7
scaffold_changing_analogue,2,2,0,1,0,"{""Br"":1,""C"":1,""N"":1,""S"":-1}",12,7
scaffold_changing_analogue,-2,-2,0,-2,-1,"{""N"":-1,""O"":-1}",12,6
scaffold_changing_analogue,-2,-2,1,-1,0,"{""C"":-1,""F"":-1}",12,6
scaffold_changing_analogue,1,2,1,0,1,"{""C"":1}",12,6
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""Cl"":-1,""F"":2}",12,6
acyclic_non_mmp_analogue,1,1,0,1,-1,"{""O"":1}",12,4
scaffold_changing_analogue,-11,-12,-1,-2,0,"{""C"":-9,""N"":-1,""O"":-1}",11,11
scaffold_changing_analogue,-2,-3,-1,1,0,"{""C"":-3,""F"":1}",11,11
scaffold_changing_analogue,-1,-1,0,1,0,"{""C"":-2,""P"":1}",11,11
scaffold_changing_analogue,0,0,1,1,0,"{""C"":-1,""S"":1}",11,11
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":-1,""S"":1}",11,10
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""B"":1,""Br"":-1}",11,10
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""C"":-1,""N"":-1}",11,10
scaffold_changing_analogue,-6,-6,0,-2,0,"{""C"":-4,""N"":-1,""O"":-1}",11,10
scaffold_changing_analogue,-2,-3,-1,1,0,"{""Br"":1,""C"":-3}",11,10
scaffold_changing_analogue,-1,-1,0,-1,0,"{""N"":-2,""O"":1}",11,10
scaffold_changing_analogue,-1,-1,0,0,0,"{""B"":1,""C"":-1,""F"":-1}",11,10
scaffold_changing_analogue,0,0,0,1,1,"{""C"":-1,""S"":1}",11,10
scaffold_changing_analogue,1,1,2,0,0,"{""C"":1}",11,10
scaffold_changing_analogue,2,2,0,0,1,"{""C"":2}",11,10
scaffold_changing_analogue,2,2,0,2,0,"{""N"":1,""S"":1}",11,10
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""Cl"":-1,""N"":1,""O"":2}",11,9
scaffold_changing_analogue,-2,-3,-1,1,0,"{""C"":-3,""Cl"":1}",11,9
scaffold_changing_analogue,-2,-2,0,0,0,"{""Br"":-1,""C"":-2,""S"":1}",11,9
scaffold_changing_analogue,0,0,0,0,0,"{""Br"":-1,""N"":1}",11,9
scaffold_changing_analogue,4,5,1,2,0,"{""C"":2,""N"":1,""S"":1}",11,9
scaffold_changing_analogue,-7,-8,-1,-1,-1,"{""C"":-6,""N"":-1}",11,8
scaffold_changing_analogue,-3,-3,0,-2,0,"{""C"":-1,""N"":-1,""S"":-1}",11,8
scaffold_changing_analogue,-2,-2,0,-1,1,"{""C"":-1,""N"":-1}",11,8
scaffold_changing_analogue,0,0,0,-1,0,"{""Br"":1,""C"":1,""O"":-1,""S"":-1}",11,8
scaffold_changing_analogue,0,0,1,-1,0,"{""C"":1,""N"":-1}",11,8
scaffold_changing_analogue,2,2,0,2,-1,"{""O"":2}",11,8
scaffold_changing_analogue,2,3,1,0,0,"{""C"":2,""O"":-1,""S"":1}",11,8
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":-1,""C"":1,""O"":1}",11,7
scaffold_changing_analogue,1,1,0,1,0,"{""Cl"":1,""N"":1,""O"":-1}",11,7
scaffold_changing_analogue,2,2,-1,1,0,"{""C"":1,""O"":1}",11,7
scaffold_changing_analogue,0,0,0,0,0,"{""N"":1,""O"":-1,""P"":1,""S"":-1}",11,6
scaffold_changing_analogue,1,2,1,0,0,"{""C"":1,""N"":-1,""O"":1}",11,6
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""F"":2,""O"":-1}",11,5
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""S"":-1}",11,5
scaffold_changing_analogue,1,1,-1,1,0,"{""O"":1}",11,5
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""I"":-1}",11,4
scaffold_changing_analogue,0,0,0,1,1,"{""C"":-1,""O"":1}",11,4
scaffold_changing_analogue,2,2,0,-1,0,"{""C"":3,""N"":-1}",11,4
acyclic_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""F"":1}",10,10
scaffold_changing_analogue,-3,-3,0,-1,0,"{""C"":-2,""Cl"":-1}",10,10
scaffold_changing_analogue,-1,-1,0,-1,0,"{""N"":-1,""O"":-1,""S"":1}",10,10
scaffold_changing_analogue,1,1,1,1,0,"{""B"":1}",10,10
scaffold_changing_analogue,3,4,1,2,0,"{""C"":1,""N"":2}",10,10
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":1,""O"":-1}",10,9
scaffold_preserving_non_mmp_analogue,3,3,0,2,0,"{""C"":1,""F"":2}",10,9
acyclic_non_mmp_analogue,1,1,0,1,1,"{""N"":1}",10,9
scaffold_changing_analogue,-5,-5,0,-1,0,"{""C"":-4,""N"":-1}",10,9
scaffold_changing_analogue,-4,-5,-1,-1,0,"{""C"":-3,""N"":-2,""O"":1}",10,9
scaffold_changing_analogue,0,0,0,0,-2,{},10,9
scaffold_changing_analogue,0,0,1,1,0,"{""C"":-1,""N"":1}",10,9
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""C"":-1,""N"":1,""O"":1}",10,8
scaffold_changing_analogue,-1,-1,0,-1,0,"{""F"":-2,""N"":1}",10,8
scaffold_changing_analogue,-1,-1,0,-1,1,"{""N"":1,""O"":-1,""S"":-1}",10,8
scaffold_changing_analogue,-1,-1,0,1,1,"{""C"":-2,""N"":1}",10,8
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""F"":-2,""N"":1}",10,8
scaffold_changing_analogue,1,1,0,-1,0,"{""C"":2,""F"":-1}",10,8
scaffold_changing_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""S"":-1}",10,8
scaffold_changing_analogue,1,2,1,-1,0,"{""C"":2,""N"":-1}",10,8
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":-1,""C"":-1,""Cl"":1}",10,7
acyclic_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""S"":1}",10,7
scaffold_changing_analogue,-8,-9,-1,-3,0,"{""C"":-5,""N"":-2,""O"":-1}",10,7
scaffold_changing_analogue,1,1,0,0,1,"{""C"":1,""N"":1,""S"":-1}",10,7
scaffold_changing_analogue,3,3,0,2,0,"{""C"":1,""F"":1,""O"":1}",10,7
scaffold_changing_analogue,0,0,0,1,-1,"{""C"":-1,""N"":-1,""O"":1,""S"":1}",10,6
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""Cl"":1,""S"":-1}",10,6
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""O"":1,""P"":1,""S"":-1}",10,5
acyclic_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""F"":-1,""O"":1}",10,5
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""F"":2,""O"":-1}",10,5
scaffold_changing_analogue,-1,-1,-1,-1,0,"{""N"":-1}",10,4
