frequency_rank,seed_to_candidate_transform,seed_substituent,candidate_substituent,mmp_edit_class,variable_heavy_atom_delta,candidate_count,seed_count,unique_candidate_molecules,ambiguous_explanation_count,mean_morgan_to_seed,median_morgan_to_seed,median_core_heavy_atoms
3412,COC[*:1]>>[O-][*:1],COC[*:1],[O-][*:1],substituent_truncation,-2.0,2,2,2,1,0.74114835,0.74114835,20.5
3413,COCc1csc([*:1])c1>>COCc1cc([*:1])cs1,COCc1csc([*:1])c1,COCc1cc([*:1])cs1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.85319865,0.85319865,15.5
3414,COCc1csc([*:1])c1>>COCc1ccsc1[*:1],COCc1csc([*:1])c1,COCc1ccsc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.6612022,0.6612022,15.5
3415,COCc1nc([*:1])cs1>>COCc1csc([*:1])n1,COCc1nc([*:1])cs1,COCc1csc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.8959647,0.8959647,16.5
3416,COCc1noc([*:1])n1>>COCc1nc([*:1])no1,COCc1noc([*:1])n1,COCc1nc([*:1])no1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.86871135,0.86871135,17.0
3417,COCc1noc([*:1])n1>>COCc1nsc([*:1])n1,COCc1noc([*:1])n1,COCc1nsc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.706635,0.706635,17.0
3418,CO[*:1]>>CN(C)[*:1],CO[*:1],CN(C)[*:1],substituent_growth,1.0,2,2,2,2,0.68131256,0.68131256,16.0
3419,CO[*:1]>>CN[*:1],CO[*:1],CN[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.825516,0.825516,21.0
3420,CO[*:1]>>COC(C)[*:1],CO[*:1],COC(C)[*:1],substituent_growth,2.0,2,2,2,2,0.7758621,0.7758621,22.0
3421,CO[*:1]>>CON(C)[*:1],CO[*:1],CON(C)[*:1],substituent_growth,2.0,2,2,2,1,0.74410105,0.74410105,20.0
3422,CO[*:1]>>CO[N-][*:1],CO[*:1],CO[N-][*:1],substituent_growth,1.0,2,2,2,0,0.7434211,0.7434211,19.5
3423,CO[*:1]>>CSO[*:1],CO[*:1],CSO[*:1],substituent_growth,1.0,2,2,2,1,0.8474238,0.8474238,24.0
3424,CO[*:1]>>FC[*:1],CO[*:1],FC[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.7450181,0.7450181,18.5
3425,CO[*:1]>>O=C(O)[*:1],CO[*:1],O=C(O)[*:1],substituent_growth,1.0,2,2,2,2,0.7602459,0.7602459,23.5
3426,CO[*:1]>>[C-]O[*:1],CO[*:1],[C-]O[*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.822327,0.822327,20.0
3427,CO[*:1]>>[CH2-]O[*:1],CO[*:1],[CH2-]O[*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.8135307,0.8135307,19.0
3428,CO[*:1]>>[NH2+][*:1],CO[*:1],[NH2+][*:1],substituent_truncation,-1.0,2,2,2,2,0.68292683,0.68292683,17.5
3429,COc1cc(C)sc1[*:1]>>COc1csc([*:1])c1C,COc1cc(C)sc1[*:1],COc1csc([*:1])c1C,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7372881,0.7372881,16.0
3430,COc1cc([*:1])ccc1C>>COc1ccc([*:1])c(C)c1,COc1cc([*:1])ccc1C,COc1ccc([*:1])c(C)c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.6677917,0.6677917,14.5
3431,COc1cc([*:1])ccc1Cl>>COc1c(Cl)cccc1[*:1],COc1cc([*:1])ccc1Cl,COc1c(Cl)cccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.6446146,0.6446146,14.0
3432,COc1cc([*:1])ccc1Cl>>COc1cc(Br)ccc1[*:1],COc1cc([*:1])ccc1Cl,COc1cc(Br)ccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.6392473,0.6392473,14.0
3433,COc1cc([*:1])ccc1Cl>>COc1cc(Cl)ccc1[*:1],COc1cc([*:1])ccc1Cl,COc1cc(Cl)ccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.69482756,0.69482756,14.0
3434,COc1cc([*:1])ccc1Cl>>COc1ccc(Cl)c([*:1])c1,COc1cc([*:1])ccc1Cl,COc1ccc(Cl)c([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.69482756,0.69482756,14.0
3435,COc1cc([*:1])ccc1Cl>>COc1ccc(Cl)cc1[*:1],COc1cc([*:1])ccc1Cl,COc1ccc(Cl)cc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.69482756,0.69482756,14.0
3436,COc1cc([*:1])ccc1Cl>>COc1ccc([*:1])cc1Cl,COc1cc([*:1])ccc1Cl,COc1ccc([*:1])cc1Cl,equal_heavy_atom_replacement,0.0,2,2,2,0,0.85180104,0.85180104,14.0
3437,COc1cc([*:1])ccn1>>COC1=CC([*:1])=C1,COc1cc([*:1])ccn1,COC1=CC([*:1])=C1,substituent_truncation,-2.0,2,2,2,0,0.6416843,0.6416843,17.0
3438,COc1cc([*:1])ccn1>>COc1csc([*:1])c1,COc1cc([*:1])ccn1,COc1csc([*:1])c1,substituent_truncation,-1.0,2,2,2,0,0.6075575,0.6075575,16.0
3439,COc1cc([*:1])ncn1>>COc1cc([*:1])[nH]n1,COc1cc([*:1])ncn1,COc1cc([*:1])[nH]n1,substituent_truncation,-1.0,2,2,2,0,0.6826477,0.6826477,15.0
3440,COc1cc([*:1])ncn1>>COc1ccnc([*:1])n1,COc1cc([*:1])ncn1,COc1ccnc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.67261904,0.67261904,15.0
3441,COc1cc([*:1])ncn1>>c1cc([*:1])ncn1,COc1cc([*:1])ncn1,c1cc([*:1])ncn1,substituent_truncation,-2.0,2,2,2,0,0.649359,0.649359,15.0
3442,COc1cc([*:1])on1>>COc1coc([*:1])n1,COc1cc([*:1])on1,COc1coc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.6503848,0.6503848,15.0
3443,COc1cc([*:1])sn1>>COc1nscc1[*:1],COc1cc([*:1])sn1,COc1nscc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.6579365,0.6579365,16.0
3444,COc1ccc(C)cc1[*:1]>>COc1ccc(C)c([*:1])c1,COc1ccc(C)cc1[*:1],COc1ccc(C)c([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.72062904,0.72062904,19.5
3445,COc1ccc(Cl)cc1[*:1]>>COc1c(Cl)cccc1[*:1],COc1ccc(Cl)cc1[*:1],COc1c(Cl)cccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.672043,0.672043,15.0
3446,COc1ccc(OC)c([*:1])c1>>COc1cccc(OC)c1[*:1],COc1ccc(OC)c([*:1])c1,COc1cccc(OC)c1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.6984127,0.6984127,15.5
3447,COc1ccc(OC)c([*:1])c1>>COc1cccc([*:1])c1OC,COc1ccc(OC)c([*:1])c1,COc1cccc([*:1])c1OC,equal_heavy_atom_replacement,0.0,2,2,2,0,0.725163,0.725163,16.0
3448,COc1ccc([*:1])c(C)c1>>COc1cc(C)ccc1[*:1],COc1ccc([*:1])c(C)c1,COc1cc(C)ccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.7404762,0.7404762,16.5
3449,COc1ccc([*:1])c(C)c1>>COc1ccc(C)c([*:1])c1,COc1ccc([*:1])c(C)c1,COc1ccc(C)c([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.85411143,0.85411143,16.5
3450,COc1ccc([*:1])c(C)n1>>COC1=NC(C)([*:1])C=C1,COc1ccc([*:1])c(C)n1,COC1=NC(C)([*:1])C=C1,substituent_truncation,-1.0,2,2,2,0,0.524338,0.524338,14.5
3451,COc1ccc([*:1])c(C)n1>>COc1cc(C)ncc1[*:1],COc1ccc([*:1])c(C)n1,COc1cc(C)ncc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.63563216,0.63563216,14.5
3452,COc1ccc([*:1])c(C)n1>>COc1cc([*:1])c(C)cn1,COc1ccc([*:1])c(C)n1,COc1cc([*:1])c(C)cn1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.68693286,0.68693286,14.5
3453,COc1ccc([*:1])c(C)n1>>COc1ccc(C)c([*:1])n1,COc1ccc([*:1])c(C)n1,COc1ccc(C)c([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7523585,0.7523585,14.5
3454,COc1ccc([*:1])c(C)n1>>COc1ccc(C)nc1[*:1],COc1ccc([*:1])c(C)n1,COc1ccc(C)nc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.6270115,0.6270115,14.5
3455,COc1ccc([*:1])c(C)n1>>COc1nc(C)ccc1[*:1],COc1ccc([*:1])c(C)n1,COc1nc(C)ccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.71419454,0.71419454,14.5
3456,COc1ccc([*:1])c(C)n1>>COc1ncc(C)cc1[*:1],COc1ccc([*:1])c(C)n1,COc1ncc(C)cc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.630226,0.630226,14.5
3457,COc1ccc([*:1])c(F)c1>>COc1cc(F)ccc1[*:1],COc1ccc([*:1])c(F)c1,COc1cc(F)ccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.75598085,0.75598085,18.0
3458,COc1ccc([*:1])c(F)c1>>COc1cc([*:1])ccc1F,COc1ccc([*:1])c(F)c1,COc1cc([*:1])ccc1F,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7165488,0.7165488,18.0
3459,COc1ccc([*:1])c(F)c1>>COc1ccc([*:1])cc1F,COc1ccc([*:1])c(F)c1,COc1ccc([*:1])cc1F,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7228145,0.7228145,18.0
3460,COc1ccc([*:1])c(OC)c1>>COc1cccc([*:1])c1OC,COc1ccc([*:1])c(OC)c1,COc1cccc([*:1])c1OC,equal_heavy_atom_replacement,0.0,2,2,2,0,0.71929824,0.71929824,17.5
3461,COc1ccc([*:1])cc1>>COc1ccc(S[*:1])cc1,COc1ccc([*:1])cc1,COc1ccc(S[*:1])cc1,substituent_growth,1.0,2,2,2,1,0.74747473,0.74747473,20.0
3462,COc1ccc([*:1])cc1C>>COc1ccc(C)c([*:1])c1,COc1ccc([*:1])cc1C,COc1ccc(C)c([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7083334,0.7083334,14.5
3463,COc1ccc([*:1])cc1C>>COc1ccc(Cl)cc1[*:1],COc1ccc([*:1])cc1C,COc1ccc(Cl)cc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.69426227,0.69426227,15.5
3464,COc1ccc([*:1])cc1Cl>>COc1cc(Cl)ccc1[*:1],COc1ccc([*:1])cc1Cl,COc1cc(Cl)ccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.71339035,0.71339035,16.5
3465,COc1ccc([*:1])cc1Cl>>COc1ccc(Cl)cc1[*:1],COc1ccc([*:1])cc1Cl,COc1ccc(Cl)cc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.7429246,0.7429246,16.5
3466,COc1ccc([*:1])cc1O>>COc1cc(O)ccc1[*:1],COc1ccc([*:1])cc1O,COc1cc(O)ccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.71198153,0.71198153,17.5
3467,COc1ccc([*:1])cc1O>>COc1ccc(O)c([*:1])c1,COc1ccc([*:1])cc1O,COc1ccc(O)c([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.68501985,0.68501985,17.5
3468,COc1ccc([*:1])cc1O>>COc1ccc([*:1])c(O)c1,COc1ccc([*:1])cc1O,COc1ccc([*:1])c(O)c1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.68501985,0.68501985,17.5
3469,COc1ccc([*:1])cc1OC>>COc1ccc(C)c([*:1])c1,COc1ccc([*:1])cc1OC,COc1ccc(C)c([*:1])c1,substituent_truncation,-1.0,2,2,2,0,0.6305085,0.6305085,15.5
3470,COc1ccc([*:1])cc1OC>>COc1ccc(C)cc1[*:1],COc1ccc([*:1])cc1OC,COc1ccc(C)cc1[*:1],substituent_truncation,-1.0,2,2,2,0,0.72115386,0.72115386,15.5
3471,COc1ccc([*:1])cc1OC>>COc1ccc(CF)c([*:1])c1,COc1ccc([*:1])cc1OC,COc1ccc(CF)c([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.637854,0.637854,16.0
3472,COc1ccc([*:1])cc1OC>>COc1ccc(F)c([*:1])c1,COc1ccc([*:1])cc1OC,COc1ccc(F)c([*:1])c1,substituent_truncation,-1.0,2,2,2,0,0.64338946,0.64338946,15.5
3473,COc1ccc([*:1])nn1>>COc1cnc([*:1])nc1,COc1ccc([*:1])nn1,COc1cnc([*:1])nc1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.634755,0.634755,14.5
3474,COc1ccc([*:1])nn1>>COc1ncc([*:1])cn1,COc1ccc([*:1])nn1,COc1ncc([*:1])cn1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.6138664,0.6138664,13.0
3475,COc1ccc([*:1])o1>>COc1ccoc1[*:1],COc1ccc([*:1])o1,COc1ccoc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.6945643,0.6945643,17.5
3476,COc1cccc([*:1])c1>>COc1cccc(F)c1[*:1],COc1cccc([*:1])c1,COc1cccc(F)c1[*:1],substituent_growth,1.0,2,2,2,0,0.6685897,0.6685897,18.0
3477,COc1cccc([*:1])c1>>COc1ccnc([*:1])c1,COc1cccc([*:1])c1,COc1ccnc([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7218406,0.7218406,16.0
3478,COc1cccc([*:1])c1O>>COc1cccc(O)c1[*:1],COc1cccc([*:1])c1O,COc1cccc(O)c1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.724537,0.724537,14.5
3479,COc1cccc([*:1])n1>>COc1cccnc1[*:1],COc1cccc([*:1])n1,COc1cccnc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.5946429,0.5946429,14.0
3480,COc1cccc([*:1])n1>>COc1ncccc1[*:1],COc1cccc([*:1])n1,COc1ncccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.63035715,0.63035715,14.5
3481,COc1ccccc1C[*:1]>>COc1ccccc1[*:1],COc1ccccc1C[*:1],COc1ccccc1[*:1],substituent_truncation,-1.0,2,2,2,0,0.72433037,0.72433037,17.0
3482,COc1ccccc1[*:1]>>C1=COCC=CC([*:1])=C1,COc1ccccc1[*:1],C1=COCC=CC([*:1])=C1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.5836388,0.5836388,20.0
3483,COc1ccccc1[*:1]>>COC1([*:1])C=CC=C1,COc1ccccc1[*:1],COC1([*:1])C=CC=C1,substituent_truncation,-1.0,2,2,2,0,0.5190529,0.5190529,13.0
3484,COc1ccccc1[*:1]>>COc1ncccc1[*:1],COc1ccccc1[*:1],COc1ncccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.75552106,0.75552106,15.0
3485,COc1ccnc([*:1])c1>>COc1cc([*:1])ccn1,COc1ccnc([*:1])c1,COc1cc([*:1])ccn1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.7072977,0.7072977,17.0
3486,COc1ccnc([*:1])c1>>COc1ccc([*:1])nc1,COc1ccnc([*:1])c1,COc1ccc([*:1])nc1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.76914084,0.76914084,17.0
3487,COc1ccnc([*:1])n1>>COc1nccc([*:1])n1,COc1ccnc([*:1])n1,COc1nccc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.71651787,0.71651787,17.5
3488,COc1ccncc1[*:1]>>COc1ccnc([*:1])c1,COc1ccncc1[*:1],COc1ccnc([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.61443853,0.61443853,15.5
3489,COc1ccncc1[*:1]>>COc1ncccc1[*:1],COc1ccncc1[*:1],COc1ncccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.6969697,0.6969697,18.0
3490,COc1ccsc1[*:1]>>COc1cscc1[*:1],COc1ccsc1[*:1],COc1cscc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.6727358,0.6727358,14.0
3491,COc1ccsc1[*:1]>>COc1sccc1[*:1],COc1ccsc1[*:1],COc1sccc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.7109678,0.7109678,14.0
3492,COc1cncc([*:1])c1>>COc1ccc([*:1])cn1,COc1cncc([*:1])c1,COc1ccc([*:1])cn1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.67163193,0.67163193,15.5
3493,COc1cncc([*:1])c1>>COc1ccnc([*:1])c1,COc1cncc([*:1])c1,COc1ccnc([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.6453233,0.6453233,15.5
3494,COc1cncc([*:1])n1>>COC1([*:1])C=NC=N1,COc1cncc([*:1])n1,COC1([*:1])C=NC=N1,substituent_truncation,-1.0,2,2,2,0,0.53042483,0.53042483,14.0
3495,COc1cncc([*:1])n1>>COc1ccnc([*:1])n1,COc1cncc([*:1])n1,COc1ccnc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.64643466,0.64643466,15.0
3496,COc1cncc([*:1])n1>>COc1cncnc1[*:1],COc1cncc([*:1])n1,COc1cncnc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.640041,0.640041,14.0
3497,COc1cncc([*:1])n1>>COc1nccc([*:1])n1,COc1cncc([*:1])n1,COc1nccc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.6837636,0.6837636,16.5
3498,COc1cncc([*:1])n1>>c1ncc([*:1])cn1,COc1cncc([*:1])n1,c1ncc([*:1])cn1,substituent_truncation,-2.0,2,2,2,2,0.6300169,0.6300169,16.0
3499,COc1nc([*:1])co1>>COc1cc([*:1])on1,COc1nc([*:1])co1,COc1cc([*:1])on1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.6318501,0.6318501,17.5
3500,COc1nc([*:1])co1>>COc1coc([*:1])n1,COc1nc([*:1])co1,COc1coc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.7104992,0.7104992,17.5
3501,COc1nc([*:1])co1>>COc1nc([*:1])cs1,COc1nc([*:1])co1,COc1nc([*:1])cs1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.68914807,0.68914807,17.5
3502,COc1ncc([*:1])c(C)n1>>COc1cnc(C)c([*:1])n1,COc1ncc([*:1])c(C)n1,COc1cnc(C)c([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.67997956,0.67997956,15.5
3503,COc1ncc([*:1])c(C)n1>>COc1nc([*:1])cnc1C,COc1ncc([*:1])c(C)n1,COc1nc([*:1])cnc1C,equal_heavy_atom_replacement,0.0,2,2,2,1,0.67997956,0.67997956,15.5
3504,COc1ncc([*:1])c(C)n1>>COc1ncc(C)c([*:1])n1,COc1ncc([*:1])c(C)n1,COc1ncc(C)c([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.76468927,0.76468927,15.5
3505,COc1ncc([*:1])c(C)n1>>COc1nnc([*:1])cc1C,COc1ncc([*:1])c(C)n1,COc1nnc([*:1])cc1C,equal_heavy_atom_replacement,0.0,2,2,2,1,0.58776224,0.58776224,15.5
3506,COc1ncc([*:1])cc1Cl>>COc1cc(Cl)c([*:1])cn1,COc1ncc([*:1])cc1Cl,COc1cc(Cl)c([*:1])cn1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.6948718,0.6948718,16.5
3507,COc1ncc([*:1])cc1Cl>>COc1cc(Cl)cnc1[*:1],COc1ncc([*:1])cc1Cl,COc1cc(Cl)cnc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.667845,0.667845,16.5
3508,COc1ncc([*:1])cc1Cl>>COc1cc([*:1])c(Cl)cn1,COc1ncc([*:1])cc1Cl,COc1cc([*:1])c(Cl)cn1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.68939394,0.68939394,16.5
3509,COc1ncc([*:1])cc1Cl>>COc1cc([*:1])cnc1Cl,COc1ncc([*:1])cc1Cl,COc1cc([*:1])cnc1Cl,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7592592,0.7592592,16.5
3510,COc1ncc([*:1])cc1Cl>>COc1ccc([*:1])c(Cl)n1,COc1ncc([*:1])cc1Cl,COc1ccc([*:1])c(Cl)n1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.61278665,0.61278665,16.5
3511,COc1ncc([*:1])cc1Cl>>COc1cnc([*:1])c(Cl)c1,COc1ncc([*:1])cc1Cl,COc1cnc([*:1])c(Cl)c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.6948718,0.6948718,16.5
3512,COc1ncc([*:1])cn1>>COc1cc([*:1])ncn1,COc1ncc([*:1])cn1,COc1cc([*:1])ncn1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.64021575,0.64021575,16.0
3513,COc1ncc([*:1])cn1>>COc1ncncc1[*:1],COc1ncc([*:1])cn1,COc1ncncc1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.67217517,0.67217517,17.0
3514,COc1nccc(C)c1[*:1]>>COc1ccnc(C)c1[*:1],COc1nccc(C)c1[*:1],COc1ccnc(C)c1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.719888,0.719888,14.5
3515,COc1nccc(C)c1[*:1]>>COc1cncc(C)c1[*:1],COc1nccc(C)c1[*:1],COc1cncc(C)c1[*:1],equal_heavy_atom_replacement,0.0,2,2,2,0,0.66639555,0.66639555,14.5
3516,COc1nccc(C)c1[*:1]>>COc1nccc([*:1])c1C,COc1nccc(C)c1[*:1],COc1nccc([*:1])c1C,equal_heavy_atom_replacement,0.0,2,2,2,0,0.7706972,0.7706972,14.5
3517,COc1nccc([*:1])n1>>COC1([*:1])C=CN=C1,COc1nccc([*:1])n1,COC1([*:1])C=CN=C1,substituent_truncation,-1.0,2,2,2,0,0.5141477,0.5141477,14.5
3518,COc1nccc([*:1])n1>>COC1([*:1])C=CN=N1,COc1nccc([*:1])n1,COC1([*:1])C=CN=N1,substituent_truncation,-1.0,2,2,2,0,0.50384426,0.50384426,15.0
3519,COc1ncccc1[*:1]>>COc1cccc([*:1])n1,COc1ncccc1[*:1],COc1cccc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,2,0.65663993,0.65663993,18.0
3520,COc1nn(C)cc1[*:1]>>COn1cc([*:1])c(C)n1,COc1nn(C)cc1[*:1],COn1cc([*:1])c(C)n1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.65857756,0.65857756,16.0
3521,CS(=O)(=O)NC[*:1]>>CS(=O)(=O)N[*:1],CS(=O)(=O)NC[*:1],CS(=O)(=O)N[*:1],substituent_truncation,-1.0,2,2,2,0,0.68899024,0.68899024,17.5
3522,CS(=O)(=O)[*:1]>>CS(=O)(=O)N[*:1],CS(=O)(=O)[*:1],CS(=O)(=O)N[*:1],substituent_growth,1.0,2,2,2,2,0.76481485,0.76481485,20.0
3523,CS(=O)(=O)[*:1]>>NS(=O)(=O)[*:1],CS(=O)(=O)[*:1],NS(=O)(=O)[*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.8060632,0.8060632,18.5
3524,CS(=O)[*:1]>>CN(S(C)=O)[*:1],CS(=O)[*:1],CN(S(C)=O)[*:1],substituent_growth,2.0,2,2,2,1,0.6778711,0.6778711,12.0
3525,CSC(C)[*:1]>>CSC(C)C[*:1],CSC(C)[*:1],CSC(C)C[*:1],substituent_growth,1.0,2,2,2,2,0.82844573,0.82844573,18.0
3526,CSC[*:1]>>C[*:1],CSC[*:1],C[*:1],substituent_truncation,-2.0,2,2,2,2,0.7582561,0.7582561,18.0
3527,CS[*:1]>>CN(C)[*:1],CS[*:1],CN(C)[*:1],substituent_growth,1.0,2,2,2,2,0.79130435,0.79130435,23.0
3528,CS[*:1]>>C[IH][*:1],CS[*:1],C[IH][*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.6875,0.6875,17.0
3529,CS[*:1]>>C[SH](C)[*:1],CS[*:1],C[SH](C)[*:1],substituent_growth,1.0,2,2,2,2,0.6921296,0.6921296,15.0
3530,CS[*:1]>>SC[*:1],CS[*:1],SC[*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.6587716,0.6587716,16.5
3531,CS[*:1]>>[C-]S[*:1],CS[*:1],[C-]S[*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.78375286,0.78375286,15.0
3532,CS[*:1]>>[S-][*:1],CS[*:1],[S-][*:1],substituent_truncation,-1.0,2,2,2,2,0.7488823,0.7488823,22.5
3533,CSc1cc([*:1])co1>>CSc1c[nH]c([*:1])c1,CSc1cc([*:1])co1,CSc1c[nH]c([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.5788177,0.5788177,12.0
3534,CSc1cc([*:1])co1>>CSc1ccc([*:1])o1,CSc1cc([*:1])co1,CSc1ccc([*:1])o1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.654088,0.654088,12.0
3535,CSc1cc([*:1])co1>>CSc1coc([*:1])c1,CSc1cc([*:1])co1,CSc1coc([*:1])c1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.6665523,0.6665523,12.0
3536,CSc1cc([*:1])co1>>CSc1nc([*:1])co1,CSc1cc([*:1])co1,CSc1nc([*:1])co1,equal_heavy_atom_replacement,0.0,2,2,2,0,0.6420875,0.6420875,12.0
3537,CSc1ccnc([*:1])n1>>CSc1cc([*:1])ncn1,CSc1ccnc([*:1])n1,CSc1cc([*:1])ncn1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.6702941,0.6702941,15.0
3538,CSc1ccnc([*:1])n1>>CSc1nccc([*:1])n1,CSc1ccnc([*:1])n1,CSc1nccc([*:1])n1,equal_heavy_atom_replacement,0.0,2,2,2,1,0.69878787,0.69878787,15.0
3539,C[*:1]>>C1=NC([*:1])=C1,C[*:1],C1=NC([*:1])=C1,substituent_growth,3.0,2,2,2,0,0.75132275,0.75132275,20.0
3540,C[*:1]>>C=C[*:1],C[*:1],C=C[*:1],substituent_growth,1.0,2,2,2,2,0.7835664,0.7835664,23.0
3541,C[*:1]>>ClC[*:1],C[*:1],ClC[*:1],substituent_growth,1.0,2,2,2,1,0.80263156,0.80263156,22.5
3542,C[*:1]>>PC[*:1],C[*:1],PC[*:1],substituent_growth,1.0,2,2,2,1,0.7016885,0.7016885,16.0
3543,C[*:1]>>[CH+][*:1],C[*:1],[CH+][*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.77315605,0.77315605,20.0
3544,C[*:1]>>[O][*:1],C[*:1],[O][*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.85314685,0.85314685,21.0
3545,C[*:1]>>[S-][*:1],C[*:1],[S-][*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.7859849,0.7859849,21.5
3546,C[*:1]>>[SH3][*:1],C[*:1],[SH3][*:1],equal_heavy_atom_replacement,0.0,2,2,2,2,0.74383366,0.74383366,19.0
3547,C[*:1]>>[Si][*:1],C[*:1],[Si][*:1],equal_heavy_atom_replacement,0.0,2,2,2,1,0.7644124,0.7644124,18.0
