analysis,space,transform,train_cores,support_tier,alignment_mean,alignment_count,null_alignment_mean,null_alignment_count,alignment_gain_mean,alignment_gain_count
alignment_all,mean_node_128,CC(C)=CC[*:1]>>CC(C)[*:1],2,2-4,0.910717853649654,1,-0.37048918664567115,1,1.281207040295325,1
alignment_all,mean_node_128,CC(C)=CC[*:1]>>CC[*:1],4,2-4,0.9106129227061912,1,0.3889203077629889,1,0.5216926149432023,1
alignment_all,mean_node_128,CC(C)=CC[*:1]>>COC(=O)C[*:1],2,2-4,0.9947031589456591,1,0.10728682613451404,1,0.8874163328111451,1
alignment_all,mean_node_128,CC(C)=CC[*:1]>>COCC(C)[*:1],3,2-4,0.9955537849134926,1,0.1036728746661345,1,0.891880910247358,1
alignment_all,mean_node_128,CC(C)=CC[*:1]>>C[*:1],4,2-4,0.7625565475901019,2,-0.24902423902003037,2,1.0115807866101323,2
alignment_all,mean_node_128,CC(C)=CC[*:1]>>N#C[*:1],2,2-4,0.8754764734531533,1,0.11735304524140255,1,0.7581234282117507,1
alignment_all,mean_node_128,CC(C)=CC[*:1]>>OCCC[*:1],4,2-4,0.9948738901228465,1,0.32907822626404193,1,0.6657956638588046,1
alignment_all,mean_node_128,CC(C)=C[*:1]>>CC(C)C[*:1],8,5-9,0.9139853933265885,1,-0.21395682624730727,1,1.1279422195738957,1
alignment_all,mean_node_128,CC(C)=C[*:1]>>CC(C)[*:1],7,5-9,0.8204255067331163,2,0.04155974275747941,2,0.7788657639756369,2
alignment_all,mean_node_128,CC(C)=C[*:1]>>CCC(C)[*:1],4,2-4,0.7335980150643989,2,0.09156486060467109,2,0.6420331544597278,2
alignment_all,mean_node_128,CC(C)=C[*:1]>>CCC(CC)[*:1],5,5-9,0.823414572278029,1,-0.008791720092760219,1,0.8322062923707892,1
alignment_all,mean_node_128,CC(C)=C[*:1]>>CCC(OC)[*:1],3,2-4,0.8591312707781303,2,0.06215612712678521,2,0.7969751436513451,2
alignment_all,mean_node_128,CC(C)=C[*:1]>>CCC[*:1],3,2-4,0.8222963959550467,2,0.10042158653227615,2,0.7218748094227705,2
alignment_all,mean_node_128,CC(C)=C[*:1]>>COC(=O)[*:1],2,2-4,0.9947031589456591,1,0.7149979518132881,1,0.279705207132371,1
alignment_all,mean_node_128,CC(C)=C[*:1]>>COC(C)[*:1],2,2-4,0.9191294765769084,2,-0.2746609411012251,2,1.1937904176781333,2
alignment_all,mean_node_128,CC(C)=C[*:1]>>COC(OC)[*:1],2,2-4,0.9310341425037176,1,0.39609112621026943,1,0.5349430162934482,1
alignment_all,mean_node_128,CC(C)=C[*:1]>>COCC[*:1],4,2-4,0.9430288594864855,3,-0.02702278527126929,3,0.9700516447577548,3
alignment_all,mean_node_128,CC(C)=C[*:1]>>C[*:1],4,2-4,0.9106129227061912,1,-0.16934396096652637,1,1.0799568836727176,1
alignment_all,mean_node_128,CC(C)=C[*:1]>>FC(F)(F)[*:1],3,2-4,0.9834469473557883,1,0.1951700363061434,1,0.7882769110496449,1
alignment_all,mean_node_128,CC(C)=C[*:1]>>OCC[*:1],4,2-4,0.9948738901228465,1,0.2601075186729042,1,0.7347663714499424,1
alignment_all,mean_node_128,CC(C)C#C[*:1]>>CCC(C)(CC)[*:1],3,2-4,0.9916782803326513,1,0.025837177464793876,1,0.9658411028678574,1
alignment_all,mean_node_128,CC(C)C#C[*:1]>>CCC(CC)C[*:1],2,2-4,0.9974694510603498,1,-0.1488451027963399,1,1.1463145538566897,1
alignment_all,mean_node_128,CC(C)C(=O)N[*:1]>>CCC(=O)N[*:1],2,2-4,0.9573651709091633,1,0.4526684179897804,1,0.5046967529193829,1
alignment_all,mean_node_128,CC(C)C(=O)N[*:1]>>Cl[*:1],3,2-4,0.8749003705717389,1,0.1146801328953427,1,0.7602202376763961,1
alignment_all,mean_node_128,CC(C)C(=O)N[*:1]>>O[*:1],3,2-4,0.912264825821955,1,0.406062450271791,1,0.506202375550164,1
alignment_all,mean_node_128,CC(C)C(C)(C)[*:1]>>CCC[*:1],2,2-4,0.983474872276464,1,0.2680030098718825,1,0.7154718624045815,1
alignment_all,mean_node_128,CC(C)C(C)C(=O)N[*:1]>>CC(C)C(F)C(=O)N[*:1],2,2-4,0.9999909850702734,1,-0.04257425497195599,1,1.0425652400422294,1
alignment_all,mean_node_128,CC(C)C(C)C[*:1]>>CCC(CC)C[*:1],5,5-9,0.9968696280724831,1,0.13001365345477137,1,0.8668559746177118,1
alignment_all,mean_node_128,CC(C)C(C)C[*:1]>>COC(C)C[*:1],2,2-4,0.9857169942350238,1,-0.02378552340638894,1,1.0095025176414127,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CC(C)C(F)[*:1],2,2-4,0.9999909850702734,1,-0.32730779381079356,1,1.327298778881067,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CC(C)CCC[*:1],3,2-4,0.9873887316201603,1,0.10633697083529504,1,0.8810517607848652,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CC(C)CC[*:1],3,2-4,0.9829907704245712,1,0.039638603048815044,1,0.9433521673757561,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CC(C)C[*:1],5,5-9,0.9541643419892807,1,0.39464904704439474,1,0.5595152949448859,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CC(C)OCC[*:1],3,2-4,0.9740997808654845,1,-0.014669978039902849,1,0.9887697589053874,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CC(C)[*:1],3,2-4,0.8264350720683314,1,-0.29467241938019373,1,1.1211074914485253,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CCC(C)(C)[*:1],2,2-4,0.9352431751894277,1,0.29765549068081876,1,0.6375876845086089,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CCC(CC)(CC)[*:1],3,2-4,0.9082311109198058,1,0.01781416051117822,1,0.8904169504086276,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CCC(CC)[*:1],12,10-19,0.9903468488040483,2,-0.1854553976817834,2,1.1758022464858318,2
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CCC(CSC)[*:1],2,2-4,0.9904028510709582,1,0.1939685254790221,1,0.796434325591936,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CCC(SC)[*:1],3,2-4,0.9999196076581294,1,-0.12305937556145463,1,1.122978983219584,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CCCC(C)(C)[*:1],2,2-4,0.9631227440077055,1,0.1000553611040607,1,0.8630673829036448,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CCC[*:1],2,2-4,0.919270878314302,1,0.4017044265286647,1,0.5175664517856373,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>CC[*:1],2,2-4,0.892432309522261,1,0.37419472447600377,1,0.5182375850462573,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>COC(C)[*:1],4,2-4,0.9811448266349388,1,-0.10456086562276323,1,1.0857056922577022,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>COCC[*:1],2,2-4,0.9799301487950965,3,-0.08474211281294898,3,1.0646722616080455,3
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>COC[*:1],2,2-4,0.9858599762244681,1,0.26293881643871275,1,0.7229211597857553,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>C[*:1],2,2-4,0.7705002324330434,2,0.16728051372633934,2,0.6032197187067041,2
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>FC(F)(F)[*:1],2,2-4,0.962606849935373,1,0.15361977585428394,1,0.8089870740810892,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>FCCC[*:1],3,2-4,0.9894737839331422,1,-0.48731861631905216,1,1.4767924002521944,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>N#CC[*:1],2,2-4,0.9630553595589005,1,0.31984178621204773,1,0.6432135733468528,1
alignment_all,mean_node_128,CC(C)C(C)[*:1]>>NC(=O)C[*:1],3,2-4,0.9668011250463704,1,0.17450244465760223,1,0.7922986803887682,1
alignment_all,mean_node_128,CC(C)C(CO)C[*:1]>>CCC(C(O)C(F)F)[*:1],2,2-4,0.9937535238633104,1,-0.0018420997932348526,1,0.9955956236565453,1
alignment_all,mean_node_128,CC(C)C(CO)[*:1]>>CCC(C)(O)C[*:1],2,2-4,0.9915368848490131,1,-0.07384836591945726,1,1.0653852507684705,1
alignment_all,mean_node_128,CC(C)C(N)[*:1]>>CC(N)[*:1],2,2-4,0.7370585374693075,1,0.22427731062579598,1,0.5127812268435115,1
alignment_all,mean_node_128,CC(C)C(O)C(=O)N[*:1]>>CCC(F)C(=O)N[*:1],3,2-4,0.9919691367735192,1,-0.3052225926005178,1,1.297191729374037,1
alignment_all,mean_node_128,CC(C)C(O)C(=O)N[*:1]>>COC(C)CC(=O)N[*:1],2,2-4,0.9999128571514324,1,-0.11217892824949595,1,1.1120917854009285,1
alignment_all,mean_node_128,CC(C)C(O)[*:1]>>CCC(C)OC[*:1],4,2-4,0.9924755146044428,1,0.41901433871611327,1,0.5734611758883296,1
alignment_all,mean_node_128,CC(C)C(O)[*:1]>>CCC(F)[*:1],3,2-4,0.9934269112699188,2,0.17003554159170817,2,0.8233913696782106,2
alignment_all,mean_node_128,CC(C)C(O)[*:1]>>CCOC(C)[*:1],2,2-4,0.9996395027971375,1,-0.4395727205419472,1,1.4392122233390847,1
alignment_all,mean_node_128,CC(C)C(O)[*:1]>>COC(C)C[*:1],3,2-4,0.9996891875455771,1,-0.22915810002449435,1,1.2288472875700716,1
alignment_all,mean_node_128,CC(C)C(O)[*:1]>>OCC[*:1],2,2-4,0.9520214223827098,1,0.051533542224221386,1,0.9004878801584885,1
alignment_all,mean_node_128,CC(C)CC(=O)N[*:1]>>CCC(C)C(=O)N[*:1],2,2-4,0.9969773843025733,1,-0.01633066725814017,1,1.0133080515607136,1
alignment_all,mean_node_128,CC(C)CC(=O)N[*:1]>>CO[*:1],5,5-9,0.8605592192003441,1,0.18755271262856804,1,0.6730065065717761,1
alignment_all,mean_node_128,CC(C)CC(=O)N[*:1]>>NC(=O)[*:1],2,2-4,0.8760167164194543,1,-0.07077450474464428,1,0.9467912211640986,1
alignment_all,mean_node_128,CC(C)CC(C)C[*:1]>>CC(O)C[*:1],2,2-4,0.9600572802067668,1,0.2101950625551666,1,0.7498622176516002,1
alignment_all,mean_node_128,CC(C)CC(C)C[*:1]>>CN(C)C(=O)C[*:1],3,2-4,0.9893927336184404,1,0.7886861033315455,1,0.20070663028689484,1
alignment_all,mean_node_128,CC(C)CC(C)C[*:1]>>COC(C)C[*:1],2,2-4,0.9585427120675213,1,0.020623037215479853,1,0.9379196748520414,1
alignment_all,mean_node_128,CC(C)CC(C)[*:1]>>CC(C)CC[*:1],2,2-4,0.9627307129093976,2,0.3114978906597939,2,0.6512328222496038,2
alignment_all,mean_node_128,CC(C)CC(C)[*:1]>>CC(C)[*:1],3,2-4,0.8089138054300133,2,-0.03579946517325814,2,0.8447132706032716,2
alignment_all,mean_node_128,CC(C)CC(C)[*:1]>>CC(O)[*:1],2,2-4,0.9600572802067668,1,0.28649573076969526,1,0.6735615494370716,1
alignment_all,mean_node_128,CC(C)CC(C)[*:1]>>CCC(CC)C[*:1],2,2-4,0.9873924898769336,1,0.049538516389826016,1,0.9378539734871076,1
alignment_all,mean_node_128,CC(C)CC(C)[*:1]>>CN(C)C(=O)[*:1],3,2-4,0.9893927336184404,1,0.048312547973583565,1,0.9410801856448568,1
alignment_all,mean_node_128,CC(C)CC(C)[*:1]>>COC(C)[*:1],3,2-4,0.9574425290682991,1,0.3094703717889578,1,0.6479721572793413,1
alignment_all,mean_node_128,CC(C)CC(C)[*:1]>>CS(=O)(=O)CC[*:1],2,2-4,0.9928462703210887,1,0.21878068721346366,1,0.7740655831076251,1
alignment_all,mean_node_128,CC(C)CC(CO)[*:1]>>COC(=O)C[*:1],3,2-4,0.9762115631564118,1,-0.0294645511001009,1,1.0056761142565127,1
alignment_all,mean_node_128,CC(C)CC(O)[*:1]>>CCC(O)[*:1],3,2-4,0.8199761793590061,1,0.48809590197576025,1,0.3318802773832459,1
alignment_all,mean_node_128,CC(C)CC1CC1[*:1]>>CC1(C)CC1[*:1],2,2-4,0.9653401225178018,2,0.329100431551609,2,0.6362396909661927,2
alignment_all,mean_node_128,CC(C)CCC(=O)N[*:1]>>CCCC(=O)N[*:1],2,2-4,0.9228255701381874,1,0.36524780187052375,1,0.5575777682676637,1
alignment_all,mean_node_128,CC(C)CCCC[*:1]>>CCOCC[*:1],2,2-4,0.9601569840013009,1,0.05545283308804469,1,0.9047041509132562,1
alignment_all,mean_node_128,CC(C)CCCC[*:1]>>CN(C)CC[*:1],2,2-4,0.9721249146683696,1,0.007910306047955507,1,0.9642146086204141,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CC(C)CC[*:1],2,2-4,0.8546711075567544,1,0.09084649236949935,1,0.763824615187255,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CC(C)OCC[*:1],3,2-4,0.9979772094053667,1,0.17869234629109562,1,0.8192848631142711,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CC(C)[*:1],2,2-4,0.9162597963927731,1,0.18071634673629017,1,0.735543449656483,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CCC(CC)[*:1],2,2-4,0.9160998063486674,1,0.22062297101937256,1,0.6954768353292948,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CCC(SC)[*:1],3,2-4,0.9951854906664912,1,-0.03905890176459211,1,1.0342443924310833,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CCOC[*:1],2,2-4,0.9657884784337776,2,-0.13186003601727908,2,1.0976485144510566,2
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CC[*:1],4,2-4,0.9072114561701556,1,0.04825392541979598,1,0.8589575307503596,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>CN(C)C[*:1],3,2-4,0.9719596690531953,1,-0.25496989180584495,1,1.2269295608590403,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>C[*:1],2,2-4,0.8555870425196096,1,0.3512708701685837,1,0.5043161723510259,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>FC(F)(F)CCC[*:1],3,2-4,0.9960866373523912,1,0.08395836532704412,1,0.9121282720253471,1
alignment_all,mean_node_128,CC(C)CCC[*:1]>>FC(F)(F)C[*:1],2,2-4,0.9955806572424815,2,0.01635574159246226,2,0.9792249156500191,2
alignment_all,mean_node_128,CC(C)CCNC(=O)[*:1]>>CC(C)NC(=O)[*:1],2,2-4,0.9606195622488846,1,-0.05736366006589423,1,1.017983222314779,1
alignment_all,mean_node_128,CC(C)CCNC(=O)[*:1]>>CCC(C)NC(=O)[*:1],5,5-9,0.9667303566816066,1,-0.015482647427111078,1,0.9822130041087176,1
alignment_all,mean_node_128,CC(C)CCNC(=O)[*:1]>>COCCCNC(=O)[*:1],2,2-4,0.9999993857275019,1,-0.06994037491692642,1,1.0699397606444283,1
alignment_all,mean_node_128,CC(C)CCOCC[*:1]>>CCCCCC[*:1],2,2-4,0.9653101071563146,1,0.3053941885521897,1,0.6599159186041249,1
alignment_all,mean_node_128,CC(C)CCOC[*:1]>>CCCCC[*:1],2,2-4,0.9653101071563146,1,-0.012682221812360672,1,0.9779923289686753,1
alignment_all,mean_node_128,CC(C)CCOC[*:1]>>FC(F)(F)COC[*:1],2,2-4,0.9999990777127623,1,0.2027411104748698,1,0.7972579672378926,1
alignment_all,mean_node_128,CC(C)CCO[*:1]>>CC(C)CO[*:1],2,2-4,0.9580605049065081,1,-0.04168581067341161,1,0.9997463155799197,1
alignment_all,mean_node_128,CC(C)CCO[*:1]>>CCCC[*:1],2,2-4,0.9653101071563146,1,0.355377709430835,1,0.6099323977254796,1
alignment_all,mean_node_128,CC(C)CCO[*:1]>>CCC[*:1],2,2-4,0.7839087194449395,2,-0.1742039646652026,2,0.958112684110142,2
alignment_all,mean_node_128,CC(C)CCO[*:1]>>CS[*:1],2,2-4,0.8547883009071446,1,-0.1042655722153212,1,0.9590538731224658,1
alignment_all,mean_node_128,CC(C)CCO[*:1]>>FC(F)(F)CO[*:1],2,2-4,0.9999990777127623,1,0.12160808840382106,1,0.8783909893089412,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CC(C)C[*:1],16,10-19,0.926123141291295,5,0.012359561421921511,5,0.9137635798693735,5
alignment_all,mean_node_128,CC(C)CC[*:1]>>CC(C)OC[*:1],4,2-4,0.9870981590652281,2,0.14565766241285028,2,0.8414404966523779,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>CC(C)[*:1],19,10-19,0.8911457315580542,4,0.18594736205607687,4,0.7051983695019773,4
alignment_all,mean_node_128,CC(C)CC[*:1]>>CC(O)CC[*:1],2,2-4,0.999311611383956,1,0.2124722914606616,1,0.7868393199232944,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(C)(C)[*:1],3,2-4,0.9180132578354281,1,-0.11449298229479613,1,1.0325062401302243,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(C)(O)C[*:1],2,2-4,0.9856043295847138,1,0.17265780997874705,1,0.8129465196059668,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(C)=C[*:1],2,2-4,0.9972424061024503,1,-0.19073810516547923,1,1.1879805112679296,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(C)CC(C)[*:1],2,2-4,0.883742398038643,1,-0.010259907948499333,1,0.8940023059871423,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(C)C[*:1],15,10-19,0.9465084316744331,3,0.006700130347629895,3,0.9398083013268032,3
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(C)[*:1],17,10-19,0.9059550249354285,2,0.012725187263658067,2,0.8932298376717703,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(CC)C[*:1],2,2-4,0.9609030741901583,1,0.010837193478262952,1,0.9500658807118953,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC(CC)[*:1],6,5-9,0.8551093874318656,2,0.27613540176428775,2,0.5789739856675779,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCCC(C)[*:1],3,2-4,0.776942328633222,3,0.03252389505816349,3,0.7444184335750584,3
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCCCCC[*:1],4,2-4,0.9949944114520233,1,0.3972604723681224,1,0.5977339390839009,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCCC[*:1],7,5-9,0.963262008581267,7,-0.05575784234747439,7,1.0190198509287414,7
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCC[*:1],5,5-9,0.8904373015330226,6,-0.06116628826415501,6,0.9516035897971777,6
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCOCCC[*:1],2,2-4,0.9858753050463209,2,0.18113564466612317,2,0.8047396603801977,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCOCC[*:1],6,5-9,0.9964139431824715,1,0.20747919486097144,1,0.7889347483215,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CCO[*:1],2,2-4,0.9657884784337776,2,0.05199076824562951,2,0.913797710188148,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>CC[*:1],9,5-9,0.8629331387906811,2,0.04426904699894965,2,0.8186640917917315,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>CN(C)CC[*:1],5,5-9,0.9912033393936235,1,-0.04712029839713562,1,1.0383236377907592,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CN(C)C[*:1],4,2-4,0.986595205472801,1,0.15743672488916508,1,0.829158480583636,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CN(C)[*:1],3,2-4,0.9719596690531953,1,0.05464664611511296,1,0.9173130229380824,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CNC(=O)CC[*:1],2,2-4,0.9958887389867355,1,0.058020596975752986,1,0.9378681420109825,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CNC(=O)C[*:1],4,2-4,0.9659711679667973,1,0.14571292834285446,1,0.8202582396239428,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>COC(=O)CCC[*:1],4,2-4,0.9780380640288129,1,0.049616253255136286,1,0.9284218107736766,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>COC(=O)CC[*:1],3,2-4,0.9925775038807513,1,0.046780225379939644,1,0.9457972785008116,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>COCC(C)[*:1],3,2-4,0.9880144268121996,2,-0.21175625890969227,2,1.199770685721892,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>COCC(C[*:1])OC,3,2-4,0.9782213406630282,1,0.09243713029853648,1,0.8857842103644917,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>COCC(O)C[*:1],2,2-4,0.9970497060557875,1,0.2487166528388786,1,0.7483330532169089,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>COCCC(C)[*:1],2,2-4,0.9598528890521842,2,0.22887723976874663,2,0.7309756492834375,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>COCCCC[*:1],2,2-4,0.9894394635558257,1,0.20401711129131245,1,0.7854223522645132,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>COCCC[*:1],5,5-9,0.9991369939446667,3,0.14371568872030474,3,0.855421305224362,3
alignment_all,mean_node_128,CC(C)CC[*:1]>>COCC[*:1],6,5-9,0.9887189142969052,1,0.3871886729747282,1,0.601530241322177,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>COC[*:1],5,5-9,0.9424401375726609,1,0.012351826953418538,1,0.9300883106192424,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>CS(=O)(=O)C[*:1],3,2-4,0.9942310280943598,2,0.014382489839306761,2,0.979848538255053,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>CSCC[*:1],2,2-4,0.9816978396629811,1,-0.012696963450007759,1,0.9943948031129888,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>C[*:1],13,10-19,0.8078623477909685,4,0.07140241072811927,4,0.7364599370628493,4
alignment_all,mean_node_128,CC(C)CC[*:1]>>C[NH+](C)CC[*:1],3,2-4,0.9986495729232836,1,0.027656135286947502,1,0.970993437636336,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>FC(F)(F)CCC[*:1],2,2-4,0.9845741947880221,1,0.0607674569498076,1,0.9238067378382145,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>FC(F)(F)CC[*:1],5,5-9,0.9964739254093354,2,-0.24400671297548812,2,1.2404806383848235,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>FC(F)(F)C[*:1],4,2-4,0.9983170082474169,2,0.03817877340404931,2,0.9601382348433676,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>FC(F)(F)[*:1],5,5-9,0.9951410370224378,2,0.31479659423599243,2,0.6803444427864453,2
alignment_all,mean_node_128,CC(C)CC[*:1]>>FC(F)C[*:1],4,2-4,0.996003517411737,1,0.036892801920543505,1,0.9591107154911935,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>FCCC[*:1],5,5-9,0.9958021727323565,1,0.09761440217173228,1,0.8981877705606243,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>NC(=O)[*:1],2,2-4,0.8694794433885383,1,0.3603925324503584,1,0.5090869109381799,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>OC(C(F)(F)F)[*:1],2,2-4,0.9836870171786274,1,0.07162028915035436,1,0.912066728028273,1
alignment_all,mean_node_128,CC(C)CC[*:1]>>OCC[*:1],13,10-19,0.9738170447310432,1,-0.28924393915194774,1,1.263060983882991,1
alignment_all,mean_node_128,CC(C)CNC(=O)C(C)[*:1]>>CCC(F)C[*:1],2,2-4,0.9677414364851582,1,-0.05862291527957354,1,1.0263643517647318,1
alignment_all,mean_node_128,CC(C)CNC(=O)C[*:1]>>NC(=O)C[*:1],2,2-4,0.8680115535889013,1,0.3990903242480439,1,0.46892122934085734,1
alignment_all,mean_node_128,CC(C)CNC(=O)[*:1]>>CCC(C)NC(=O)[*:1],3,2-4,0.9989920428562619,1,-0.17504724255677762,1,1.1740392854130395,1
alignment_all,mean_node_128,CC(C)CNC(=O)[*:1]>>NC(=O)[*:1],2,2-4,0.8680115535889013,1,-0.08776508500134225,1,0.9557766385902435,1
alignment_all,mean_node_128,CC(C)CNC(=O)[*:1]>>c1ccc(C[*:1])cc1,3,2-4,0.9974472845168008,1,0.6329608229078578,1,0.36448646160894294,1
alignment_all,mean_node_128,CC(C)CNC[*:1]>>O=C(O)[*:1],2,2-4,0.9389115303792778,1,0.12622594129339706,1,0.8126855890858807,1
alignment_all,mean_node_128,CC(C)COC(C)[*:1]>>CC(C)COCC[*:1],2,2-4,0.9981303609820912,1,-0.40131007070738617,1,1.3994404316894773,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>CC(C)OCC[*:1],3,2-4,0.9588255318359651,1,-0.16204146550171417,1,1.1208669973376792,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>CC(O)CCC[*:1],2,2-4,0.9850440062817379,1,0.011966465711955341,1,0.9730775405697826,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>CCC(C)(C)C[*:1],2,2-4,0.9936449714308655,1,-0.4224810918454748,1,1.4161260632763404,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>CCC(C)C[*:1],4,2-4,0.9700383205794028,1,0.24699967639435122,1,0.7230386441850516,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>CCC(C)[*:1],2,2-4,0.9431849885207862,1,0.3112978586533536,1,0.6318871298674327,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>CCC(CC(F)(F)F)[*:1],2,2-4,0.9859169707720662,1,-0.03642833529069718,1,1.0223453060627634,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>COCCOCC[*:1],2,2-4,0.9999978100777859,1,0.1148907672927208,1,0.8851070427850651,1
alignment_all,mean_node_128,CC(C)COCC[*:1]>>N#CC[*:1],2,2-4,0.9242695244829752,1,0.03004987396698306,1,0.8942196505159921,1
alignment_all,mean_node_128,CC(C)COC[*:1]>>CC(C)OC[*:1],3,2-4,0.9588255318359651,1,0.13254506726736492,1,0.8262804645686002,1
alignment_all,mean_node_128,CC(C)COC[*:1]>>CC(O)CC[*:1],2,2-4,0.9850440062817379,1,0.3250843733854547,1,0.6599596328962832,1
alignment_all,mean_node_128,CC(C)COC[*:1]>>CCC(C)(C)[*:1],2,2-4,0.9936449714308655,1,-0.20124625973282562,1,1.194891231163691,1
alignment_all,mean_node_128,CC(C)COC[*:1]>>CCC(C)[*:1],5,5-9,0.9690801246228667,1,0.283544617425954,1,0.6855355071969127,1
alignment_all,mean_node_128,CC(C)COC[*:1]>>COCCOC[*:1],3,2-4,0.9999979614804468,1,-0.26984889093923276,1,1.2698468524196795,1
alignment_all,mean_node_128,CC(C)COC[*:1]>>N#C[*:1],2,2-4,0.9242695244829752,1,-0.033058808193723366,1,0.9573283326766986,1
alignment_all,mean_node_128,CC(C)COC[*:1]>>NCC[*:1],2,2-4,0.8154730592559551,1,-0.2183903885874758,1,1.033863447843431,1
alignment_all,mean_node_128,CC(C)CO[*:1]>>CC(C)OC[*:1],2,2-4,0.746815604592506,1,-0.025411112968528278,1,0.7722267175610342,1
alignment_all,mean_node_128,CC(C)CO[*:1]>>CC(C)O[*:1],9,5-9,0.9380933613947926,1,0.11983300128466624,1,0.8182603601101264,1
alignment_all,mean_node_128,CC(C)CO[*:1]>>CC(C)[*:1],4,2-4,0.7485865940209931,1,0.16162414510233333,1,0.5869624489186598,1
