analysis,space,transform,train_cores,support_tier,alignment_mean,alignment_count,null_alignment_mean,null_alignment_count,alignment_gain_mean,alignment_gain_count
alignment_all,hybrid_w1,C=C(C)[*:1]>>ClC[*:1],2,2-4,0.7841919489220862,1,0.04789855975835287,1,0.7362933891637333,1
alignment_all,hybrid_w1,C=C(C)[*:1]>>FC(F)(F)C[*:1],4,2-4,0.8718704122551624,3,-0.045982057111146724,3,0.9178524693663092,3
alignment_all,hybrid_w1,C=C(C)[*:1]>>FC(F)(F)[*:1],7,5-9,0.8919973995654695,2,0.008433713081107403,2,0.8835636864843621,2
alignment_all,hybrid_w1,C=C(C)[*:1]>>FCC[*:1],5,5-9,0.9669797472179772,1,-0.09745247068460829,1,1.0644322179025856,1
alignment_all,hybrid_w1,C=C(C)[*:1]>>FC[*:1],5,5-9,0.9490792338645716,1,0.09128785980439699,1,0.8577913740601746,1
alignment_all,hybrid_w1,C=C(C)[*:1]>>N#C[*:1],2,2-4,0.7910854541318348,1,-0.07010167166445497,1,0.8611871257962898,1
alignment_all,hybrid_w1,C=C(C)[*:1]>>O=C([O-])[*:1],2,2-4,0.8748822031345589,1,0.01930004628379184,1,0.8555821568507671,1
alignment_all,hybrid_w1,C=C(C)[*:1]>>OCCCC[*:1],3,2-4,0.8736108148997234,1,0.1869369074212824,1,0.6866739074784409,1
alignment_all,hybrid_w1,C=C(C)[*:1]>>OCC[*:1],6,5-9,0.9112442416035749,1,0.11328065485080607,1,0.7979635867527688,1
alignment_all,hybrid_w1,C=C(C)[*:1]>>OC[*:1],6,5-9,0.9206916242737924,3,0.13197661028400487,3,0.7887150139897875,3
alignment_all,hybrid_w1,C=C(C)[*:1]>>O[*:1],2,2-4,0.7436397347882241,1,-0.16579261090971859,1,0.9094323456979427,1
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>CC(F)CC[*:1],2,2-4,0.9067372760137232,2,0.1484905053264343,2,0.758246770687289,2
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>CCC(C(N)=O)[*:1],2,2-4,0.9400475266790513,1,0.4702514845349693,1,0.46979604214408205,1
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>CCC(F)C[*:1],4,2-4,0.957511901887219,1,0.1862473875662368,1,0.7712645143209822,1
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>CN(C)C(=O)C[*:1],3,2-4,0.9458121538955682,1,-0.20619358383999795,1,1.1520057377355661,1
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>C[*:1],3,2-4,0.8513876465433552,2,0.15171643313308647,2,0.6996712134102687,2
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>ClC=CC[*:1],2,2-4,0.8993241566181852,1,-0.011384249558765923,1,0.9107084061769511,1
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>NC(=O)C[*:1],5,5-9,0.9240344164612447,1,0.08599652146862757,1,0.8380378949926172,1
alignment_all,hybrid_w1,C=C(Cl)C[*:1]>>OCC[*:1],3,2-4,0.9214875816723864,1,-0.15504375541262422,1,1.0765313370850107,1
alignment_all,hybrid_w1,C=C(Cl)[*:1]>>CC(F)C[*:1],2,2-4,0.9067372760137232,2,0.023616327395355678,2,0.8831209486183675,2
alignment_all,hybrid_w1,C=C(Cl)[*:1]>>CCC(F)[*:1],4,2-4,0.957511901887219,1,-0.13611113606842778,1,1.0936230379556469,1
alignment_all,hybrid_w1,C=C(Cl)[*:1]>>CN(C)C(=O)[*:1],4,2-4,0.926640790641461,1,0.06511441036484637,1,0.8615263802766147,1
alignment_all,hybrid_w1,C=C(Cl)[*:1]>>ClC=C[*:1],2,2-4,0.8993241566181852,1,-0.03341896689906401,1,0.9327431235172492,1
alignment_all,hybrid_w1,C=C(Cl)[*:1]>>NC(=O)[*:1],6,5-9,0.9207376930029678,1,-0.13816960876716705,1,1.058907301770135,1
alignment_all,hybrid_w1,C=C(Cl)[*:1]>>OC[*:1],3,2-4,0.9214875816723864,1,0.15849371368480525,1,0.7629938679875812,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>C=CC(C)(O)C[*:1],2,2-4,0.8216625486736542,1,0.22689156345144723,1,0.594770985222207,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>C=CCCC[*:1],2,2-4,0.8608844061362881,1,0.0865025026795481,1,0.7743819034567401,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>CC(C)(C)[*:1],4,2-4,0.9185203084224702,1,0.1534509247777961,1,0.7650693836446741,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>CC(C)(O)C[*:1],2,2-4,0.9051233252369355,1,0.42143233666279345,1,0.48369098857414206,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>CC(C[*:1])NC(N)=O,3,2-4,0.9209632085011097,1,0.05557294748151678,1,0.8653902610195929,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>CC=C(C)[*:1],2,2-4,0.9132054508628253,2,0.024278434862239674,2,0.8889270160005857,2
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>CCC(C)C(C)[*:1],2,2-4,0.8456879610765344,1,-0.05228178676434447,1,0.8979697478408789,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>CCOC[*:1],2,2-4,0.8846131319180741,1,0.16538623679537837,1,0.7192268951226958,1
alignment_all,hybrid_w1,C=CC(C)(C)C[*:1]>>COC(C)[*:1],2,2-4,0.9094797711736133,1,0.34558822402234146,1,0.5638915471512719,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>C=CC(C)(O)[*:1],2,2-4,0.8216625486736542,1,-0.16550088977102623,1,0.9871634384446804,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>C=CCC[*:1],2,2-4,0.8608844061362881,1,0.08061066541295442,1,0.7802737407233338,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CC(C)(F)[*:1],2,2-4,0.9341988727527566,1,0.029790292925974918,1,0.9044085798267817,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CC(C)(O)[*:1],2,2-4,0.9051233252369355,1,-0.08312662502052376,1,0.9882499502574593,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CC(C)=C(F)[*:1],2,2-4,0.9257632255729559,1,0.06970625596342148,1,0.8560569696095344,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CC(C)C(O)[*:1],4,2-4,0.8972521455729969,1,-0.1294070852195258,1,1.0266592307925226,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CC(NC(N)=O)[*:1],4,2-4,0.932012188934959,2,-0.19842342210037353,2,1.1304356110353324,2
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CC=C(C)[*:1],2,2-4,0.8543852192508099,1,0.0750626555355134,1,0.7793225637152965,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CCC(C)(C)[*:1],2,2-4,0.953252677987434,1,-0.0663797834458229,1,1.0196324614332568,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CCC(CC)[*:1],4,2-4,0.9434072664942106,1,0.010826927471743734,1,0.9325803390224668,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>CCO[*:1],2,2-4,0.8846131319180741,1,0.2065546104142222,1,0.6780585215038519,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>COC(=O)NC[*:1],2,2-4,0.8930992053685034,1,-0.24890110570739388,1,1.1420003110758974,1
alignment_all,hybrid_w1,C=CC(C)(C)[*:1]>>NC(=O)C[*:1],2,2-4,0.9411624228831204,1,0.22330043489381007,1,0.7178619879893102,1
alignment_all,hybrid_w1,C=CC(C)(CC)C(=O)N[*:1]>>CCOCC(=O)N[*:1],2,2-4,0.9382305708105506,1,0.24977858229469493,1,0.6884519885158557,1
alignment_all,hybrid_w1,C=CC(C)(CC)[*:1]>>CCOC(C)[*:1],2,2-4,0.9380916719535372,1,0.3042725322782686,1,0.6338191396752686,1
alignment_all,hybrid_w1,C=CC(C)(CC)[*:1]>>CCOC[*:1],2,2-4,0.9382305708105506,1,0.07940519326858347,1,0.8588253775419672,1
alignment_all,hybrid_w1,C=CC(C)(O)C[*:1]>>CCC(C)C(C)[*:1],2,2-4,0.9312511098072769,1,0.279279882473556,1,0.6519712273337208,1
alignment_all,hybrid_w1,C=CC(C)(O)C[*:1]>>CCC(C)C[*:1],2,2-4,0.9655040188995045,1,0.7700097809933764,1,0.1954942379061282,1
alignment_all,hybrid_w1,C=CC(C)(O)C[*:1]>>CCC(C)OC[*:1],2,2-4,0.9079809076909171,1,0.06970871506749919,1,0.8382721926234179,1
alignment_all,hybrid_w1,C=CC(C)(O)C[*:1]>>CCC(CC)C(C)[*:1],2,2-4,0.954701329041299,1,-0.07496365257370825,1,1.0296649816150072,1
alignment_all,hybrid_w1,C=CC(C)(O)[*:1]>>CC(C)CC(C)[*:1],2,2-4,0.9068344594917352,1,-0.10320198589613458,1,1.0100364453878699,1
alignment_all,hybrid_w1,C=CC(C)(O)[*:1]>>CCC(C)O[*:1],2,2-4,0.9079809076909171,1,-0.19681202370030443,1,1.1047929313912215,1
alignment_all,hybrid_w1,C=CC(C)(O)[*:1]>>CCC(C)[*:1],2,2-4,0.9655040188995045,1,-0.19016800450783516,1,1.1556720234073397,1
alignment_all,hybrid_w1,C=CC(C)(O)[*:1]>>COC(C)[*:1],2,2-4,0.9399629427463394,1,-0.06758946135391894,1,1.0075524041002584,1
alignment_all,hybrid_w1,C=CC(C)=CC[*:1]>>CC[NH+](C)CC[*:1],2,2-4,0.9376900296988856,1,-0.3138412073238892,1,1.2515312370227747,1
alignment_all,hybrid_w1,C=CC(C)=C[*:1]>>CC[NH+](C)C[*:1],2,2-4,0.9376900296988856,1,0.08669513328799833,1,0.8509948964108873,1
alignment_all,hybrid_w1,C=CC(C)[*:1]>>CCNC(=O)C(C)[*:1],2,2-4,0.8069753901848695,1,0.367603444343765,1,0.4393719458411045,1
alignment_all,hybrid_w1,C=CC(C)[*:1]>>COCCC[*:1],2,2-4,0.8322354232515348,1,0.1292819199711115,1,0.7029535032804233,1
alignment_all,hybrid_w1,C=CC(C)[*:1]>>OCC[*:1],2,2-4,0.7044485649884543,1,-0.2840019817899512,1,0.9884505467784055,1
alignment_all,hybrid_w1,C=CC(CC)CC(=O)N[*:1]>>CC#CCCCC(=O)N[*:1],2,2-4,0.9542562119501439,1,0.029835974820443062,1,0.9244202371297008,1
alignment_all,hybrid_w1,C=CC(CC)C[*:1]>>CC#CCCC[*:1],2,2-4,0.9542562119501439,1,-0.17078368076008876,1,1.1250398927102325,1
alignment_all,hybrid_w1,C=CC(CC)C[*:1]>>CC(C)(C)C=C[*:1],2,2-4,0.9530102168181598,1,-0.021397198604656123,1,0.974407415422816,1
alignment_all,hybrid_w1,C=CC(CC)C[*:1]>>CC(C)SC[*:1],2,2-4,0.9400672529965842,1,0.1763442509537218,1,0.7637230020428625,1
alignment_all,hybrid_w1,C=CC(CC)C[*:1]>>CCC(C)C[*:1],4,2-4,0.951413711508884,1,0.022983826845334267,1,0.9284298846635497,1
alignment_all,hybrid_w1,C=CC(CC)C[*:1]>>CCC(CC)C[*:1],2,2-4,0.9437286063350928,1,0.03538337258621632,1,0.9083452337488764,1
alignment_all,hybrid_w1,C=CC(CC)[*:1]>>CC#CCC[*:1],2,2-4,0.9542562119501439,1,0.0015353109095462246,1,0.9527209010405977,1
alignment_all,hybrid_w1,C=CC(CC)[*:1]>>CC(C)S[*:1],2,2-4,0.9400672529965842,1,0.031002670223742586,1,0.9090645827728416,1
alignment_all,hybrid_w1,C=CC(CC)[*:1]>>CCC(C)[*:1],4,2-4,0.951413711508884,1,-0.0015623600617517969,1,0.9529760715706358,1
alignment_all,hybrid_w1,C=CC(CC)[*:1]>>CCC(CC)[*:1],2,2-4,0.9437286063350928,1,-0.08379128414962225,1,1.0275198904847151,1
alignment_all,hybrid_w1,C=CCC(C)(C)[*:1]>>CC(C)(F)[*:1],2,2-4,0.8568514421935214,1,0.47972988735008665,1,0.37712155484343474,1
alignment_all,hybrid_w1,C=CCC(C)[*:1]>>CCC(CSC)[*:1],3,2-4,0.8838916233883207,1,0.016093114662477377,1,0.8677985087258433,1
alignment_all,hybrid_w1,C=CCC(CC=C)[*:1]>>CC(C)=C(C)C[*:1],2,2-4,0.9624731886002136,1,0.045541602639356485,1,0.9169315859608571,1
alignment_all,hybrid_w1,C=CCC(N)[*:1]>>CNC[*:1],2,2-4,0.9170387502103764,1,-0.1202224067584343,1,1.0372611569688106,1
alignment_all,hybrid_w1,C=CCCC(=O)N[*:1]>>CC=C(C)C(=O)N[*:1],2,2-4,0.9308696929609028,1,0.015017147754363174,1,0.9158525452065397,1
alignment_all,hybrid_w1,C=CCCC(=O)N[*:1]>>COC(=O)[*:1],2,2-4,0.857914251391038,1,0.03485644687881718,1,0.8230578045122209,1
alignment_all,hybrid_w1,C=CCCCCC[*:1]>>CCC(C[*:1])OC,2,2-4,0.9444451621878964,1,-0.3382121244909667,1,1.2826572866788633,1
alignment_all,hybrid_w1,C=CCCCC[*:1]>>CC(C)OC[*:1],3,2-4,0.8931811633166603,1,-0.11089369965553025,1,1.0040748629721905,1
alignment_all,hybrid_w1,C=CCCCC[*:1]>>CCC(C)[*:1],2,2-4,0.8935538123930888,1,-0.09598161346823447,1,0.9895354258613234,1
alignment_all,hybrid_w1,C=CCCCC[*:1]>>CCC(OC)[*:1],2,2-4,0.9444451621878964,1,0.15565782047740043,1,0.788787341710496,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>C=CCC[*:1],2,2-4,0.7954008515935922,1,0.018674167326614803,1,0.7767266842669774,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>CC(C)CC[*:1],2,2-4,0.9648193121097447,1,-0.11964482741367394,1,1.0844641395234187,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>CC(C)O[*:1],3,2-4,0.8931811633166603,1,0.19804914233959273,1,0.6951320209770676,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>CC(C)[*:1],4,2-4,0.9438849262400053,2,-0.2601779334043878,2,1.2040628596443932,2
alignment_all,hybrid_w1,C=CCCC[*:1]>>CCC(CC)[*:1],4,2-4,0.9359712542897182,1,0.09045769140104248,1,0.8455135628886756,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>CCCC[*:1],2,2-4,0.8637144709865094,1,-0.039817843207314206,1,0.9035323141938236,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>CCC[*:1],3,2-4,0.8607784325787141,3,0.21750933579068055,3,0.6432690967880336,3
alignment_all,hybrid_w1,C=CCCC[*:1]>>CC[*:1],3,2-4,0.8633501928088227,1,-0.163799485472268,1,1.0271496782810907,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>COC(=O)C[*:1],3,2-4,0.7243956816309813,3,0.11030565518040401,3,0.6140900264505772,3
alignment_all,hybrid_w1,C=CCCC[*:1]>>COC(C)C[*:1],2,2-4,0.9413065976683537,1,0.4002991382352238,1,0.5410074594331299,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>COCC(C)[*:1],2,2-4,0.9081917944009255,2,0.03742092801968572,2,0.8707708663812397,2
alignment_all,hybrid_w1,C=CCCC[*:1]>>COCCC[*:1],2,2-4,0.9055425297173053,1,-0.03758861227303552,1,0.9431311419903409,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>COCC[*:1],2,2-4,0.7879822499141372,1,0.3539716423855603,1,0.43401060752857695,1
alignment_all,hybrid_w1,C=CCCC[*:1]>>CSC[*:1],2,2-4,0.8695469569944025,1,0.24386403647411958,1,0.625682920520283,1
alignment_all,hybrid_w1,C=CCCOC[*:1]>>CNS(=O)(=O)C[*:1],2,2-4,0.9224691907126169,1,-0.2955110328381683,1,1.2179802235507853,1
alignment_all,hybrid_w1,C=CCCO[*:1]>>CC(C)(C)[*:1],2,2-4,0.8576351391443553,1,-0.2704529596283666,1,1.128088098772722,1
alignment_all,hybrid_w1,C=CCCO[*:1]>>CNS(=O)(=O)[*:1],3,2-4,0.9115258789351637,1,0.04132142470711229,1,0.8702044542280514,1
alignment_all,hybrid_w1,C=CCC[*:1]>>C=CC[*:1],5,5-9,0.8141011829616416,5,0.06854691984300704,5,0.7455542631186345,5
alignment_all,hybrid_w1,C=CCC[*:1]>>CC#CC[*:1],2,2-4,0.9065854244606509,1,0.13067861452645038,1,0.7759068099342006,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)(C#N)C[*:1],2,2-4,0.8669045333867192,1,0.01915619423054011,1,0.8477483391561791,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)(C)CC[*:1],2,2-4,0.9357297037999123,3,0.1175221504899134,3,0.818207553309999,3
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)(C)OC(=O)[*:1],2,2-4,0.8772190388335441,1,0.2842436350684645,1,0.5929754037650796,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)(C)[*:1],4,2-4,0.9424764234888531,2,-0.03160211314045709,2,0.9740785366293102,2
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)CC[*:1],3,2-4,0.921594349768773,2,-0.19081012511491635,2,1.1124044748836894,2
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)COC[*:1],2,2-4,0.9065961568492239,1,0.08040750026879448,1,0.8261886565804294,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)C[*:1],13,10-19,0.9581969593167265,4,-0.16610622441066628,4,1.1243031837273927,4
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(C)[*:1],7,5-9,0.9226482536451106,5,0.0729617627438016,5,0.8496864909013091,5
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(F)(F)[*:1],3,2-4,0.9059795223855702,1,0.17937447043399862,1,0.7266050519515717,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CC(O)CC[*:1],3,2-4,0.8928410888087961,1,0.016656471681371094,1,0.876184617127425,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CC=C(C)[*:1],4,2-4,0.9149892594106928,2,-0.007521073349105135,2,0.9225103327597979,2
alignment_all,hybrid_w1,C=CCC[*:1]>>CCC(C)[*:1],10,10-19,0.9175452160018307,1,-0.12075910740618905,1,1.0383043234080198,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CCC(CC)[*:1],5,5-9,0.9188344490893368,2,0.19018785932906795,2,0.7286465897602687,2
alignment_all,hybrid_w1,C=CCC[*:1]>>CCC=CCC[*:1],3,2-4,0.9048885841243326,1,-0.020020793709616493,1,0.9249093778339491,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CCCCC[*:1],3,2-4,0.9351014699796879,1,-0.023333118202631814,1,0.9584345881823197,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CCCC[*:1],2,2-4,0.8976122803095007,3,-0.15871927437868202,3,1.0563315546881828,3
alignment_all,hybrid_w1,C=CCC[*:1]>>CCC[*:1],6,5-9,0.8956851468607624,3,0.14271186037684,3,0.7529732864839224,3
alignment_all,hybrid_w1,C=CCC[*:1]>>CC[*:1],8,5-9,0.8819224968083985,4,-0.03119418748394787,4,0.9131166842923464,4
alignment_all,hybrid_w1,C=CCC[*:1]>>COC(=O)[*:1],3,2-4,0.7243956816309813,3,-0.12621691014613215,3,0.8506125917771135,3
alignment_all,hybrid_w1,C=CCC[*:1]>>COC(C)[*:1],3,2-4,0.9387127825376462,1,-0.07571295046769169,1,1.014425733005338,1
alignment_all,hybrid_w1,C=CCC[*:1]>>COCC(O)C[*:1],2,2-4,0.8681572180807505,1,-0.21561204625424396,1,1.0837692643349945,1
alignment_all,hybrid_w1,C=CCC[*:1]>>COCC(O)[*:1],2,2-4,0.9190946711618797,1,-0.09759089457475169,1,1.0166855657366314,1
alignment_all,hybrid_w1,C=CCC[*:1]>>COCCC[*:1],3,2-4,0.8881305200974404,2,-0.03339872969263688,2,0.9215292497900773,2
alignment_all,hybrid_w1,C=CCC[*:1]>>COCC[*:1],6,5-9,0.9300463111544858,3,0.11012536960094549,3,0.8199209415535403,3
alignment_all,hybrid_w1,C=CCC[*:1]>>COC[*:1],5,5-9,0.8110989994786291,1,-0.26711366708409773,1,1.0782126665627267,1
alignment_all,hybrid_w1,C=CCC[*:1]>>CS[*:1],2,2-4,0.8695469569944025,1,0.2352378585314056,1,0.6343090984629969,1
alignment_all,hybrid_w1,C=CCC[*:1]>>C[*:1],9,5-9,0.9081645569740869,6,0.08061003828482603,6,0.8275545186892609,6
alignment_all,hybrid_w1,C=CCC[*:1]>>C[NH+](C)CC[*:1],2,2-4,0.9537094023350949,1,0.005200327144335357,1,0.9485090751907596,1
alignment_all,hybrid_w1,C=CCC[*:1]>>FC(F)C[*:1],3,2-4,0.7969533765707763,1,0.27715760746639206,1,0.5197957691043842,1
alignment_all,hybrid_w1,C=CCC[*:1]>>FCCC[*:1],3,2-4,0.9414722047815014,2,0.045833888917108934,2,0.8956383158643925,2
alignment_all,hybrid_w1,C=CCC[*:1]>>NC(=O)CC[*:1],2,2-4,0.7336520154714397,1,0.02054395434145808,1,0.7131080611299816,1
alignment_all,hybrid_w1,C=CCC[*:1]>>NC(=O)C[*:1],2,2-4,0.903597665120621,1,0.018991065873711462,1,0.8846065992469095,1
alignment_all,hybrid_w1,C=CCC[*:1]>>OCC[*:1],5,5-9,0.8414125254899724,3,-0.11739882155395896,3,0.9588113470439312,3
alignment_all,hybrid_w1,C=CCC[*:1]>>c1ccc([*:1])cc1,3,2-4,0.6774321918216855,1,0.21960681274075086,1,0.45782537908093457,1
alignment_all,hybrid_w1,C=CCNC(=O)[*:1]>>C[*:1],2,2-4,0.9295112772417133,1,0.12975275008083792,1,0.7997585271608754,1
alignment_all,hybrid_w1,C=CCO[*:1]>>CO[*:1],2,2-4,0.8842158754870999,1,0.3331585846690777,1,0.5510572908180222,1
alignment_all,hybrid_w1,C=CCO[*:1]>>F[*:1],2,2-4,0.5321182812731194,1,0.24293277406212677,1,0.2891855072109927,1
alignment_all,hybrid_w1,C=CCO[*:1]>>N#C[*:1],2,2-4,0.779427995134508,1,0.2597663902487584,1,0.5196616048857496,1
alignment_all,hybrid_w1,C=CC[*:1]>>C=C[*:1],6,5-9,0.8129720055126309,5,0.14746493415404927,5,0.6655070713585818,5
alignment_all,hybrid_w1,C=CC[*:1]>>CC#C[*:1],3,2-4,0.900682377921748,1,-0.04228495076621146,1,0.9429673286879594,1
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)(C#N)[*:1],2,2-4,0.8669045333867192,1,-0.012143233347079379,1,0.8790477667337986,1
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)(C)CC[*:1],2,2-4,0.8662796594543741,3,-0.13432555668334187,3,1.000605216137716,3
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)(C)C[*:1],2,2-4,0.9357297037999123,3,0.00717257496187762,3,0.9285571288380347,3
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)(C)[*:1],6,5-9,0.8965483382655276,6,-0.05049164492278402,6,0.9470399831883115,6
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)CC[*:1],2,2-4,0.8891426814117778,3,0.1333114095689091,3,0.7558312718428687,3
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)CO[*:1],3,2-4,0.9039766153264314,1,-0.3539239647697933,1,1.2579005800962246,1
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)C[*:1],8,5-9,0.9327021178580213,5,-0.07005802600468192,5,1.002760143862703,5
alignment_all,hybrid_w1,C=CC[*:1]>>CC(C)[*:1],24,20+,0.8987620685329633,12,-0.008953438627894715,12,0.9077155071608579,12
alignment_all,hybrid_w1,C=CC[*:1]>>CC(O)C[*:1],5,5-9,0.9200682727141176,2,0.12417231704944284,2,0.7958959556646749,2
alignment_all,hybrid_w1,C=CC[*:1]>>CC(O)[*:1],2,2-4,0.8959193122299305,1,0.16146833958229895,1,0.7344509726476316,1
alignment_all,hybrid_w1,C=CC[*:1]>>CCC(C)[*:1],6,5-9,0.8752871273311298,1,-0.12040989483638577,1,0.9956970221675155,1
alignment_all,hybrid_w1,C=CC[*:1]>>CCC=CC[*:1],4,2-4,0.896794009580357,1,-0.11636954806631912,1,1.0131635576466762,1
alignment_all,hybrid_w1,C=CC[*:1]>>CCCCCC[*:1],2,2-4,0.9035627256066721,1,0.18726787463629035,1,0.7162948509703817,1
alignment_all,hybrid_w1,C=CC[*:1]>>CCCCC[*:1],3,2-4,0.9059409848934266,3,0.020915219529878876,3,0.8850257653635475,3
alignment_all,hybrid_w1,C=CC[*:1]>>CCCC[*:1],5,5-9,0.9039958078824547,3,-0.10108878908802589,3,1.0050845969704805,3
alignment_all,hybrid_w1,C=CC[*:1]>>CCC[*:1],5,5-9,0.9064223140086815,7,-0.10008932819219639,7,1.0065116422008777,7
alignment_all,hybrid_w1,C=CC[*:1]>>CCOC(=O)C[*:1],3,2-4,0.4631637790306618,1,-0.02722185141469357,1,0.4903856304453554,1
alignment_all,hybrid_w1,C=CC[*:1]>>CC[*:1],10,10-19,0.8699059304317571,9,0.003333866311035796,9,0.8665720641207214,9
alignment_all,hybrid_w1,C=CC[*:1]>>CN(C)C(=O)C[*:1],3,2-4,0.8325932323097458,1,-0.11027534019102983,1,0.9428685725007756,1
alignment_all,hybrid_w1,C=CC[*:1]>>CNC(=O)C[*:1],2,2-4,0.5142610067551368,1,-0.019274593426900723,1,0.5335356001820375,1
alignment_all,hybrid_w1,C=CC[*:1]>>COCC(O)[*:1],2,2-4,0.8681572180807505,1,-0.07413933402161452,1,0.9422965521023651,1
alignment_all,hybrid_w1,C=CC[*:1]>>COCCC[*:1],2,2-4,0.8810582304681496,2,-0.03386726343064293,2,0.9149254938987925,2
alignment_all,hybrid_w1,C=CC[*:1]>>COCC[*:1],5,5-9,0.8926915623408286,6,-0.060984783902156524,6,0.953676346242985,6
alignment_all,hybrid_w1,C=CC[*:1]>>COC[*:1],9,5-9,0.9281835199955188,4,0.0077700671318107935,4,0.9204134528637081,4
alignment_all,hybrid_w1,C=CC[*:1]>>CO[*:1],6,5-9,0.8045540152605619,2,0.2608889845988997,2,0.5436650306616622,2
alignment_all,hybrid_w1,C=CC[*:1]>>CS(=O)(=O)C[*:1],2,2-4,0.9045664866553479,1,0.09608421339905898,1,0.8084822732562889,1
alignment_all,hybrid_w1,C=CC[*:1]>>CSC[*:1],3,2-4,0.9111598588024427,3,0.07357886573759677,3,0.8375809930648459,3
alignment_all,hybrid_w1,C=CC[*:1]>>C[*:1],17,10-19,0.8284083727651189,16,-0.027302331203837526,16,0.8557107039689564,16
alignment_all,hybrid_w1,C=CC[*:1]>>C[NH+](C)C[*:1],2,2-4,0.8660045215355141,2,0.24048696070644152,2,0.6255175608290726,2
alignment_all,hybrid_w1,C=CC[*:1]>>FC(F)(F)C[*:1],5,5-9,0.815830610367914,1,0.15547151944792104,1,0.660359090919993,1
alignment_all,hybrid_w1,C=CC[*:1]>>FC(F)C[*:1],2,2-4,0.840169246966182,1,0.033120085249534074,1,0.807049161716648,1
alignment_all,hybrid_w1,C=CC[*:1]>>FC(F)[*:1],3,2-4,0.7546403720165484,4,-0.07801717385141535,4,0.8326575458679638,4
alignment_all,hybrid_w1,C=CC[*:1]>>FCCC[*:1],4,2-4,0.9421594965526525,2,-0.1435451101923476,2,1.0857046067450002,2
alignment_all,hybrid_w1,C=CC[*:1]>>FCC[*:1],4,2-4,0.9367250222551246,3,-0.036675835375477785,3,0.9734008576306024,3
alignment_all,hybrid_w1,C=CC[*:1]>>F[*:1],4,2-4,0.8710210257960496,1,-0.013905859247106035,1,0.8849268850431556,1
