strategy,budget,seed_rows,raw_slot_count,raw_valid_fraction,raw_policy_acceptance_fraction,raw_duplicate_or_redundant_fraction,mean_unique_accepted_identities,median_unique_accepted_identities,mean_genuine_nonseed,mean_mmp_derivatives,mmp_fraction_among_genuine_nonseed,seed_fraction_with_1_mmp,seed_fraction_with_5_mmp,seed_fraction_with_10_mmp,mean_same_scaffold_non_mmp,same_scaffold_fraction_among_scaffold_eligible_nonseed,mean_distinct_scaffolds,median_distinct_scaffolds,mean_novel_genuine_nonseed,novel_fraction_among_genuine_nonseed,mean_novel_mmp,mean_novel_same_scaffold_non_mmp,mean_novel_scaffold_changing,mean_novel_useful_local,median_novel_useful_local,seed_fraction_with_1_novel_useful_local,seed_fraction_with_5_novel_useful_local,seed_fraction_with_10_novel_useful_local,median_seed_candidate_morgan_nonseed,q25_seed_candidate_morgan_nonseed,q75_seed_candidate_morgan_nonseed,within_pairwise_morgan_weighted_mean,within_pairwise_evaluated_pairs,within_pairwise_approximate_seed_fraction
hybrid_b500_s500_t120,50,10000,500000,0.856796,0.856776,0.5790755109853684,18.0319,18.0,17.1086,2.2131,0.12935599639947162,0.6784,0.1603,0.0128,2.4003,0.19477538594304344,11.2007,10.0,17.1057,0.9998304946050525,2.2123,2.4003,12.1183,4.6126,4.0,0.8686,0.4018,0.1183,0.5476190447807312,0.43589743971824646,0.6666666865348816,0.481321369350143,1766699,0.0
hybrid_b500_s500_t120,100,10000,1000000,0.81997,0.819919,0.6098541441288713,31.9888,30.0,31.0533,3.6962,0.11902760737184132,0.7676,0.3389,0.0816,3.8913,0.17559153998678123,18.9264,17.0,31.0487,0.9998518675953925,3.6948,3.8913,22.7613,7.5861,6.0,0.9123,0.6001,0.2803,0.5227272510528564,0.4166666567325592,0.641791045665741,0.45317868464683675,5624838,0.0269
hybrid_b500_s500_t120,250,10000,2500000,0.7733308,0.7732256,0.6487571027136194,67.8975,62.0,66.9489,7.1237,0.10640503428734453,0.8495,0.5552,0.3024,7.2319,0.15306803893904758,38.0546,32.0,66.9409,0.999880505878364,7.1214,7.2319,50.9947,14.3533,11.0,0.946,0.7793,0.5601,0.49295774102211,0.3928571343421936,0.6122449040412903,0.42772036624987425,15281046,0.4739
hybrid_b500_s500_t120,500,10000,5000000,0.7415486,0.7413696,0.6767123982423882,119.8378,107.0,118.881,11.7744,0.09904358139652257,0.8912,0.6777,0.4839,11.4878,0.13846042016232246,64.809,53.0,118.8696,0.9999041057864587,11.7712,11.4878,92.7182,23.259,18.0,0.9606,0.8564,0.7225,0.4761904776096344,0.3777777850627899,0.5932203531265259,0.41091301067384667,19496986,0.8548
hybrid_b500_s500_t120,1000,10000,10000000,0.7129675,0.7127173,0.7030979885011911,211.6072,182.0,210.6446,19.469,0.09242582055272246,0.9162,0.768,0.6267,18.2363,0.12528679562164388,110.596,89.0,210.6289,0.9999254668764355,19.4649,18.2363,167.6923,37.7012,29.0,0.9693,0.9039,0.8225,0.460317462682724,0.3636363744735718,0.5757575631141663,0.39336449144506824,20429359,0.9921
