strategy,budget,population,count,mean,standard_deviation,minimum,q10,q25,median,q75,q90,maximum
beam1000_lp00,500,acyclic_non_mmp,1030,0.3825111244488688,0.1496754149704089,0.09090909361839294,0.18726851791143417,0.2631579041481018,0.38235294818878174,0.4642857015132904,0.5686274766921997,0.8837209343910217
beam1000_lp00,1000,all_genuine_nonseed,163782,0.48994274541957505,0.14491581890486277,0.0,0.31313130259513855,0.3835616409778595,0.4776119291782379,0.5873016119003296,0.6909090876579285,1.0
beam1000_lp00,1000,one_cut_mmp_derivative,17920,0.6892499799756998,0.09554809315214373,0.3636363744735718,0.5614035129547119,0.6231883764266968,0.692307710647583,0.7586206793785095,0.8125,1.0
beam1000_lp00,1000,same_scaffold_non_mmp,12193,0.5666519880311909,0.11204397591222857,0.21276596188545227,0.42105263471603394,0.49152541160583496,0.5681818127632141,0.6428571343421936,0.7058823704719543,1.0
beam1000_lp00,1000,scaffold_changing,131745,0.4573525905959336,0.12729237809633365,0.0,0.3035714328289032,0.3670886158943176,0.4482758641242981,0.5376344323158264,0.6268656849861145,1.0
beam1000_lp00,1000,acyclic_non_mmp,1924,0.3790739870159703,0.14599660751899116,0.09090909361839294,0.18518517911434174,0.2661764845252037,0.37931033968925476,0.4642857015132904,0.5686274766921997,0.8837209343910217
beam1000_lp06,50,all_genuine_nonseed,13772,0.557562052770787,0.14466198684421308,0.1111111119389534,0.37254902720451355,0.4525689333677292,0.5507246255874634,0.6610169410705566,0.7460317611694336,1.0
beam1000_lp06,50,one_cut_mmp_derivative,2052,0.7079892168965256,0.09449871599858575,0.4166666567325592,0.5869565010070801,0.6538461446762085,0.7049180269241333,0.7668604552745819,0.8275862336158752,1.0
beam1000_lp06,50,same_scaffold_non_mmp,1704,0.6123405179192483,0.11577632916846897,0.2857142984867096,0.46666666865348816,0.5373134613037109,0.6122449040412903,0.682539701461792,0.7584538280963898,1.0
beam1000_lp06,50,scaffold_changing,9896,0.5189954202875146,0.1330453650718155,0.1111111119389534,0.3552631437778473,0.4264705777168274,0.508474588394165,0.60317462682724,0.694915235042572,0.9743589758872986
beam1000_lp06,50,acyclic_non_mmp,120,0.387864966566364,0.13506440898761318,0.1785714328289032,0.2222222238779068,0.26923078298568726,0.375,0.4661388024687767,0.5471698045730591,0.8837209343910217
beam1000_lp06,100,all_genuine_nonseed,24477,0.5385967878599,0.1438664251320323,0.09375,0.35789474844932556,0.43478259444236755,0.529411792755127,0.640625,0.7301587462425232,1.0
beam1000_lp06,100,one_cut_mmp_derivative,3319,0.7016420506252945,0.09491761534758814,0.4166666567325592,0.5789473652839661,0.6440678238868713,0.6984127163887024,0.7627118825912476,0.8206959843635562,1.0
beam1000_lp06,100,same_scaffold_non_mmp,2679,0.6001684841223286,0.11432832339836756,0.2708333432674408,0.4545454680919647,0.5254237055778503,0.6000000238418579,0.6727272868156433,0.7419354915618896,1.0
beam1000_lp06,100,scaffold_changing,18260,0.5017561950834074,0.13010463196186864,0.1111111119389534,0.34246575832366943,0.4107142984867096,0.49253731966018677,0.5833333134651184,0.6734693646430969,1.0
beam1000_lp06,100,acyclic_non_mmp,219,0.3861375307519686,0.1414360208220339,0.09375,0.2222222238779068,0.26923078298568726,0.375,0.4595516473054886,0.5529177665710451,0.8837209343910217
beam1000_lp06,250,all_genuine_nonseed,51708,0.5181045928139879,0.14338002990588256,0.06451612710952759,0.3384615480899811,0.41333332657814026,0.5076923370361328,0.6181818246841431,0.7142857313156128,1.0
