strategy,budget,bin_left,bin_right,evaluated_pair_count,fraction
beam1000_lp00,50,0.0,0.01,0,0.0
beam1000_lp00,50,0.01,0.02,3,1.342119743923553e-05
beam1000_lp00,50,0.02,0.03,36,0.00016105436927082634
beam1000_lp00,50,0.03,0.04,7,3.1316127358216234e-05
beam1000_lp00,50,0.04,0.05,4,1.7894929918980705e-05
beam1000_lp00,50,0.05,0.06,1,4.473732479745176e-06
beam1000_lp00,50,0.06,0.07,53,0.00023710782142649433
beam1000_lp00,50,0.07,0.08,21,9.39483820746487e-05
beam1000_lp00,50,0.08,0.09,18,8.052718463541317e-05
beam1000_lp00,50,0.09,0.1,30,0.0001342119743923553
beam1000_lp00,50,0.1,0.11,62,0.0002773714137442009
beam1000_lp00,50,0.11,0.12,96,0.00042947831805553694
beam1000_lp00,50,0.12,0.13,121,0.0005413216300491664
beam1000_lp00,50,0.13,0.14,177,0.0007918506489148962
beam1000_lp00,50,0.14,0.15,123,0.0005502690950086567
beam1000_lp00,50,0.15,0.16,164,0.0007336921266782089
beam1000_lp00,50,0.16,0.17,216,0.0009663262156249581
beam1000_lp00,50,0.17,0.18,333,0.0014897529157551436
beam1000_lp00,50,0.18,0.19,309,0.0013823833362412595
beam1000_lp00,50,0.19,0.2,311,0.0013913308012007497
beam1000_lp00,50,0.2,0.21,507,0.0022681823672308045
beam1000_lp00,50,0.21,0.22,593,0.0026529233604888893
beam1000_lp00,50,0.22,0.23,677,0.0030287168887874845
beam1000_lp00,50,0.23,0.24,855,0.0038250412701821257
beam1000_lp00,50,0.24,0.25,916,0.004097938951446581
beam1000_lp00,50,0.25,0.26,1733,0.00775297838739839
beam1000_lp00,50,0.26,0.27,1873,0.008379300934562715
beam1000_lp00,50,0.27,0.28,1989,0.008898253902213155
beam1000_lp00,50,0.28,0.29,2726,0.012195394739785351
beam1000_lp00,50,0.29,0.3,2714,0.012141709950028409
beam1000_lp00,50,0.3,0.31,3723,0.01665570602209129
beam1000_lp00,50,0.31,0.32,3827,0.01712097419998479
beam1000_lp00,50,0.32,0.33,4890,0.02187655182595391
beam1000_lp00,50,0.33,0.34,4619,0.02066417032394297
beam1000_lp00,50,0.34,0.35000000000000003,4871,0.021791550908838754
beam1000_lp00,50,0.35000000000000003,0.36,5407,0.024189471517982168
beam1000_lp00,50,0.36,0.37,6181,0.027652140457304936
beam1000_lp00,50,0.37,0.38,5841,0.026131071414191576
beam1000_lp00,50,0.38,0.39,6428,0.028757152379801993
beam1000_lp00,50,0.39,0.4,5521,0.024699477020673117
beam1000_lp00,50,0.4,0.41000000000000003,7520,0.03364246824768372
beam1000_lp00,50,0.41000000000000003,0.42,6561,0.0293521587996081
beam1000_lp00,50,0.42,0.43,6460,0.02890031181915384
beam1000_lp00,50,0.43,0.44,6794,0.030394538467388727
beam1000_lp00,50,0.44,0.45,6440,0.028810837169558935
beam1000_lp00,50,0.45,0.46,6725,0.03008585092628631
beam1000_lp00,50,0.46,0.47000000000000003,6555,0.02932531640472963
beam1000_lp00,50,0.47000000000000003,0.48,6553,0.02931636893977014
beam1000_lp00,50,0.48,0.49,5805,0.02597001704492075
beam1000_lp00,50,0.49,0.5,4489,0.020082585101576095
beam1000_lp00,50,0.5,0.51,9021,0.04035754069978124
beam1000_lp00,50,0.51,0.52,4892,0.0218854992909134
beam1000_lp00,50,0.52,0.53,5431,0.024296841097496052
beam1000_lp00,50,0.53,0.54,5364,0.023997101021353124
beam1000_lp00,50,0.54,0.55,4415,0.019751528898074952
beam1000_lp00,50,0.55,0.56,4848,0.021688655061804615
beam1000_lp00,50,0.56,0.5700000000000001,4598,0.02057022194186832
beam1000_lp00,50,0.5700000000000001,0.58,3835,0.017156764059822752
beam1000_lp00,50,0.58,0.59,3891,0.01740729307868848
beam1000_lp00,50,0.59,0.6,3077,0.013765674840175907
beam1000_lp00,50,0.6,0.61,3898,0.017438609206046698
beam1000_lp00,50,0.61,0.62,3193,0.014284627807826347
beam1000_lp00,50,0.62,0.63,3161,0.014141468368474502
beam1000_lp00,50,0.63,0.64,2751,0.01230723805177898
beam1000_lp00,50,0.64,0.65,2640,0.011810653746527264
beam1000_lp00,50,0.65,0.66,2358,0.010549061187239125
beam1000_lp00,50,0.66,0.67,2566,0.011479597543026122
beam1000_lp00,50,0.67,0.68,2340,0.010468534002603712
beam1000_lp00,50,0.68,0.6900000000000001,2163,0.009676683353688816
beam1000_lp00,50,0.6900000000000001,0.7000000000000001,1688,0.007551660425809858
beam1000_lp00,50,0.7000000000000001,0.71,1993,0.008916148832132136
beam1000_lp00,50,0.71,0.72,1463,0.006545070617867192
beam1000_lp00,50,0.72,0.73,1379,0.006169277089568598
beam1000_lp00,50,0.73,0.74,1341,0.005999275255338281
beam1000_lp00,50,0.74,0.75,958,0.0042858357155958786
beam1000_lp00,50,0.75,0.76,1163,0.00520295087394364
beam1000_lp00,50,0.76,0.77,867,0.003878726059939068
beam1000_lp00,50,0.77,0.78,784,0.003507406264120218
beam1000_lp00,50,0.78,0.79,629,0.002813977729759716
beam1000_lp00,50,0.79,0.8,414,0.001852125246614503
beam1000_lp00,50,0.8,0.81,614,0.002746871742563538
beam1000_lp00,50,0.81,0.8200000000000001,444,0.001986337221006858
beam1000_lp00,50,0.8200000000000001,0.8300000000000001,430,0.0019237049662904258
beam1000_lp00,50,0.8300000000000001,0.84,406,0.0018163353867765414
beam1000_lp00,50,0.84,0.85,494,0.002210023844994117
beam1000_lp00,50,0.85,0.86,397,0.001776071794458835
beam1000_lp00,50,0.86,0.87,372,0.0016642284824652056
beam1000_lp00,50,0.87,0.88,254,0.0011363280498552747
beam1000_lp00,50,0.88,0.89,225,0.0010065898079426646
beam1000_lp00,50,0.89,0.9,142,0.000635270012123815
beam1000_lp00,50,0.9,0.91,160,0.0007157971967592282
beam1000_lp00,50,0.91,0.92,109,0.0004876368402922242
beam1000_lp00,50,0.92,0.93,153,0.000684481069401012
beam1000_lp00,50,0.93,0.9400000000000001,79,0.0003534248658998689
beam1000_lp00,50,0.9400000000000001,0.9500000000000001,65,0.00029079261118343644
beam1000_lp00,50,0.9500000000000001,0.96,50,0.00022368662398725882
beam1000_lp00,50,0.96,0.97,20,8.947464959490352e-05
beam1000_lp00,50,0.97,0.98,46,0.0002057916940682781
beam1000_lp00,50,0.98,0.99,24,0.00010736957951388424
beam1000_lp00,50,0.99,1.0,44,0.00019684422910878774
beam1000_lp00,100,0.0,0.01,40,6.691570461400513e-05
beam1000_lp00,100,0.01,0.02,80,0.00013383140922801026
beam1000_lp00,100,0.02,0.03,146,0.0002442423218411187
beam1000_lp00,100,0.03,0.04,11,1.840181876885141e-05
beam1000_lp00,100,0.04,0.05,11,1.840181876885141e-05
beam1000_lp00,100,0.05,0.06,19,3.178495969165243e-05
beam1000_lp00,100,0.06,0.07,122,0.00020409289907271562
beam1000_lp00,100,0.07,0.08,95,0.00015892479845826217
beam1000_lp00,100,0.08,0.09,97,0.00016227058368896243
beam1000_lp00,100,0.09,0.1,140,0.00023420496614901792
beam1000_lp00,100,0.1,0.11,299,0.0005001948919896883
beam1000_lp00,100,0.11,0.12,346,0.0005788208449111443
beam1000_lp00,100,0.12,0.13,524,0.0008765957304434671
beam1000_lp00,100,0.13,0.14,576,0.0009635861464416738
beam1000_lp00,100,0.14,0.15,467,0.0007812408513685098
beam1000_lp00,100,0.15,0.16,669,0.0011191651596692356
beam1000_lp00,100,0.16,0.17,913,0.001527350957814667
beam1000_lp00,100,0.17,0.18,1184,0.0019807048565745515
beam1000_lp00,100,0.18,0.19,1263,0.0021128633731872116
beam1000_lp00,100,0.19,0.2,1378,0.0023052460239524767
beam1000_lp00,100,0.2,0.21,2297,0.0038426343374592443
beam1000_lp00,100,0.21,0.22,2487,0.004160483934375768
beam1000_lp00,100,0.22,0.23,3152,0.0052729575235836035
beam1000_lp00,100,0.23,0.24,3657,0.006117768294335418
beam1000_lp00,100,0.24,0.25,3841,0.0064255805355598414
beam1000_lp00,100,0.25,0.26,6727,0.011253548623460312
beam1000_lp00,100,0.26,0.27,6905,0.011551323508992635
beam1000_lp00,100,0.27,0.28,7636,0.012774208010813578
beam1000_lp00,100,0.28,0.29,9992,0.01671554301257848
beam1000_lp00,100,0.29,0.3,9974,0.016685430945502178
beam1000_lp00,100,0.3,0.31,13113,0.02193664086508623
beam1000_lp00,100,0.31,0.32,12960,0.02168068829493766
beam1000_lp00,100,0.32,0.33,16249,0.02718283210682423
beam1000_lp00,100,0.33,0.34,14525,0.02429876523796061
beam1000_lp00,100,0.34,0.35000000000000003,15463,0.025867938511159032
beam1000_lp00,100,0.35000000000000003,0.36,17253,0.028862416292635758
beam1000_lp00,100,0.36,0.37,18868,0.031564137866426215
beam1000_lp00,100,0.37,0.38,17890,0.029928048888613792
beam1000_lp00,100,0.38,0.39,19092,0.03193886581226465
beam1000_lp00,100,0.39,0.4,16013,0.0267880294496016
beam1000_lp00,100,0.4,0.41000000000000003,22015,0.03682873092693307
beam1000_lp00,100,0.41000000000000003,0.42,18612,0.031135877356896585
beam1000_lp00,100,0.42,0.43,18203,0.03045166427721838
beam1000_lp00,100,0.43,0.44,18629,0.031164316531357535
beam1000_lp00,100,0.44,0.45,17561,0.029377667218163598
beam1000_lp00,100,0.45,0.46,18287,0.030592187256907794
beam1000_lp00,100,0.46,0.47000000000000003,17452,0.029195321923090434
beam1000_lp00,100,0.47000000000000003,0.48,16977,0.028400697930799124
beam1000_lp00,100,0.48,0.49,14855,0.02485081980102615
beam1000_lp00,100,0.49,0.5,11244,0.01881000456699684
beam1000_lp00,100,0.5,0.51,22459,0.037571495248148526
beam1000_lp00,100,0.51,0.52,11826,0.019783628069130615
beam1000_lp00,100,0.52,0.53,13212,0.02210225723400589
beam1000_lp00,100,0.53,0.54,12353,0.02066524247742013
beam1000_lp00,100,0.54,0.55,10694,0.017889913628554268
beam1000_lp00,100,0.55,0.56,11263,0.018841789526688493
beam1000_lp00,100,0.56,0.5700000000000001,10284,0.017204027656260716
beam1000_lp00,100,0.5700000000000001,0.58,8741,0.01462275435077547
beam1000_lp00,100,0.58,0.59,8559,0.014318287894781746
beam1000_lp00,100,0.59,0.6,6659,0.011139791925616503
beam1000_lp00,100,0.6,0.61,8296,0.013878317136944662
beam1000_lp00,100,0.61,0.62,6715,0.01123347391207611
beam1000_lp00,100,0.62,0.63,6452,0.010793503154239025
beam1000_lp00,100,0.63,0.64,5593,0.009356488397653266
beam1000_lp00,100,0.64,0.65,5261,0.008801088049357024
beam1000_lp00,100,0.65,0.66,4587,0.007673558426611038
beam1000_lp00,100,0.66,0.67,5027,0.008409631177365094
beam1000_lp00,100,0.67,0.68,4456,0.007454409494000171
beam1000_lp00,100,0.68,0.6900000000000001,4087,0.006837112118935973
beam1000_lp00,100,0.6900000000000001,0.7000000000000001,3254,0.005443592570349317
beam1000_lp00,100,0.7000000000000001,0.71,3675,0.0061478803614117205
beam1000_lp00,100,0.71,0.72,2698,0.004513464276214646
beam1000_lp00,100,0.72,0.73,2585,0.004324427410680081
beam1000_lp00,100,0.73,0.74,2387,0.003993194672840756
beam1000_lp00,100,0.74,0.75,1711,0.002862319264864069
beam1000_lp00,100,0.75,0.76,2140,0.003579990196849274
beam1000_lp00,100,0.76,0.77,1589,0.0026582263657913534
beam1000_lp00,100,0.77,0.78,1346,0.0022517134602612725
beam1000_lp00,100,0.78,0.79,1139,0.0019054246888837959
beam1000_lp00,100,0.79,0.8,808,0.0013516972332029034
beam1000_lp00,100,0.8,0.81,1039,0.0017381354273487831
beam1000_lp00,100,0.81,0.8200000000000001,787,0.0013165664882805507
beam1000_lp00,100,0.8200000000000001,0.8300000000000001,799,0.0013366411996647524
beam1000_lp00,100,0.8300000000000001,0.84,698,0.0011676790455143894
beam1000_lp00,100,0.84,0.85,788,0.0013182393808959009
beam1000_lp00,100,0.85,0.86,711,0.001189426649513941
beam1000_lp00,100,0.86,0.87,612,0.0010238102805942783
beam1000_lp00,100,0.87,0.88,391,0.0006541010126019
beam1000_lp00,100,0.88,0.89,368,0.0006156244824488471
beam1000_lp00,100,0.89,0.9,216,0.0003613448049156277
beam1000_lp00,100,0.9,0.91,243,0.00040651290553008114
beam1000_lp00,100,0.91,0.92,185,0.0003094851338397737
beam1000_lp00,100,0.92,0.93,226,0.00037807373106912894
beam1000_lp00,100,0.93,0.9400000000000001,135,0.0002258405030722673
beam1000_lp00,100,0.9400000000000001,0.9500000000000001,92,0.00015390612061221177
beam1000_lp00,100,0.9500000000000001,0.96,90,0.00015056033538151154
beam1000_lp00,100,0.96,0.97,32,5.35325636912041e-05
beam1000_lp00,100,0.97,0.98,82,0.0001371771944587105
beam1000_lp00,100,0.98,0.99,37,6.189702676795474e-05
beam1000_lp00,100,0.99,1.0,71,0.00011877537568985909
beam1000_lp00,250,0.0,0.01,45,4.613326362084609e-05
beam1000_lp00,250,0.01,0.02,182,0.00018658342175542194
beam1000_lp00,250,0.02,0.03,445,0.0004562067180283668
beam1000_lp00,250,0.03,0.04,192,0.00019683525811560996
beam1000_lp00,250,0.04,0.05,57,5.843546725307171e-05
beam1000_lp00,250,0.05,0.06,505,0.0005177177361894949
beam1000_lp00,250,0.06,0.07,540,0.000553599163450153
beam1000_lp00,250,0.07,0.08,287,0.00029422770353739613
beam1000_lp00,250,0.08,0.09,425,0.00043570304530799077
beam1000_lp00,250,0.09,0.1,524,0.0005371962252738522
beam1000_lp00,250,0.1,0.11,778,0.0007975928688226278
beam1000_lp00,250,0.11,0.12,782,0.0008016936033667031
beam1000_lp00,250,0.12,0.13,1208,0.0012384218323107127
beam1000_lp00,250,0.13,0.14,1412,0.0014475592940585483
beam1000_lp00,250,0.14,0.15,1493,0.0015305991685760712
beam1000_lp00,250,0.15,0.16,1923,0.001971428132064156
beam1000_lp00,250,0.16,0.17,2390,0.0024501888900849366
beam1000_lp00,250,0.17,0.18,2888,0.0029607303408222996
beam1000_lp00,250,0.18,0.19,3736,0.003830086064166244
beam1000_lp00,250,0.19,0.2,3792,0.003887496347783297
beam1000_lp00,250,0.2,0.21,6534,0.006698549877746852
beam1000_lp00,250,0.21,0.22,6712,0.006881032564958198
beam1000_lp00,250,0.22,0.23,8235,0.008442387242614834
beam1000_lp00,250,0.23,0.24,9304,0.009538308549518933
beam1000_lp00,250,0.24,0.25,9808,0.010055001102072409
beam1000_lp00,250,0.25,0.26,15779,0.016176372592740674
beam1000_lp00,250,0.26,0.27,16042,0.01644599588901362
beam1000_lp00,250,0.27,0.28,17225,0.01765878813042386
beam1000_lp00,250,0.28,0.29,21066,0.02159651847637208
beam1000_lp00,250,0.29,0.3,20740,0.02126230861102995
beam1000_lp00,250,0.3,0.31,26445,0.027110981254517216
beam1000_lp00,250,0.31,0.32,25489,0.02613090569848324
beam1000_lp00,250,0.32,0.33,30890,0.03166792251662079
beam1000_lp00,250,0.33,0.34,27027,0.027707638130680157
beam1000_lp00,250,0.34,0.35000000000000003,27639,0.028335050515923665
beam1000_lp00,250,0.35000000000000003,0.36,30830,0.03160641149845966
beam1000_lp00,250,0.36,0.37,33073,0.03390589839404983
beam1000_lp00,250,0.37,0.38,30774,0.03154900121484261
beam1000_lp00,250,0.38,0.39,32256,0.033068323363422476
beam1000_lp00,250,0.39,0.4,26531,0.027199147047214833
beam1000_lp00,250,0.4,0.41000000000000003,36252,0.03716495717295361
beam1000_lp00,250,0.41000000000000003,0.42,30312,0.031075366375001922
beam1000_lp00,250,0.42,0.43,29775,0.030524842762459824
beam1000_lp00,250,0.43,0.44,28953,0.02968214181365237
beam1000_lp00,250,0.44,0.45,28008,0.028713343277614604
beam1000_lp00,250,0.45,0.46,28130,0.028838415681208898
beam1000_lp00,250,0.46,0.47000000000000003,27099,0.02778145135247351
beam1000_lp00,250,0.47000000000000003,0.48,25727,0.026374899403855716
beam1000_lp00,250,0.48,0.49,21547,0.022089631805297123
beam1000_lp00,250,0.49,0.5,16553,0.016969864727019227
beam1000_lp00,250,0.5,0.51,32540,0.03335947551605181
beam1000_lp00,250,0.51,0.52,16875,0.017299973857817282
beam1000_lp00,250,0.52,0.53,18963,0.01944055728982454
beam1000_lp00,250,0.53,0.54,17593,0.01803605570847878
beam1000_lp00,250,0.54,0.55,15250,0.01563405044928673
beam1000_lp00,250,0.55,0.56,15192,0.015574589798397638
beam1000_lp00,250,0.56,0.5700000000000001,13983,0.014335142782450907
beam1000_lp00,250,0.5700000000000001,0.58,11684,0.011978245603243681
beam1000_lp00,250,0.58,0.59,11174,0.011455401948874093
beam1000_lp00,250,0.59,0.6,8825,0.009047245587865927
beam1000_lp00,250,0.6,0.61,11077,0.011355959136180269
beam1000_lp00,250,0.61,0.62,8662,0.008880140655194862
beam1000_lp00,250,0.62,0.63,7969,0.008169688395433833
beam1000_lp00,250,0.63,0.64,7011,0.00718756247212782
beam1000_lp00,250,0.64,0.65,6364,0.006524268659623655
beam1000_lp00,250,0.65,0.66,5512,0.005650812201735636
beam1000_lp00,250,0.66,0.67,5993,0.006143925530660679
beam1000_lp00,250,0.67,0.68,5237,0.005368886701830465
beam1000_lp00,250,0.68,0.6900000000000001,4552,0.004666635911157586
beam1000_lp00,250,0.6900000000000001,0.7000000000000001,3608,0.003698862558755837
beam1000_lp00,250,0.7000000000000001,0.71,4154,0.004258612824022103
beam1000_lp00,250,0.71,0.72,3072,0.0031493641298497594
beam1000_lp00,250,0.72,0.73,2867,0.002939201484465905
beam1000_lp00,250,0.73,0.74,2601,0.0026665026372849035
beam1000_lp00,250,0.74,0.75,1889,0.0019365718884395168
beam1000_lp00,250,0.75,0.76,2346,0.0024050808101001094
beam1000_lp00,250,0.76,0.77,1707,0.0017499884666840949
beam1000_lp00,250,0.77,0.78,1484,0.001521372515851902
beam1000_lp00,250,0.78,0.79,1248,0.0012794291777514647
beam1000_lp00,250,0.79,0.8,876,0.0008980608651524704
beam1000_lp00,250,0.8,0.81,1058,0.0010846442869078925
beam1000_lp00,250,0.81,0.8200000000000001,800,0.0008201469088150415
beam1000_lp00,250,0.8200000000000001,0.8300000000000001,871,0.0008929349469723764
beam1000_lp00,250,0.8300000000000001,0.84,683,0.0007002004234008417
beam1000_lp00,250,0.84,0.85,693,0.0007104522597610297
beam1000_lp00,250,0.85,0.86,531,0.0005443725107259837
beam1000_lp00,250,0.86,0.87,425,0.00043570304530799077
beam1000_lp00,250,0.87,0.88,345,0.00035368835442648665
beam1000_lp00,250,0.88,0.89,297,0.00030447953989758413
beam1000_lp00,250,0.89,0.9,192,0.00019683525811560996
beam1000_lp00,250,0.9,0.91,172,0.00017633158539523392
beam1000_lp00,250,0.91,0.92,138,0.00014147534177059466
beam1000_lp00,250,0.92,0.93,176,0.00018043231993930913
beam1000_lp00,250,0.93,0.9400000000000001,86,8.816579269761696e-05
beam1000_lp00,250,0.9400000000000001,0.9500000000000001,71,7.278803815733494e-05
beam1000_lp00,250,0.9500000000000001,0.96,58,5.9460650889090506e-05
beam1000_lp00,250,0.96,0.97,34,3.485624362463926e-05
beam1000_lp00,250,0.97,0.98,66,6.766211997724093e-05
beam1000_lp00,250,0.98,0.99,26,2.665477453648885e-05
beam1000_lp00,250,0.99,1.0,46,4.7158447256864883e-05
beam1000_lp00,500,0.0,0.01,57,5.4516031538958874e-05
beam1000_lp00,500,0.01,0.02,435,0.00041604339858679145
beam1000_lp00,500,0.02,0.03,755,0.0007220983124897185
beam1000_lp00,500,0.03,0.04,325,0.0003108370219326603
beam1000_lp00,500,0.04,0.05,202,0.00019319716440122268
beam1000_lp00,500,0.05,0.06,682,0.0006522795352556132
beam1000_lp00,500,0.06,0.07,838,0.0008014813057832901
beam1000_lp00,500,0.07,0.08,518,0.0004954263918803631
beam1000_lp00,500,0.08,0.09,624,0.0005968070821107078
beam1000_lp00,500,0.09,0.1,688,0.0006580180648912931
beam1000_lp00,500,0.1,0.11,914,0.0008741693478352354
beam1000_lp00,500,0.11,0.12,1034,0.000988939940548833
beam1000_lp00,500,0.12,0.13,1590,0.0015207103534551688
beam1000_lp00,500,0.13,0.14,1786,0.0017081689882207116
beam1000_lp00,500,0.14,0.15,2244,0.002146210083744276
beam1000_lp00,500,0.15,0.16,2731,0.002611987405840293
beam1000_lp00,500,0.16,0.17,3473,0.003321652237452705
beam1000_lp00,500,0.17,0.18,4273,0.004086789522210022
beam1000_lp00,500,0.18,0.19,5405,0.005169458780141627
beam1000_lp00,500,0.19,0.2,5328,0.005095814316483735
beam1000_lp00,500,0.2,0.21,9185,0.008784732450619953
beam1000_lp00,500,0.21,0.22,9523,0.009108002953429919
beam1000_lp00,500,0.22,0.23,11850,0.011333596030467767
beam1000_lp00,500,0.23,0.24,12843,0.012283322685172788
beam1000_lp00,500,0.24,0.25,13439,0.012853349962316988
beam1000_lp00,500,0.25,0.26,21256,0.020329697656001927
beam1000_lp00,500,0.26,0.27,21023,0.020106851421816358
beam1000_lp00,500,0.27,0.28,22145,0.021179956463688497
beam1000_lp00,500,0.28,0.29,26514,0.025358562460069397
beam1000_lp00,500,0.29,0.3,25858,0.024731149886568396
beam1000_lp00,500,0.3,0.31,32301,0.030893374293682645
beam1000_lp00,500,0.31,0.32,30204,0.028887758186012524
beam1000_lp00,500,0.32,0.33,36339,0.034755404738495206
beam1000_lp00,500,0.33,0.34,31309,0.02994460406058357
beam1000_lp00,500,0.34,0.35000000000000003,31905,0.030514631337727773
beam1000_lp00,500,0.35000000000000003,0.36,35296,0.033757857003492854
beam1000_lp00,500,0.36,0.37,36500,0.03490938861705262
beam1000_lp00,500,0.37,0.38,33957,0.03247720847313029
beam1000_lp00,500,0.38,0.39,35270,0.03373299004173824
beam1000_lp00,500,0.39,0.4,28561,0.027316357487442183
beam1000_lp00,500,0.4,0.41000000000000003,38631,0.036947523059324916
beam1000_lp00,500,0.41000000000000003,0.42,31719,0.030336736919021695
beam1000_lp00,500,0.42,0.43,30900,0.02955342762375139
beam1000_lp00,500,0.43,0.44,30653,0.029317191487082568
beam1000_lp00,500,0.44,0.45,28701,0.027450256512274715
beam1000_lp00,500,0.45,0.46,28538,0.027294359790505412
beam1000_lp00,500,0.46,0.47000000000000003,27290,0.026100745626283995
beam1000_lp00,500,0.47000000000000003,0.48,25454,0.02434475555776595
beam1000_lp00,500,0.48,0.49,21327,0.02039760359002414
beam1000_lp00,500,0.49,0.5,15898,0.015205190691339793
beam1000_lp00,500,0.5,0.51,31375,0.03000772788657605
beam1000_lp00,500,0.51,0.52,15874,0.015182236572797074
beam1000_lp00,500,0.52,0.53,17835,0.01705777934205845
beam1000_lp00,500,0.53,0.54,16732,0.016002846310699297
beam1000_lp00,500,0.54,0.55,13934,0.013326778657260578
beam1000_lp00,500,0.55,0.56,13970,0.013361209835074658
beam1000_lp00,500,0.56,0.5700000000000001,12983,0.012417221710005318
beam1000_lp00,500,0.5700000000000001,0.58,10627,0.010163892406395017
beam1000_lp00,500,0.58,0.59,9859,0.009429360613027992
beam1000_lp00,500,0.59,0.6,8032,0.007681978338963468
beam1000_lp00,500,0.6,0.61,9672,0.00925050977271597
beam1000_lp00,500,0.61,0.62,7454,0.007129166650726306
beam1000_lp00,500,0.62,0.63,6800,0.0065036669204371995
beam1000_lp00,500,0.63,0.64,5797,0.005544376049672712
beam1000_lp00,500,0.64,0.65,5260,0.005030777647279363
beam1000_lp00,500,0.65,0.66,4604,0.004403365073778363
beam1000_lp00,500,0.66,0.67,4935,0.004719940625346703
beam1000_lp00,500,0.67,0.68,4047,0.0038706382392660805
beam1000_lp00,500,0.68,0.6900000000000001,3602,0.0034450306246198224
beam1000_lp00,500,0.6900000000000001,0.7000000000000001,2772,0.002651200691684105
beam1000_lp00,500,0.7000000000000001,0.71,3193,0.003053854187787644
beam1000_lp00,500,0.71,0.72,2243,0.002145253662138329
beam1000_lp00,500,0.72,0.73,2162,0.0020677835120566507
beam1000_lp00,500,0.73,0.74,1959,0.0018736299260494814
beam1000_lp00,500,0.74,0.75,1428,0.0013657700532918118
beam1000_lp00,500,0.75,0.76,1751,0.0016746942320125789
beam1000_lp00,500,0.76,0.77,1259,0.0012041348018868286
beam1000_lp00,500,0.77,0.78,1079,0.001031978912816432
beam1000_lp00,500,0.78,0.79,912,0.000872256504623342
beam1000_lp00,500,0.79,0.8,646,0.000617848357441534
beam1000_lp00,500,0.8,0.81,775,0.0007412267446086514
beam1000_lp00,500,0.81,0.8200000000000001,571,0.0005461167369955354
beam1000_lp00,500,0.8200000000000001,0.8300000000000001,546,0.0005222061968468692
beam1000_lp00,500,0.8300000000000001,0.84,457,0.0004370846739176177
beam1000_lp00,500,0.84,0.85,487,0.0004657773220960171
beam1000_lp00,500,0.85,0.86,356,0.0003404860917170063
beam1000_lp00,500,0.86,0.87,285,0.00027258015769479437
beam1000_lp00,500,0.87,0.88,206,0.00019702285082500928
beam1000_lp00,500,0.88,0.89,187,0.000178850840312023
beam1000_lp00,500,0.89,0.9,128,0.0001224219655611708
beam1000_lp00,500,0.9,0.91,101,9.659858220061134e-05
beam1000_lp00,500,0.91,0.92,84,8.033941489951835e-05
beam1000_lp00,500,0.92,0.93,86,8.225225811141164e-05
beam1000_lp00,500,0.93,0.9400000000000001,57,5.4516031538958874e-05
beam1000_lp00,500,0.9400000000000001,0.9500000000000001,44,4.208255066165247e-05
beam1000_lp00,500,0.9500000000000001,0.96,28,2.6779804966506116e-05
beam1000_lp00,500,0.96,0.97,17,1.6259167301092997e-05
beam1000_lp00,500,0.97,0.98,28,2.6779804966506116e-05
beam1000_lp00,500,0.98,0.99,9,8.607794453519823e-06
beam1000_lp00,500,0.99,1.0,25,2.3910540148666175e-05
beam1000_lp00,1000,0.0,0.01,54,5.14984130859375e-05
beam1000_lp00,1000,0.01,0.02,468,0.000446319580078125
beam1000_lp00,1000,0.02,0.03,809,0.0007715225219726562
beam1000_lp00,1000,0.03,0.04,442,0.0004215240478515625
beam1000_lp00,1000,0.04,0.05,318,0.0003032684326171875
beam1000_lp00,1000,0.05,0.06,682,0.0006504058837890625
beam1000_lp00,1000,0.06,0.07,831,0.0007925033569335938
beam1000_lp00,1000,0.07,0.08,541,0.0005159378051757812
beam1000_lp00,1000,0.08,0.09,741,0.0007066726684570312
beam1000_lp00,1000,0.09,0.1,814,0.0007762908935546875
beam1000_lp00,1000,0.1,0.11,1129,0.0010766983032226562
beam1000_lp00,1000,0.11,0.12,1248,0.001190185546875
beam1000_lp00,1000,0.12,0.13,1999,0.0019063949584960938
beam1000_lp00,1000,0.13,0.14,2317,0.0022096633911132812
beam1000_lp00,1000,0.14,0.15,2747,0.0026197433471679688
beam1000_lp00,1000,0.15,0.16,3326,0.0031719207763671875
beam1000_lp00,1000,0.16,0.17,4528,0.0043182373046875
beam1000_lp00,1000,0.17,0.18,5185,0.004944801330566406
beam1000_lp00,1000,0.18,0.19,7154,0.0068225860595703125
beam1000_lp00,1000,0.19,0.2,6913,0.006592750549316406
beam1000_lp00,1000,0.2,0.21,11566,0.011030197143554688
beam1000_lp00,1000,0.21,0.22,11885,0.011334419250488281
beam1000_lp00,1000,0.22,0.23,14827,0.014140129089355469
beam1000_lp00,1000,0.23,0.24,16327,0.015570640563964844
beam1000_lp00,1000,0.24,0.25,16425,0.015664100646972656
beam1000_lp00,1000,0.25,0.26,25420,0.024242401123046875
beam1000_lp00,1000,0.26,0.27,24431,0.023299217224121094
beam1000_lp00,1000,0.27,0.28,26108,0.024898529052734375
beam1000_lp00,1000,0.28,0.29,30787,0.02936077117919922
beam1000_lp00,1000,0.29,0.3,28920,0.02758026123046875
beam1000_lp00,1000,0.3,0.31,36064,0.034393310546875
beam1000_lp00,1000,0.31,0.32,33074,0.03154182434082031
beam1000_lp00,1000,0.32,0.33,39484,0.037654876708984375
beam1000_lp00,1000,0.33,0.34,33835,0.03226757049560547
