strategy,budget,bin_left,bin_right,evaluated_pair_count,fraction
beam1000_lp06,1000,0.32,0.33,39978,0.03812599182128906
beam1000_lp06,1000,0.33,0.34,33368,0.03182220458984375
beam1000_lp06,1000,0.34,0.35000000000000003,33866,0.03229713439941406
beam1000_lp06,1000,0.35000000000000003,0.36,36969,0.035256385803222656
beam1000_lp06,1000,0.36,0.37,38043,0.03628063201904297
beam1000_lp06,1000,0.37,0.38,34276,0.032688140869140625
beam1000_lp06,1000,0.38,0.39,35621,0.03397083282470703
beam1000_lp06,1000,0.39,0.4,28231,0.026923179626464844
beam1000_lp06,1000,0.4,0.41000000000000003,37717,0.03596973419189453
beam1000_lp06,1000,0.41000000000000003,0.42,31272,0.02982330322265625
beam1000_lp06,1000,0.42,0.43,29906,0.028520584106445312
beam1000_lp06,1000,0.43,0.44,29134,0.027784347534179688
beam1000_lp06,1000,0.44,0.45,27280,0.0260162353515625
beam1000_lp06,1000,0.45,0.46,26779,0.02553844451904297
beam1000_lp06,1000,0.46,0.47000000000000003,24891,0.02373790740966797
beam1000_lp06,1000,0.47000000000000003,0.48,22916,0.021854400634765625
beam1000_lp06,1000,0.48,0.49,19022,0.018140792846679688
beam1000_lp06,1000,0.49,0.5,14378,0.013711929321289062
beam1000_lp06,1000,0.5,0.51,27627,0.02634716033935547
beam1000_lp06,1000,0.51,0.52,13989,0.013340950012207031
beam1000_lp06,1000,0.52,0.53,15427,0.014712333679199219
beam1000_lp06,1000,0.53,0.54,14577,0.013901710510253906
beam1000_lp06,1000,0.54,0.55,12044,0.011486053466796875
beam1000_lp06,1000,0.55,0.56,11567,0.011031150817871094
beam1000_lp06,1000,0.56,0.5700000000000001,10740,0.010242462158203125
beam1000_lp06,1000,0.5700000000000001,0.58,8921,0.008507728576660156
beam1000_lp06,1000,0.58,0.59,8302,0.007917404174804688
beam1000_lp06,1000,0.59,0.6,6536,0.00623321533203125
beam1000_lp06,1000,0.6,0.61,7921,0.007554054260253906
beam1000_lp06,1000,0.61,0.62,6010,0.0057315826416015625
beam1000_lp06,1000,0.62,0.63,5496,0.00524139404296875
beam1000_lp06,1000,0.63,0.64,4595,0.004382133483886719
beam1000_lp06,1000,0.64,0.65,4197,0.004002571105957031
beam1000_lp06,1000,0.65,0.66,3478,0.0033168792724609375
beam1000_lp06,1000,0.66,0.67,3631,0.0034627914428710938
beam1000_lp06,1000,0.67,0.68,3025,0.0028848648071289062
beam1000_lp06,1000,0.68,0.6900000000000001,2607,0.0024862289428710938
beam1000_lp06,1000,0.6900000000000001,0.7000000000000001,2046,0.0019512176513671875
beam1000_lp06,1000,0.7000000000000001,0.71,2203,0.0021009445190429688
beam1000_lp06,1000,0.71,0.72,1577,0.0015039443969726562
beam1000_lp06,1000,0.72,0.73,1503,0.0014333724975585938
beam1000_lp06,1000,0.73,0.74,1292,0.001232147216796875
beam1000_lp06,1000,0.74,0.75,916,0.000873565673828125
beam1000_lp06,1000,0.75,0.76,1207,0.0011510848999023438
beam1000_lp06,1000,0.76,0.77,895,0.0008535385131835938
beam1000_lp06,1000,0.77,0.78,780,0.000743865966796875
beam1000_lp06,1000,0.78,0.79,644,0.000614166259765625
beam1000_lp06,1000,0.79,0.8,405,0.00038623809814453125
beam1000_lp06,1000,0.8,0.81,552,0.00052642822265625
beam1000_lp06,1000,0.81,0.8200000000000001,420,0.000400543212890625
beam1000_lp06,1000,0.8200000000000001,0.8300000000000001,377,0.00035953521728515625
beam1000_lp06,1000,0.8300000000000001,0.84,297,0.00028324127197265625
beam1000_lp06,1000,0.84,0.85,245,0.00023365020751953125
beam1000_lp06,1000,0.85,0.86,213,0.00020313262939453125
beam1000_lp06,1000,0.86,0.87,141,0.00013446807861328125
beam1000_lp06,1000,0.87,0.88,103,9.822845458984375e-05
beam1000_lp06,1000,0.88,0.89,109,0.00010395050048828125
beam1000_lp06,1000,0.89,0.9,60,5.7220458984375e-05
beam1000_lp06,1000,0.9,0.91,68,6.4849853515625e-05
beam1000_lp06,1000,0.91,0.92,52,4.9591064453125e-05
beam1000_lp06,1000,0.92,0.93,54,5.14984130859375e-05
beam1000_lp06,1000,0.93,0.9400000000000001,26,2.47955322265625e-05
beam1000_lp06,1000,0.9400000000000001,0.9500000000000001,30,2.86102294921875e-05
beam1000_lp06,1000,0.9500000000000001,0.96,23,2.193450927734375e-05
beam1000_lp06,1000,0.96,0.97,10,9.5367431640625e-06
beam1000_lp06,1000,0.97,0.98,14,1.33514404296875e-05
beam1000_lp06,1000,0.98,0.99,10,9.5367431640625e-06
beam1000_lp06,1000,0.99,1.0,10,9.5367431640625e-06
hybrid_b500_s500_t100,50,0.0,0.01,0,0.0
hybrid_b500_s500_t100,50,0.01,0.02,0,0.0
hybrid_b500_s500_t100,50,0.02,0.03,1,1.2983977771430056e-05
hybrid_b500_s500_t100,50,0.03,0.04,4,5.1935911085720224e-05
hybrid_b500_s500_t100,50,0.04,0.05,0,0.0
hybrid_b500_s500_t100,50,0.05,0.06,1,1.2983977771430056e-05
hybrid_b500_s500_t100,50,0.06,0.07,28,0.00036355137760004156
hybrid_b500_s500_t100,50,0.07,0.08,7,9.088784440001039e-05
hybrid_b500_s500_t100,50,0.08,0.09,9,0.0001168557999428705
hybrid_b500_s500_t100,50,0.09,0.1,7,9.088784440001039e-05
hybrid_b500_s500_t100,50,0.1,0.11,19,0.0002466955776571711
hybrid_b500_s500_t100,50,0.11,0.12,23,0.00029863148874289126
hybrid_b500_s500_t100,50,0.12,0.13,34,0.00044145524422862186
hybrid_b500_s500_t100,50,0.13,0.14,46,0.0005972629774857825
hybrid_b500_s500_t100,50,0.14,0.15,37,0.00048040717754291204
hybrid_b500_s500_t100,50,0.15,0.16,50,0.0006491988885715028
hybrid_b500_s500_t100,50,0.16,0.17,54,0.000701134799657223
hybrid_b500_s500_t100,50,0.17,0.18,77,0.0009997662884001144
hybrid_b500_s500_t100,50,0.18,0.19,72,0.000934846399542964
hybrid_b500_s500_t100,50,0.19,0.2,70,0.0009088784440001038
hybrid_b500_s500_t100,50,0.2,0.21,146,0.001895660754628788
hybrid_b500_s500_t100,50,0.21,0.22,202,0.002622763509828871
hybrid_b500_s500_t100,50,0.22,0.23,203,0.002635747487600301
hybrid_b500_s500_t100,50,0.23,0.24,267,0.0034667220649718246
hybrid_b500_s500_t100,50,0.24,0.25,312,0.004051001064686178
hybrid_b500_s500_t100,50,0.25,0.26,548,0.00711521981874367
hybrid_b500_s500_t100,50,0.26,0.27,619,0.008037082240515204
hybrid_b500_s500_t100,50,0.27,0.28,558,0.0072450595964579706
hybrid_b500_s500_t100,50,0.28,0.29,832,0.010802669505829806
hybrid_b500_s500_t100,50,0.29,0.3,785,0.010192422550572594
hybrid_b500_s500_t100,50,0.3,0.31,1052,0.013659144615544419
hybrid_b500_s500_t100,50,0.31,0.32,1072,0.013918824170973019
hybrid_b500_s500_t100,50,0.32,0.33,1432,0.018593056168687838
hybrid_b500_s500_t100,50,0.33,0.34,1302,0.016905139058401932
hybrid_b500_s500_t100,50,0.34,0.35000000000000003,1463,0.018995559479602173
hybrid_b500_s500_t100,50,0.35000000000000003,0.36,1629,0.02115089978965956
hybrid_b500_s500_t100,50,0.36,0.37,1766,0.022929704744345476
hybrid_b500_s500_t100,50,0.37,0.38,1754,0.022773897011088316
hybrid_b500_s500_t100,50,0.38,0.39,1950,0.025318756654288607
hybrid_b500_s500_t100,50,0.39,0.4,1649,0.021410579345088162
hybrid_b500_s500_t100,50,0.4,0.41000000000000003,2241,0.029097094185774754
hybrid_b500_s500_t100,50,0.41000000000000003,0.42,1959,0.02543561245423148
hybrid_b500_s500_t100,50,0.42,0.43,2020,0.026227635098288713
hybrid_b500_s500_t100,50,0.43,0.44,2129,0.027642888675374587
hybrid_b500_s500_t100,50,0.44,0.45,2011,0.02611077929834584
hybrid_b500_s500_t100,50,0.45,0.46,2201,0.02857773507491755
hybrid_b500_s500_t100,50,0.46,0.47000000000000003,2105,0.027331273208860266
hybrid_b500_s500_t100,50,0.47000000000000003,0.48,2220,0.02882443065257472
hybrid_b500_s500_t100,50,0.48,0.49,1994,0.02589005167623153
hybrid_b500_s500_t100,50,0.49,0.5,1490,0.019346126879430783
hybrid_b500_s500_t100,50,0.5,0.51,3125,0.04057493053571892
hybrid_b500_s500_t100,50,0.51,0.52,1759,0.022838816899945467
hybrid_b500_s500_t100,50,0.52,0.53,1951,0.025331740632060038
hybrid_b500_s500_t100,50,0.53,0.54,1853,0.024059310810459894
hybrid_b500_s500_t100,50,0.54,0.55,1571,0.020397829078916616
hybrid_b500_s500_t100,50,0.55,0.56,1719,0.022319457789088264
hybrid_b500_s500_t100,50,0.56,0.5700000000000001,1785,0.02317640032200265
hybrid_b500_s500_t100,50,0.5700000000000001,0.58,1407,0.01826845672440209
hybrid_b500_s500_t100,50,0.58,0.59,1474,0.019138383235087902
hybrid_b500_s500_t100,50,0.59,0.6,1150,0.014931574437144563
hybrid_b500_s500_t100,50,0.6,0.61,1528,0.019839518034745124
hybrid_b500_s500_t100,50,0.61,0.62,1293,0.01678828325845906
hybrid_b500_s500_t100,50,0.62,0.63,1307,0.016970058947259083
hybrid_b500_s500_t100,50,0.63,0.64,1154,0.014983510348230283
hybrid_b500_s500_t100,50,0.64,0.65,1101,0.014295359526344491
hybrid_b500_s500_t100,50,0.65,0.66,1031,0.013386481082344387
hybrid_b500_s500_t100,50,0.66,0.67,1047,0.013594224726687268
hybrid_b500_s500_t100,50,0.67,0.68,1065,0.013827936326573009
hybrid_b500_s500_t100,50,0.68,0.6900000000000001,998,0.012958009815887196
hybrid_b500_s500_t100,50,0.6900000000000001,0.7000000000000001,787,0.010218390506115454
hybrid_b500_s500_t100,50,0.7000000000000001,0.71,927,0.01203614739411566
hybrid_b500_s500_t100,50,0.71,0.72,634,0.008231841907086654
hybrid_b500_s500_t100,50,0.72,0.73,636,0.008257809862629514
hybrid_b500_s500_t100,50,0.73,0.74,654,0.008491521462515255
hybrid_b500_s500_t100,50,0.74,0.75,439,0.005699966241657794
hybrid_b500_s500_t100,50,0.75,0.76,576,0.007478771196343712
hybrid_b500_s500_t100,50,0.76,0.77,417,0.005414318730686333
hybrid_b500_s500_t100,50,0.77,0.78,356,0.004622296086629099
hybrid_b500_s500_t100,50,0.78,0.79,287,0.0037264016204004258
hybrid_b500_s500_t100,50,0.79,0.8,185,0.00240203588771456
hybrid_b500_s500_t100,50,0.8,0.81,300,0.0038951933314290165
hybrid_b500_s500_t100,50,0.81,0.8200000000000001,220,0.002856475109714612
hybrid_b500_s500_t100,50,0.8200000000000001,0.8300000000000001,215,0.002791555220857462
hybrid_b500_s500_t100,50,0.8300000000000001,0.84,204,0.0026487314653717313
hybrid_b500_s500_t100,50,0.84,0.85,273,0.003544625931600405
hybrid_b500_s500_t100,50,0.85,0.86,199,0.002583811576514581
hybrid_b500_s500_t100,50,0.86,0.87,213,0.002765587265314602
hybrid_b500_s500_t100,50,0.87,0.88,141,0.0018307408657716377
hybrid_b500_s500_t100,50,0.88,0.89,123,0.0015970292658858969
hybrid_b500_s500_t100,50,0.89,0.9,72,0.000934846399542964
hybrid_b500_s500_t100,50,0.9,0.91,77,0.0009997662884001144
hybrid_b500_s500_t100,50,0.91,0.92,65,0.0008439585551429536
hybrid_b500_s500_t100,50,0.92,0.93,86,0.0011166220883429847
hybrid_b500_s500_t100,50,0.93,0.9400000000000001,42,0.0005453270664000623
hybrid_b500_s500_t100,50,0.9400000000000001,0.9500000000000001,31,0.00040250331091433173
hybrid_b500_s500_t100,50,0.9500000000000001,0.96,25,0.0003245994442857514
hybrid_b500_s500_t100,50,0.96,0.97,11,0.0001428237554857306
hybrid_b500_s500_t100,50,0.97,0.98,19,0.0002466955776571711
hybrid_b500_s500_t100,50,0.98,0.99,14,0.00018177568880002078
hybrid_b500_s500_t100,50,0.99,1.0,22,0.0002856475109714612
hybrid_b500_s500_t100,100,0.0,0.01,0,0.0
hybrid_b500_s500_t100,100,0.01,0.02,3,1.2308146762341995e-05
hybrid_b500_s500_t100,100,0.02,0.03,36,0.00014769776114810393
hybrid_b500_s500_t100,100,0.03,0.04,7,2.871900911213132e-05
hybrid_b500_s500_t100,100,0.04,0.05,4,1.6410862349789325e-05
hybrid_b500_s500_t100,100,0.05,0.06,1,4.102715587447331e-06
hybrid_b500_s500_t100,100,0.06,0.07,53,0.00021744392613470855
hybrid_b500_s500_t100,100,0.07,0.08,21,8.615702733639395e-05
hybrid_b500_s500_t100,100,0.08,0.09,18,7.384888057405196e-05
hybrid_b500_s500_t100,100,0.09,0.1,30,0.00012308146762341995
hybrid_b500_s500_t100,100,0.1,0.11,62,0.0002543683664217345
hybrid_b500_s500_t100,100,0.11,0.12,96,0.0003938606963949438
hybrid_b500_s500_t100,100,0.12,0.13,121,0.0004964285860811271
hybrid_b500_s500_t100,100,0.13,0.14,177,0.0007261806589781777
hybrid_b500_s500_t100,100,0.14,0.15,134,0.0005497638887179424
hybrid_b500_s500_t100,100,0.15,0.16,175,0.000717975227803283
hybrid_b500_s500_t100,100,0.16,0.17,234,0.0009600354474626756
hybrid_b500_s500_t100,100,0.17,0.18,371,0.00152210748294296
hybrid_b500_s500_t100,100,0.18,0.19,377,0.001546723776467644
hybrid_b500_s500_t100,100,0.19,0.2,371,0.00152210748294296
hybrid_b500_s500_t100,100,0.2,0.21,651,0.0026708678474282126
hybrid_b500_s500_t100,100,0.21,0.22,755,0.003097550268522735
hybrid_b500_s500_t100,100,0.22,0.23,904,0.0037088548910523874
hybrid_b500_s500_t100,100,0.23,0.24,1142,0.004685301200864853
hybrid_b500_s500_t100,100,0.24,0.25,1241,0.005091470044022138
hybrid_b500_s500_t100,100,0.25,0.26,2198,0.009017768861209235
hybrid_b500_s500_t100,100,0.26,0.27,2458,0.01008447491394554
hybrid_b500_s500_t100,100,0.27,0.28,2540,0.010420897592116223
hybrid_b500_s500_t100,100,0.28,0.29,3419,0.014027184593482426
hybrid_b500_s500_t100,100,0.29,0.3,3445,0.014133855198756057
hybrid_b500_s500_t100,100,0.3,0.31,4496,0.0184458092811632
hybrid_b500_s500_t100,100,0.31,0.32,4506,0.018486836437037676
hybrid_b500_s500_t100,100,0.32,0.33,5764,0.023648052646046417
hybrid_b500_s500_t100,100,0.33,0.34,5326,0.021851063218744488
hybrid_b500_s500_t100,100,0.34,0.35000000000000003,5717,0.023455225013436394
hybrid_b500_s500_t100,100,0.35000000000000003,0.36,6238,0.025592739834496454
hybrid_b500_s500_t100,100,0.36,0.37,6938,0.028464640745709584
hybrid_b500_s500_t100,100,0.37,0.38,6591,0.02704099843686536
hybrid_b500_s500_t100,100,0.38,0.39,7109,0.02916620511116308
hybrid_b500_s500_t100,100,0.39,0.4,6077,0.024932202624917434
hybrid_b500_s500_t100,100,0.4,0.41000000000000003,8252,0.03385560902761538
hybrid_b500_s500_t100,100,0.41000000000000003,0.42,7188,0.029490319642571417
hybrid_b500_s500_t100,100,0.42,0.43,7021,0.028805166139467715
hybrid_b500_s500_t100,100,0.43,0.44,7373,0.030249322026249175
hybrid_b500_s500_t100,100,0.44,0.45,6976,0.028620543938032584
hybrid_b500_s500_t100,100,0.45,0.46,7256,0.029769304302517837
hybrid_b500_s500_t100,100,0.46,0.47000000000000003,7048,0.02891593946032879
hybrid_b500_s500_t100,100,0.47000000000000003,0.48,6984,0.02865336566273216
hybrid_b500_s500_t100,100,0.48,0.49,6318,0.025920957081492238
hybrid_b500_s500_t100,100,0.49,0.5,4715,0.01934430399481417
hybrid_b500_s500_t100,100,0.5,0.51,9507,0.03900451708986178
hybrid_b500_s500_t100,100,0.51,0.52,5244,0.021514640540573806
hybrid_b500_s500_t100,100,0.52,0.53,5681,0.02330752725228829
hybrid_b500_s500_t100,100,0.53,0.54,5612,0.023024439876754423
hybrid_b500_s500_t100,100,0.54,0.55,4590,0.01883146454638325
hybrid_b500_s500_t100,100,0.55,0.56,5045,0.020698200138671786
hybrid_b500_s500_t100,100,0.56,0.5700000000000001,4769,0.019565850636536323
hybrid_b500_s500_t100,100,0.5700000000000001,0.58,3972,0.0162959863133408
hybrid_b500_s500_t100,100,0.58,0.59,4022,0.016501122092713167
hybrid_b500_s500_t100,100,0.59,0.6,3161,0.012968683971921014
hybrid_b500_s500_t100,100,0.6,0.61,4017,0.01648060851477593
hybrid_b500_s500_t100,100,0.61,0.62,3297,0.013526653291813852
hybrid_b500_s500_t100,100,0.62,0.63,3229,0.013247668631867432
hybrid_b500_s500_t100,100,0.63,0.64,2827,0.011598376965713605
hybrid_b500_s500_t100,100,0.64,0.65,2715,0.011138872819919505
hybrid_b500_s500_t100,100,0.65,0.66,2432,0.00997780430867191
hybrid_b500_s500_t100,100,0.66,0.67,2617,0.010736806692349667
hybrid_b500_s500_t100,100,0.67,0.68,2389,0.009801387538411675
hybrid_b500_s500_t100,100,0.68,0.6900000000000001,2185,0.008964433558572418
hybrid_b500_s500_t100,100,0.6900000000000001,0.7000000000000001,1727,0.007085389819521541
hybrid_b500_s500_t100,100,0.7000000000000001,0.71,2026,0.008312101780168293
hybrid_b500_s500_t100,100,0.71,0.72,1480,0.00607201906942205
hybrid_b500_s500_t100,100,0.72,0.73,1400,0.005743801822426264
hybrid_b500_s500_t100,100,0.73,0.74,1356,0.005563282336578581
hybrid_b500_s500_t100,100,0.74,0.75,975,0.004000147697761148
hybrid_b500_s500_t100,100,0.75,0.76,1195,0.004902745126999561
hybrid_b500_s500_t100,100,0.76,0.77,879,0.003606287001366204
hybrid_b500_s500_t100,100,0.77,0.78,802,0.0032903779011327597
hybrid_b500_s500_t100,100,0.78,0.79,633,0.002597018966854161
hybrid_b500_s500_t100,100,0.79,0.8,419,0.001719037831140432
hybrid_b500_s500_t100,100,0.8,0.81,627,0.002572402673329477
hybrid_b500_s500_t100,100,0.81,0.8200000000000001,447,0.0018339138675889572
hybrid_b500_s500_t100,100,0.8200000000000001,0.8300000000000001,434,0.0017805785649521418
hybrid_b500_s500_t100,100,0.8300000000000001,0.84,410,0.001682113390853406
hybrid_b500_s500_t100,100,0.84,0.85,502,0.00205956322489856
hybrid_b500_s500_t100,100,0.85,0.86,403,0.0016533943817412745
hybrid_b500_s500_t100,100,0.86,0.87,374,0.001534415629705302
hybrid_b500_s500_t100,100,0.87,0.88,260,0.0010667060527363062
hybrid_b500_s500_t100,100,0.88,0.89,227,0.0009313164383505442
hybrid_b500_s500_t100,100,0.89,0.9,146,0.0005989964757673104
hybrid_b500_s500_t100,100,0.9,0.91,167,0.0006851535031037043
hybrid_b500_s500_t100,100,0.91,0.92,110,0.00045129871461920646
hybrid_b500_s500_t100,100,0.92,0.93,159,0.0006523317784041257
hybrid_b500_s500_t100,100,0.93,0.9400000000000001,79,0.0003241145314083392
hybrid_b500_s500_t100,100,0.9400000000000001,0.9500000000000001,69,0.00028308737553386584
hybrid_b500_s500_t100,100,0.9500000000000001,0.96,50,0.00020513577937236656
hybrid_b500_s500_t100,100,0.96,0.97,20,8.205431174894663e-05
hybrid_b500_s500_t100,100,0.97,0.98,47,0.00019282763261002457
hybrid_b500_s500_t100,100,0.98,0.99,25,0.00010256788968618328
hybrid_b500_s500_t100,100,0.99,1.0,45,0.00018462220143512992
hybrid_b500_s500_t100,250,0.0,0.01,46,6.353933430115711e-05
hybrid_b500_s500_t100,250,0.01,0.02,104,0.00014365414711565956
hybrid_b500_s500_t100,250,0.02,0.03,180,0.00024863217770017997
hybrid_b500_s500_t100,250,0.03,0.04,35,4.834514566392389e-05
hybrid_b500_s500_t100,250,0.04,0.05,19,2.624450764613011e-05
hybrid_b500_s500_t100,250,0.05,0.06,150,0.00020719348141681664
hybrid_b500_s500_t100,250,0.06,0.07,244,0.0003370347297713551
hybrid_b500_s500_t100,250,0.07,0.08,144,0.00019890574216014398
hybrid_b500_s500_t100,250,0.08,0.09,137,0.0001892367130273592
hybrid_b500_s500_t100,250,0.09,0.1,222,0.00030664635249688866
hybrid_b500_s500_t100,250,0.1,0.11,488,0.0006740694595427102
hybrid_b500_s500_t100,250,0.11,0.12,461,0.0006367746328876831
hybrid_b500_s500_t100,250,0.12,0.13,705,0.0009738093626590383
hybrid_b500_s500_t100,250,0.13,0.14,842,0.0011630460756863975
hybrid_b500_s500_t100,250,0.14,0.15,757,0.0010456364362168681
hybrid_b500_s500_t100,250,0.15,0.16,951,0.0013136066721826177
hybrid_b500_s500_t100,250,0.16,0.17,1282,0.0017708136211757263
hybrid_b500_s500_t100,250,0.17,0.18,1630,0.002251502498062741
hybrid_b500_s500_t100,250,0.18,0.19,1962,0.0027100907369319617
hybrid_b500_s500_t100,250,0.19,0.2,2029,0.002802637158631473
hybrid_b500_s500_t100,250,0.2,0.21,3546,0.004898053900693545
hybrid_b500_s500_t100,250,0.21,0.22,3583,0.004949161626109694
hybrid_b500_s500_t100,250,0.22,0.23,4730,0.006533501114010285
hybrid_b500_s500_t100,250,0.23,0.24,5291,0.007308404734509179
hybrid_b500_s500_t100,250,0.24,0.25,5575,0.007700691059325019
hybrid_b500_s500_t100,250,0.25,0.26,9488,0.01310567834455171
hybrid_b500_s500_t100,250,0.26,0.27,9781,0.013510396278252557
hybrid_b500_s500_t100,250,0.27,0.28,10491,0.014491112090292156
hybrid_b500_s500_t100,250,0.28,0.29,13429,0.01854934174630954
hybrid_b500_s500_t100,250,0.29,0.3,13226,0.01826893990145878
hybrid_b500_s500_t100,250,0.3,0.31,17357,0.02397504837967791
hybrid_b500_s500_t100,250,0.31,0.32,16884,0.02332169826827688
hybrid_b500_s500_t100,250,0.32,0.33,20834,0.02877779327891972
hybrid_b500_s500_t100,250,0.33,0.34,18851,0.026038695454589405
hybrid_b500_s500_t100,250,0.34,0.35000000000000003,19376,0.026763872639548263
hybrid_b500_s500_t100,250,0.35000000000000003,0.36,21479,0.029668725249012033
hybrid_b500_s500_t100,250,0.36,0.37,23565,0.0325500959305819
hybrid_b500_s500_t100,250,0.37,0.38,21824,0.03014527025627071
hybrid_b500_s500_t100,250,0.38,0.39,23426,0.032358096637802314
hybrid_b500_s500_t100,250,0.39,0.4,19618,0.027098144789567395
hybrid_b500_s500_t100,250,0.4,0.41000000000000003,26601,0.03674369199445827
hybrid_b500_s500_t100,250,0.41000000000000003,0.42,22620,0.031244776997655953
hybrid_b500_s500_t100,250,0.42,0.43,21905,0.030257154736235792
hybrid_b500_s500_t100,250,0.43,0.44,22288,0.03078618875878673
hybrid_b500_s500_t100,250,0.44,0.45,21021,0.029036094485752686
hybrid_b500_s500_t100,250,0.45,0.46,21740,0.030029241906677294
hybrid_b500_s500_t100,250,0.46,0.47000000000000003,20523,0.028348212127448855
hybrid_b500_s500_t100,250,0.47000000000000003,0.48,20027,0.027663092348897248
hybrid_b500_s500_t100,250,0.48,0.49,17225,0.023792718116031113
hybrid_b500_s500_t100,250,0.49,0.5,13112,0.018111472855582
hybrid_b500_s500_t100,250,0.5,0.51,26066,0.03600470191073828
hybrid_b500_s500_t100,250,0.51,0.52,13756,0.0190010235357982
hybrid_b500_s500_t100,250,0.52,0.53,15281,0.021107490596869168
hybrid_b500_s500_t100,250,0.53,0.54,14324,0.01978559618542988
hybrid_b500_s500_t100,250,0.54,0.55,12305,0.016996771925559526
hybrid_b500_s500_t100,250,0.55,0.56,12927,0.01785593422850126
hybrid_b500_s500_t100,250,0.56,0.5700000000000001,11657,0.016101696085838876
hybrid_b500_s500_t100,250,0.5700000000000001,0.58,9849,0.013604323989828181
hybrid_b500_s500_t100,250,0.58,0.59,9621,0.01328938989807462
hybrid_b500_s500_t100,250,0.59,0.6,7481,0.010333429563194703
hybrid_b500_s500_t100,250,0.6,0.61,9470,0.013080815126781692
hybrid_b500_s500_t100,250,0.61,0.62,7627,0.010535097885107071
hybrid_b500_s500_t100,250,0.62,0.63,7140,0.009862409715440473
hybrid_b500_s500_t100,250,0.63,0.64,6158,0.00850598305709838
hybrid_b500_s500_t100,250,0.64,0.65,5844,0.008072258035999176
hybrid_b500_s500_t100,250,0.65,0.66,5048,0.006972751294613937
hybrid_b500_s500_t100,250,0.66,0.67,5450,0.007528029824811005
hybrid_b500_s500_t100,250,0.67,0.68,4853,0.006703399768772075
hybrid_b500_s500_t100,250,0.68,0.6900000000000001,4412,0.006094250933406634
hybrid_b500_s500_t100,250,0.6900000000000001,0.7000000000000001,3499,0.004833133276516277
hybrid_b500_s500_t100,250,0.7000000000000001,0.71,3977,0.005493389837297865
hybrid_b500_s500_t100,250,0.71,0.72,2928,0.004044416757256261
hybrid_b500_s500_t100,250,0.72,0.73,2763,0.0038165039276977625
hybrid_b500_s500_t100,250,0.73,0.74,2543,0.0035126201549530982
hybrid_b500_s500_t100,250,0.74,0.75,1854,0.0025609114303118538
hybrid_b500_s500_t100,250,0.75,0.76,2297,0.003172822845429519
hybrid_b500_s500_t100,250,0.76,0.77,1703,0.002352336659018925
hybrid_b500_s500_t100,250,0.77,0.78,1450,0.002002870320362561
hybrid_b500_s500_t100,250,0.78,0.79,1209,0.0016699794602195422
hybrid_b500_s500_t100,250,0.79,0.8,852,0.0011768589744475186
hybrid_b500_s500_t100,250,0.8,0.81,1092,0.0015083685447144252
hybrid_b500_s500_t100,250,0.81,0.8200000000000001,830,0.0011464705971730522
hybrid_b500_s500_t100,250,0.8200000000000001,0.8300000000000001,888,0.0012265854099875546
hybrid_b500_s500_t100,250,0.8300000000000001,0.84,733,0.0010124854791901774
hybrid_b500_s500_t100,250,0.84,0.85,803,0.001109175770518025
hybrid_b500_s500_t100,250,0.85,0.86,737,0.0010180106386946258
hybrid_b500_s500_t100,250,0.86,0.87,608,0.0008398242446761635
hybrid_b500_s500_t100,250,0.87,0.88,414,0.000571854008710414
hybrid_b500_s500_t100,250,0.88,0.89,361,0.000498645645276472
hybrid_b500_s500_t100,250,0.89,0.9,223,0.00030802764237300076
hybrid_b500_s500_t100,250,0.9,0.91,231,0.00031907796138189767
hybrid_b500_s500_t100,250,0.91,0.92,164,0.0002265315396823862
hybrid_b500_s500_t100,250,0.92,0.93,214,0.00029559603348799175
hybrid_b500_s500_t100,250,0.93,0.9400000000000001,128,0.00017680510414235022
hybrid_b500_s500_t100,250,0.9400000000000001,0.9500000000000001,88,0.00012155350909786577
hybrid_b500_s500_t100,250,0.9500000000000001,0.96,84,0.00011602834959341732
hybrid_b500_s500_t100,250,0.96,0.97,29,4.005740640725122e-05
hybrid_b500_s500_t100,250,0.97,0.98,85,0.00011740963946952944
hybrid_b500_s500_t100,250,0.98,0.99,35,4.834514566392389e-05
hybrid_b500_s500_t100,250,0.99,1.0,66,9.116513182339932e-05
hybrid_b500_s500_t100,500,0.0,0.01,44,4.510807998482728e-05
hybrid_b500_s500_t100,500,0.01,0.02,193,0.00019786044175162877
hybrid_b500_s500_t100,500,0.02,0.03,430,0.0004408289634880848
hybrid_b500_s500_t100,500,0.03,0.04,198,0.00020298635993172277
hybrid_b500_s500_t100,500,0.04,0.05,58,5.9460650889090506e-05
hybrid_b500_s500_t100,500,0.05,0.06,501,0.0005136170016454198
hybrid_b500_s500_t100,500,0.06,0.07,567,0.0005812791216226607
hybrid_b500_s500_t100,500,0.07,0.08,285,0.0002921773362653585
hybrid_b500_s500_t100,500,0.08,0.09,401,0.00041109863804353954
hybrid_b500_s500_t100,500,0.09,0.1,499,0.0005115666343733821
hybrid_b500_s500_t100,500,0.1,0.11,742,0.000760686257925951
hybrid_b500_s500_t100,500,0.11,0.12,798,0.0008180965415430039
hybrid_b500_s500_t100,500,0.12,0.13,1189,0.0012189433432263554
hybrid_b500_s500_t100,500,0.13,0.14,1427,0.0014629370485988303
hybrid_b500_s500_t100,500,0.14,0.15,1539,0.001577757615832936
hybrid_b500_s500_t100,500,0.15,0.16,1876,0.0019232445011712724
